Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Leptodactylus_fuscus	0.032	0.266666667	1570.3125	2812.5	0
2	Spectrogram 1	1	Leptodactylus_fuscus	0.522666667	0.917333333	1570.3125	2742.1875	0
3	Spectrogram 1	1	Leptodactylus_fuscus	1.397333333	1.706666667	1664.0625	2789.0625	0
4	Spectrogram 1	1	Leptodactylus_fuscus	2.026666667	2.325333333	1593.75	2789.0625	0
5	Spectrogram 1	1	Leptodactylus_fuscus	2.570666667	2.730666667	1734.375	2625.0	0
6	Spectrogram 1	1	Leptodactylus_fuscus	2.986666667	3.338666667	1734.375	2789.0625	0
7	Spectrogram 1	1	Leptodactylus_fuscus	3.744	3.893333333	1734.375	2601.5625	0
8	Spectrogram 1	1	Leptodactylus_fuscus	3.925333333	4.149333333	1664.0625	2718.75	0
9	Spectrogram 1	1	Leptodactylus_fuscus	4.330666667	4.661333333	1617.1875	2671.875	0
10	Spectrogram 1	1	Leptodactylus_fuscus	4.885333333	5.066666667	1687.5	2601.5625	0
11	Spectrogram 1	1	Leptodactylus_fuscus	5.269333333	5.664	1710.9375	2789.0625	0
12	Spectrogram 1	1	Leptodactylus_fuscus	5.984	6.325333333	1640.625	2742.1875	0
13	Spectrogram 1	1	Leptodactylus_fuscus	6.485333333	6.688	1757.8125	2671.875	0
14	Spectrogram 1	1	Leptodactylus_fuscus	6.890666667	7.050666667	1687.5	2625.0	0
15	Spectrogram 1	1	Leptodactylus_fuscus	7.434666667	7.690666667	1617.1875	2648.4375	0
16	Spectrogram 1	1	Leptodactylus_fuscus	8.021333333	8.181333333	1757.8125	2601.5625	0
17	Spectrogram 1	1	Leptodactylus_fuscus	8.352	8.565333333	1757.8125	2742.1875	0
18	Spectrogram 1	1	Leptodactylus_fuscus	8.650666667	8.8	1757.8125	2578.125	0
19	Spectrogram 1	1	Leptodactylus_fuscus	9.162666667	9.546666667	937.5	2695.3125	1
20	Spectrogram 1	1	Leptodactylus_fuscus	9.941333333	10.10133333	1710.9375	2578.125	0
21	Spectrogram 1	1	Leptodactylus_fuscus	10.22933333	10.63466667	1570.3125	2718.75	0
22	Spectrogram 1	1	Leptodactylus_fuscus	10.76266667	10.98666667	1664.0625	2765.625	0
23	Spectrogram 1	1	Leptodactylus_fuscus	11.21066667	11.424	1265.625	2601.5625	0
24	Spectrogram 1	1	Leptodactylus_fuscus	11.85066667	12.04266667	1687.5	2578.125	0
25	Spectrogram 1	1	Leptodactylus_fuscus	12.416	12.62933333	1710.9375	2625.0	0
26	Spectrogram 1	1	Leptodactylus_fuscus	13.04533333	13.20533333	1804.6875	2625.0	0
27	Spectrogram 1	1	Leptodactylus_fuscus	13.664	13.86666667	1617.1875	2601.5625	0
28	Spectrogram 1	1	Leptodactylus_fuscus	14.12266667	14.45333333	1757.8125	3210.9375	0
29	Spectrogram 1	1	Leptodactylus_fuscus	14.47466667	14.784	1734.375	3257.8125	0
30	Spectrogram 1	1	Leptodactylus_fuscus	14.90133333	15.08266667	1664.0625	2578.125	0
31	Spectrogram 1	1	Leptodactylus_fuscus	15.49866667	15.79733333	1500.0	2578.125	0
32	Spectrogram 1	1	Leptodactylus_fuscus	16.36266667	16.58666667	1593.75	2601.5625	0
33	Spectrogram 1	1	Leptodactylus_fuscus	16.90666667	17.30133333	1687.5	2648.4375	0
34	Spectrogram 1	1	Leptodactylus_fuscus	17.536	17.696	1687.5	2601.5625	0
35	Spectrogram 1	1	Leptodactylus_fuscus	18.048	18.21866667	1640.625	2578.125	0
36	Spectrogram 1	1	Leptodactylus_fuscus	18.528	18.69866667	1664.0625	2601.5625	0
37	Spectrogram 1	1	Leptodactylus_fuscus	19.456	19.616	1640.625	2648.4375	0
38	Spectrogram 1	1	Leptodactylus_fuscus	19.968	20.13866667	1664.0625	2625.0	0
39	Spectrogram 1	1	Leptodactylus_fuscus	20.32	20.72533333	1687.5	3398.4375	0
40	Spectrogram 1	1	Leptodactylus_fuscus	21.04533333	21.20533333	1664.0625	2554.6875	0
41	Spectrogram 1	1	Leptodactylus_fuscus	21.29066667	21.42933333	1828.125	2437.5	1
42	Spectrogram 1	1	Leptodactylus_fuscus	21.61066667	21.77066667	1570.3125	2531.25	0
43	Spectrogram 1	1	Leptodactylus_fuscus	21.888	22.03733333	1851.5625	2507.8125	0
44	Spectrogram 1	1	Leptodactylus_fuscus	22.18666667	22.368	1687.5	2554.6875	0
45	Spectrogram 1	1	Leptodactylus_fuscus	22.528	22.848	1687.5	2601.5625	0
46	Spectrogram 1	1	Leptodactylus_fuscus	23.73333333	24.02133333	1593.75	2671.875	0
47	Spectrogram 1	1	Leptodactylus_fuscus	24.11733333	24.256	1734.375	2531.25	0
48	Spectrogram 1	1	Leptodactylus_fuscus	24.384	24.8	1593.75	2695.3125	0
49	Spectrogram 1	1	Leptodactylus_fuscus	24.91733333	25.20533333	1570.3125	2648.4375	0
50	Spectrogram 1	1	Leptodactylus_fuscus	25.39733333	25.81333333	1664.0625	2671.875	0
51	Spectrogram 1	1	Leptodactylus_fuscus	26.12266667	26.34666667	1617.1875	2648.4375	0
52	Spectrogram 1	1	Leptodactylus_fuscus	26.79466667	26.93333333	1734.375	2484.375	0
53	Spectrogram 1	1	Leptodactylus_fuscus	27.43466667	27.57333333	1734.375	2531.25	0
54	Spectrogram 1	1	Leptodactylus_fuscus	28.04266667	28.21333333	1687.5	2531.25	0
55	Spectrogram 1	1	Leptodactylus_fuscus	29.28	29.45066667	1734.375	2671.875	0
56	Spectrogram 1	1	Leptodactylus_fuscus	29.92	30.19733333	1710.9375	2578.125	0
57	Spectrogram 1	1	Leptodactylus_fuscus	30.528	30.816	1523.4375	2625.0	0
58	Spectrogram 1	1	Leptodactylus_fuscus	31.072	31.264	1734.375	2601.5625	0
59	Spectrogram 1	1	Leptodactylus_fuscus	31.46666667	31.70133333	1664.0625	2648.4375	0
60	Spectrogram 1	1	Leptodactylus_fuscus	31.75466667	31.92533333	1734.375	2625.0	0
61	Spectrogram 1	1	Leptodactylus_fuscus	32.02133333	32.288	1640.625	2695.3125	0
62	Spectrogram 1	1	Leptodactylus_fuscus	32.59733333	32.90666667	1617.1875	2671.875	0
63	Spectrogram 1	1	Leptodactylus_fuscus	33.16266667	33.408	1523.4375	2718.75	0
64	Spectrogram 1	1	Leptodactylus_fuscus	33.6	34.00533333	1078.125	2812.5	0
