Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Boana_platanera	1.418666667	1.589333333	1429.6875	1875.0	0
2	Spectrogram 1	1	Boana_platanera	1.866666667	2.037333333	1429.6875	1898.4375	0
3	Spectrogram 1	1	Boana_platanera	2.357333333	2.538666667	1453.125	1968.75	0
4	Spectrogram 1	1	Boana_platanera	2.773333333	3.029333333	1500.0	1898.4375	0
5	Spectrogram 1	1	Boana_platanera	3.253333333	3.488	1523.4375	1875.0	0
6	Spectrogram 1	1	Boana_platanera	3.765333333	3.936	1054.6875	1921.875	0
7	Spectrogram 1	1	Boana_platanera	5.962666667	6.208	1453.125	1921.875	0
8	Spectrogram 1	1	Boana_platanera	7.296	7.445333333	1429.6875	1898.4375	0
9	Spectrogram 1	1	Boana_platanera	7.658666667	7.914666667	1476.5625	1875.0	0
10	Spectrogram 1	1	Boana_platanera	8.224	8.373333333	1406.25	1898.4375	0
11	Spectrogram 1	1	Boana_platanera	8.693333333	8.832	1101.5625	1945.3125	0
12	Spectrogram 1	1	Boana_platanera	9.184	9.322666667	1500.0	1898.4375	0
13	Spectrogram 1	1	Boana_platanera	9.632	9.898666667	1500.0	1875.0	0
14	Spectrogram 1	1	Boana_platanera	13.653333333	13.930666667	1523.4375	1898.4375	0
15	Spectrogram 1	1	Boana_platanera	14.208	14.378666667	1406.25	1968.75	0
16	Spectrogram 1	1	Boana_platanera	14.624	14.805333333	1429.6875	1945.3125	0
17	Spectrogram 1	1	Boana_platanera	15.082666667	15.306666667	281.25	2273.4375	0
18	Spectrogram 1	1	Boana_platanera	15.690666667	15.989333333	1476.5625	1898.4375	0
19	Spectrogram 1	1	Boana_platanera	18.24	18.432	1453.125	1898.4375	0
20	Spectrogram 1	1	Boana_platanera	19.434666667	19.690666667	1500.0	1921.875	0
21	Spectrogram 1	1	Boana_platanera	19.904	20.170666667	1476.5625	1898.4375	0
22	Spectrogram 1	1	Boana_platanera	20.362666667	20.618666667	1429.6875	1921.875	0
23	Spectrogram 1	1	Boana_platanera	20.949333333	21.088	1476.5625	1921.875	0
24	Spectrogram 1	1	Boana_platanera	21.173333333	21.557333333	1500.0	1921.875	0
25	Spectrogram 1	1	Boana_platanera	21.824	21.984	1359.375	1898.4375	0
26	Spectrogram 1	1	Boana_platanera	22.293333333	22.464	1429.6875	1921.875	0
27	Spectrogram 1	1	Boana_platanera	24.576	24.682666667	1312.5	1851.5625	0
28	Spectrogram 1	1	Boana_platanera	24.992	25.141333333	1406.25	1875.0	0
29	Spectrogram 1	1	Boana_platanera	25.834666667	26.005333333	1382.8125	1898.4375	0
30	Spectrogram 1	1	Boana_platanera	26.282666667	26.432	1453.125	1921.875	0
31	Spectrogram 1	1	Boana_platanera	28.448	28.597333333	1382.8125	1875.0	0
32	Spectrogram 1	1	Boana_platanera	28.906666667	29.077333333	1429.6875	1898.4375	0
33	Spectrogram 1	1	Boana_platanera	29.376	29.898666667	1429.6875	1898.4375	0
34	Spectrogram 1	1	Boana_platanera	30.144	30.304	1476.5625	1875.0	0
35	Spectrogram 1	1	Boana_platanera	31.52	31.68	1476.5625	1945.3125	0
36	Spectrogram 1	1	Boana_platanera	32.0	32.128	1429.6875	1921.875	0
37	Spectrogram 1	1	Boana_platanera	32.416	32.586666667	1382.8125	1968.75	0
38	Spectrogram 1	1	Boana_platanera	32.810666667	32.992	1453.125	1921.875	0
39	Spectrogram 1	1	Boana_platanera	33.312	33.493333333	1054.6875	1921.875	0
40	Spectrogram 1	1	Boana_platanera	33.770666667	33.984	867.1875	1921.875	0
41	Spectrogram 1	1	Boana_platanera	34.794666667	34.933333333	1406.25	1875.0	0
42	Spectrogram 1	1	Boana_platanera	35.008	35.125333333	1476.5625	1968.75	0
43	Spectrogram 1	1	Boana_platanera	35.104	35.36	1078.125	1921.875	1
44	Spectrogram 1	1	Boana_platanera	35.797333333	35.946666667	1101.5625	1921.875	1
45	Spectrogram 1	1	Boana_platanera	36.224	36.416	1406.25	1945.3125	0
46	Spectrogram 1	1	Boana_platanera	37.045333333	37.749333333	1054.6875	1968.75	1
47	Spectrogram 1	1	Boana_platanera	37.962666667	38.112	1476.5625	1921.875	0
48	Spectrogram 1	1	Boana_platanera	39.52	39.722666667	1429.6875	1945.3125	0
49	Spectrogram 1	1	Boana_platanera	40.149333333	40.32	1195.3125	1921.875	0
50	Spectrogram 1	1	Boana_platanera	40.469333333	40.789333333	1359.375	1945.3125	0
51	Spectrogram 1	1	Boana_platanera	41.088	41.333333333	1453.125	1898.4375	0
52	Spectrogram 1	1	Boana_platanera	42.314666667	42.624	1453.125	1945.3125	0
53	Spectrogram 1	1	Boana_platanera	42.741333333	42.88	1429.6875	1875.0	0
54	Spectrogram 1	1	Boana_platanera	43.210666667	43.498666667	1546.875	1945.3125	0
55	Spectrogram 1	1	Boana_platanera	43.584	43.744	1546.875	1992.1875	0
56	Spectrogram 1	1	Boana_platanera	43.968	44.117333333	1382.8125	1945.3125	0
57	Spectrogram 1	1	Boana_platanera	44.352	44.757333333	1500.0	1992.1875	0
58	Spectrogram 1	1	Boana_platanera	45.706666667	45.994666667	1382.8125	1945.3125	0
59	Spectrogram 1	1	Boana_platanera	48.992	49.141333333	1500.0	1968.75	0
60	Spectrogram 1	1	Boana_platanera	49.226666667	49.365333333	1500.0	1875.0	1
61	Spectrogram 1	1	Boana_platanera	49.6	49.834666667	1101.5625	1898.4375	0
62	Spectrogram 1	1	Boana_platanera	49.909333333	50.037333333	1523.4375	1921.875	0
63	Spectrogram 1	1	Boana_platanera	50.912	51.189333333	1523.4375	1828.125	0
64	Spectrogram 1	1	Boana_platanera	51.349333333	51.669333333	1453.125	1945.3125	0
65	Spectrogram 1	1	Boana_platanera	51.946666667	52.106666667	1500.0	1875.0	0
66	Spectrogram 1	1	Boana_platanera	52.416	52.576	1500.0	1875.0	0
67	Spectrogram 1	1	Boana_platanera	52.853333333	53.002666667	1453.125	1898.4375	0
68	Spectrogram 1	1	Boana_platanera	53.354666667	53.504	1476.5625	1875.0	0
69	Spectrogram 1	1	Boana_platanera	54.133333333	54.4	1523.4375	1898.4375	0
70	Spectrogram 1	1	Boana_platanera	56.544	56.682666667	1429.6875	1875.0	0
71	Spectrogram 1	1	Boana_platanera	56.810666667	57.098666667	1312.5	1875.0	0
72	Spectrogram 1	1	Boana_platanera	57.354666667	57.536	1500.0	1921.875	0
73	Spectrogram 1	1	Boana_platanera	57.92	58.144	1500.0	1898.4375	0
74	Spectrogram 1	1	Boana_platanera	58.293333333	58.464	1429.6875	1875.0	0
75	Spectrogram 1	1	Boana_platanera	59.274666667	59.413333333	1429.6875	1875.0	0
76	Spectrogram 1	1	Boana_platanera	59.690666667	59.872	1382.8125	1921.875	0
