Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Leptodactylus_fuscus	0.437333333	0.64	1757.8125	2695.3125	0
2	Spectrogram 1	1	Leptodactylus_fuscus	1.76	1.952	1921.875	2671.875	1
3	Spectrogram 1	1	Leptodactylus_fuscus	2.421333333	2.869333333	1757.8125	2765.625	0
4	Spectrogram 1	1	Leptodactylus_fuscus	9.845333333	9.984	1710.9375	2695.3125	0
5	Spectrogram 1	1	Leptodactylus_fuscus	10.336	10.517333333	1687.5	2765.625	0
6	Spectrogram 1	1	Leptodactylus_fuscus	15.392	15.552	1757.8125	2765.625	0
7	Spectrogram 1	1	Leptodactylus_fuscus	16.533333333	16.736	1945.3125	2765.625	0
8	Spectrogram 1	1	Leptodactylus_fuscus	17.418666667	17.578666667	1945.3125	2671.875	0
9	Spectrogram 1	1	Leptodactylus_fuscus	18.901333333	19.018666667	2062.5	2648.4375	0
10	Spectrogram 1	1	Leptodactylus_fuscus	19.626666667	19.84	1968.75	2695.3125	0
11	Spectrogram 1	1	Leptodactylus_fuscus	20.16	20.309333333	1828.125	2765.625	0
12	Spectrogram 1	1	Leptodactylus_fuscus	20.725333333	20.906666667	1968.75	2765.625	0
13	Spectrogram 1	1	Leptodactylus_fuscus	22.901333333	23.402666667	1125.0	2695.3125	0
14	Spectrogram 1	1	Leptodactylus_fuscus	23.552	23.722666667	1640.625	2742.1875	0
15	Spectrogram 1	1	Leptodactylus_fuscus	24.192	24.341333333	1921.875	2742.1875	0
16	Spectrogram 1	1	Leptodactylus_fuscus	24.810666667	24.96	1851.5625	2789.0625	0
17	Spectrogram 1	1	Leptodactylus_fuscus	25.386666667	25.674666667	1664.0625	2695.3125	1
18	Spectrogram 1	1	Leptodactylus_fuscus	25.888	26.144	2015.625	2718.75	0
19	Spectrogram 1	1	Leptodactylus_fuscus	26.421333333	26.592	1898.4375	2835.9375	0
20	Spectrogram 1	1	Leptodactylus_fuscus	27.349333333	27.530666667	1992.1875	2742.1875	0
21	Spectrogram 1	1	Leptodactylus_fuscus	27.808	27.946666667	1875.0	2718.75	0
22	Spectrogram 1	1	Leptodactylus_fuscus	28.341333333	28.522666667	1851.5625	2789.0625	0
23	Spectrogram 1	1	Leptodactylus_fuscus	28.842666667	28.992	1945.3125	2789.0625	0
24	Spectrogram 1	1	Leptodactylus_fuscus	29.962666667	30.112	2015.625	2718.75	0
25	Spectrogram 1	1	Leptodactylus_fuscus	30.602666667	30.88	1710.9375	2742.1875	0
26	Spectrogram 1	1	Leptodactylus_fuscus	31.136	31.296	1664.0625	2765.625	0
27	Spectrogram 1	1	Leptodactylus_fuscus	32.416	32.597333333	1921.875	2742.1875	0
28	Spectrogram 1	1	Leptodactylus_fuscus	36.213333333	36.394666667	1945.3125	2648.4375	0
29	Spectrogram 1	1	Leptodactylus_fuscus	36.650666667	36.821333333	1921.875	2882.8125	0
30	Spectrogram 1	1	Leptodactylus_fuscus	38.208	38.496	2015.625	2765.625	0
31	Spectrogram 1	1	Leptodactylus_fuscus	38.698666667	38.837333333	1664.0625	2765.625	0
32	Spectrogram 1	1	Leptodactylus_fuscus	40.512	40.618666667	2039.0625	2648.4375	0
33	Spectrogram 1	1	Leptodactylus_fuscus	40.949333333	41.141333333	1968.75	2742.1875	1
34	Spectrogram 1	1	Leptodactylus_fuscus	42.058666667	42.186666667	1945.3125	2718.75	0
35	Spectrogram 1	1	Leptodactylus_fuscus	43.370666667	43.552	1664.0625	2718.75	0
36	Spectrogram 1	1	Leptodactylus_fuscus	45.130666667	45.322666667	1757.8125	2765.625	0
37	Spectrogram 1	1	Leptodactylus_fuscus	45.706666667	45.92	1781.25	2718.75	0
38	Spectrogram 1	1	Leptodactylus_fuscus	47.456	47.616	1710.9375	2742.1875	1
39	Spectrogram 1	1	Leptodactylus_fuscus	48.213333333	48.341333333	2039.0625	2695.3125	0
40	Spectrogram 1	1	Leptodactylus_fuscus	48.757333333	48.906666667	2039.0625	2742.1875	0
41	Spectrogram 1	1	Leptodactylus_fuscus	49.226666667	49.344	1945.3125	2742.1875	0
42	Spectrogram 1	1	Leptodactylus_fuscus	50.282666667	50.442666667	1898.4375	2718.75	0
43	Spectrogram 1	1	Leptodactylus_fuscus	50.826666667	51.008	1921.875	2742.1875	0
44	Spectrogram 1	1	Leptodactylus_fuscus	51.328	51.530666667	1710.9375	2789.0625	0
45	Spectrogram 1	1	Leptodactylus_fuscus	51.957333333	52.074666667	1992.1875	2718.75	0
46	Spectrogram 1	1	Leptodactylus_fuscus	53.749333333	53.92	1992.1875	2765.625	0
47	Spectrogram 1	1	Leptodactylus_fuscus	54.624	54.773333333	1945.3125	2742.1875	0
48	Spectrogram 1	1	Leptodactylus_fuscus	55.658666667	55.818666667	1921.875	2718.75	0
49	Spectrogram 1	1	Leptodactylus_fuscus	56.192	56.341333333	1945.3125	2812.5	0
50	Spectrogram 1	1	Leptodactylus_fuscus	56.757333333	56.928	1687.5	2742.1875	0
51	Spectrogram 1	1	Leptodactylus_fuscus	57.258666667	57.653333333	1687.5	2765.625	0
52	Spectrogram 1	1	Leptodactylus_fuscus	58.773333333	58.922666667	1851.5625	2742.1875	0
