Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Pitangus_sulphuratus	0.234666667	0.832	1898.4375	2554.6875	1
2	Spectrogram 1	1	Pitangus_sulphuratus	6.506666667	6.890666667	2039.0625	2554.6875	1
3	Spectrogram 1	1	Crotophaga_ani	9.28	10.410666667	1054.6875	6093.75	1
4	Spectrogram 1	1	Crotophaga_ani	10.912	13.184	1078.125	6000.0	0
5	Spectrogram 1	1	Crotophaga_ani	14.549333333	15.52	726.5625	6046.875	0
6	Spectrogram 1	1	Crotophaga_ani	29.984	30.656	3468.75	5789.0625	1
7	Spectrogram 1	1	Crotophaga_ani	38.293333333	39.04	1078.125	5765.625	0
8	Spectrogram 1	1	Pitangus_sulphuratus	41.781333333	42.229333333	2179.6875	2601.5625	1
9	Spectrogram 1	1	Crotophaga_ani	44.298666667	46.176	773.4375	6023.4375	0
10	Spectrogram 1	1	Crotophaga_ani	48.256	49.514666667	1031.25	5929.6875	0
11	Spectrogram 1	1	Pitangus_sulphuratus	52.544	53.002666667	1804.6875	2601.5625	1
12	Spectrogram 1	1	Pitangus_sulphuratus	56.106666667	56.405333333	2273.4375	2625.0	1
13	Spectrogram 1	1	Pitangus_sulphuratus	59.392	59.925333333	1804.6875	2671.875	1
