Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score	File
1	Spectrogram 1	1	0.0	2.399000000000001	200.0	2500.0	BOAN	0.93	SMA03406_20210608_194000.wav
2	Spectrogram 1	1	1.2	5.998999999999978	200.0	2500.0	BOAN	0.99	SMA03406_20210608_194000.wav
3	Spectrogram 1	1	4.8	6.7990000000000235	200.0	2500.0	BOAN	0.92	SMA03406_20210608_194000.wav
4	Spectrogram 1	1	5.6	9.999	200.0	2500.0	BOAN	1.0	SMA03406_20210608_194000.wav
5	Spectrogram 1	1	12.0	15.999000000000024	200.0	2500.0	BOAN	0.99	SMA03406_20210608_194000.wav
6	Spectrogram 1	1	17.6	19.599000000000025	200.0	2500.0	BOAN	0.84	SMA03406_20210608_194000.wav
7	Spectrogram 1	1	18.8	20.799000000000024	200.0	2500.0	BOAN	0.85	SMA03406_20210608_194000.wav
8	Spectrogram 1	1	21.2	23.599	200.0	2500.0	BOAN	0.99	SMA03406_20210608_194000.wav
9	Spectrogram 1	1	22.4	24.399000000000022	200.0	2500.0	BOAN	0.78	SMA03406_20210608_194000.wav
10	Spectrogram 1	1	30.8	32.79900000000002	200.0	2500.0	BOAN	0.75	SMA03406_20210608_194000.wav
11	Spectrogram 1	1	32.8	36.39900000000004	200.0	2500.0	BOAN	0.96	SMA03406_20210608_194000.wav
12	Spectrogram 1	1	35.2	38.798999999999936	200.0	2500.0	BOAN	0.89	SMA03406_20210608_194000.wav
13	Spectrogram 1	1	39.6	42.79899999999996	200.0	2500.0	BOAN	0.9	SMA03406_20210608_194000.wav
14	Spectrogram 1	1	42.0	43.999000000000024	200.0	2500.0	BOAN	0.95	SMA03406_20210608_194000.wav
15	Spectrogram 1	1	42.8	47.59900000000009	200.0	2500.0	BOAN	0.97	SMA03406_20210608_194000.wav
16	Spectrogram 1	1	48.4	50.39900000000002	200.0	2500.0	BOAN	0.78	SMA03406_20210608_194000.wav
17	Spectrogram 1	1	54.8	56.79900000000002	200.0	2500.0	BOAN	0.8	SMA03406_20210608_194000.wav
18	Spectrogram 1	1	55.6	57.599000000000025	200.0	2500.0	BOAN	0.89	SMA03406_20210608_194000.wav
19	Spectrogram 1	1	58.0	59.999000000000024	200.0	2500.0	BOAN	0.94	SMA03406_20210608_194000.wav
1	Spectrogram 1	1	8.8	10.799000000000024	200.0	2500.0	BOAN	0.75	SMA03251_20210604_200000.wav
2	Spectrogram 1	1	10.4	12.399000000000024	200.0	2500.0	BOAN	0.78	SMA03251_20210604_200000.wav
3	Spectrogram 1	1	15.6	17.599000000000025	200.0	2500.0	BOAN	0.84	SMA03251_20210604_200000.wav
4	Spectrogram 1	1	23.6	25.599000000000025	200.0	2500.0	BOAN	0.8	SMA03251_20210604_200000.wav
5	Spectrogram 1	1	26.0	27.999000000000024	200.0	2500.0	BOAN	0.8	SMA03251_20210604_200000.wav
6	Spectrogram 1	1	36.4	38.39900000000002	200.0	2500.0	BOAN	0.93	SMA03251_20210604_200000.wav
7	Spectrogram 1	1	39.2	41.19899999999991	200.0	2500.0	BOAN	0.87	SMA03251_20210604_200000.wav
8	Spectrogram 1	1	40.4	42.39900000000002	200.0	2500.0	BOAN	0.9	SMA03251_20210604_200000.wav
9	Spectrogram 1	1	41.6	43.599000000000025	200.0	2500.0	BOAN	0.75	SMA03251_20210604_200000.wav
10	Spectrogram 1	1	44.4	47.59900000000007	200.0	2500.0	BOAN	0.96	SMA03251_20210604_200000.wav
11	Spectrogram 1	1	46.4	48.39900000000002	200.0	2500.0	BOAN	0.84	SMA03251_20210604_200000.wav
12	Spectrogram 1	1	47.2	50.798999999999936	200.0	2500.0	BOAN	0.91	SMA03251_20210604_200000.wav
13	Spectrogram 1	1	52.8	57.59900000000009	200.0	2500.0	BOAN	0.92	SMA03251_20210604_200000.wav
1	Spectrogram 1	1	0.0	1.9990000000000236	200.0	2500.0	BOAN	0.75	SMA03330_20210609_192000.wav
2	Spectrogram 1	1	1.6	4.798999999999955	200.0	2500.0	BOAN	0.92	SMA03330_20210609_192000.wav
3	Spectrogram 1	1	3.6	6.398999999999978	200.0	2500.0	BOAN	0.9	SMA03330_20210609_192000.wav
4	Spectrogram 1	1	5.2	7.19899999999991	200.0	2500.0	BOAN	0.82	SMA03330_20210609_192000.wav
5	Spectrogram 1	1	6.0	7.999000000000024	200.0	2500.0	BOAN	0.79	SMA03330_20210609_192000.wav
6	Spectrogram 1	1	8.4	10.399000000000024	200.0	2500.0	BOAN	0.78	SMA03330_20210609_192000.wav
7	Spectrogram 1	1	9.6	11.599000000000023	200.0	2500.0	BOAN	0.8	SMA03330_20210609_192000.wav
8	Spectrogram 1	1	10.8	12.799000000000024	200.0	2500.0	BOAN	0.9	SMA03330_20210609_192000.wav
9	Spectrogram 1	1	11.6	13.599000000000023	200.0	2500.0	BOAN	0.8	SMA03330_20210609_192000.wav
10	Spectrogram 1	1	12.4	14.799000000000001	200.0	2500.0	BOAN	0.81	SMA03330_20210609_192000.wav
11	Spectrogram 1	1	15.2	17.19899999999991	200.0	2500.0	BOAN	0.83	SMA03330_20210609_192000.wav
12	Spectrogram 1	1	17.2	20.398999999999955	200.0	2500.0	BOAN	0.95	SMA03330_20210609_192000.wav
13	Spectrogram 1	1	19.6	21.599000000000025	200.0	2500.0	BOAN	0.83	SMA03330_20210609_192000.wav
14	Spectrogram 1	1	24.4	26.399000000000022	200.0	2500.0	BOAN	0.92	SMA03330_20210609_192000.wav
15	Spectrogram 1	1	25.2	27.19899999999991	200.0	2500.0	BOAN	0.76	SMA03330_20210609_192000.wav
16	Spectrogram 1	1	28.4	30.399000000000022	200.0	2500.0	BOAN	0.79	SMA03330_20210609_192000.wav
17	Spectrogram 1	1	30.0	32.399	200.0	2500.0	BOAN	0.88	SMA03330_20210609_192000.wav
18	Spectrogram 1	1	31.2	33.19899999999991	200.0	2500.0	BOAN	0.77	SMA03330_20210609_192000.wav
19	Spectrogram 1	1	32.4	34.799	200.0	2500.0	BOAN	0.88	SMA03330_20210609_192000.wav
20	Spectrogram 1	1	33.6	36.79899999999996	200.0	2500.0	BOAN	1.0	SMA03330_20210609_192000.wav
21	Spectrogram 1	1	36.4	38.39900000000002	200.0	2500.0	BOAN	0.95	SMA03330_20210609_192000.wav
22	Spectrogram 1	1	40.8	42.79900000000002	200.0	2500.0	BOAN	0.82	SMA03330_20210609_192000.wav
23	Spectrogram 1	1	43.6	47.198999999999934	200.0	2500.0	BOAN	0.97	SMA03330_20210609_192000.wav
24	Spectrogram 1	1	46.0	47.999000000000024	200.0	2500.0	BOAN	0.75	SMA03330_20210609_192000.wav
25	Spectrogram 1	1	48.0	49.999000000000024	200.0	2500.0	BOAN	0.77	SMA03330_20210609_192000.wav
26	Spectrogram 1	1	49.2	51.19899999999991	200.0	2500.0	BOAN	0.77	SMA03330_20210609_192000.wav
27	Spectrogram 1	1	51.2	53.599000000000004	200.0	2500.0	BOAN	0.86	SMA03330_20210609_192000.wav
28	Spectrogram 1	1	57.2	59.19899999999991	200.0	2500.0	BOAN	0.75	SMA03330_20210609_192000.wav
1	Spectrogram 1	1	0.4	2.3990000000000236	200.0	2500.0	BOAN	0.87	SMA03406_20210601_200000.wav
2	Spectrogram 1	1	2.8	4.7990000000000235	200.0	2500.0	BOAN	0.83	SMA03406_20210601_200000.wav
3	Spectrogram 1	1	3.6	5.59899999999991	200.0	2500.0	BOAN	0.76	SMA03406_20210601_200000.wav
4	Spectrogram 1	1	5.2	7.598999999999887	200.0	2500.0	BOAN	0.9	SMA03406_20210601_200000.wav
5	Spectrogram 1	1	8.4	10.398999999999797	200.0	2500.0	BOAN	0.86	SMA03406_20210601_200000.wav
6	Spectrogram 1	1	9.2	11.199000000000023	200.0	2500.0	BOAN	0.76	SMA03406_20210601_200000.wav
7	Spectrogram 1	1	11.6	13.599000000000023	200.0	2500.0	BOAN	0.79	SMA03406_20210601_200000.wav
8	Spectrogram 1	1	12.4	14.398999999999797	200.0	2500.0	BOAN	0.93	SMA03406_20210601_200000.wav
9	Spectrogram 1	1	17.2	19.598999999999887	200.0	2500.0	BOAN	0.83	SMA03406_20210601_200000.wav
10	Spectrogram 1	1	22.8	25.199000000000115	200.0	2500.0	BOAN	0.88	SMA03406_20210601_200000.wav
11	Spectrogram 1	1	24.8	26.799000000000024	200.0	2500.0	BOAN	0.96	SMA03406_20210601_200000.wav
12	Spectrogram 1	1	26.4	29.59899999999984	200.0	2500.0	BOAN	0.96	SMA03406_20210601_200000.wav
13	Spectrogram 1	1	33.6	35.999000000000116	200.0	2500.0	BOAN	0.88	SMA03406_20210601_200000.wav
14	Spectrogram 1	1	39.2	41.19900000000003	200.0	2500.0	BOAN	0.76	SMA03406_20210601_200000.wav
15	Spectrogram 1	1	47.2	49.59899999999989	200.0	2500.0	BOAN	0.83	SMA03406_20210601_200000.wav
16	Spectrogram 1	1	48.4	50.398999999999795	200.0	2500.0	BOAN	0.83	SMA03406_20210601_200000.wav
17	Spectrogram 1	1	49.2	51.99899999999998	200.0	2500.0	BOAN	0.94	SMA03406_20210601_200000.wav
18	Spectrogram 1	1	51.2	53.19900000000003	200.0	2500.0	BOAN	0.83	SMA03406_20210601_200000.wav
19	Spectrogram 1	1	52.4	54.798999999999886	200.0	2500.0	BOAN	0.9	SMA03406_20210601_200000.wav
20	Spectrogram 1	1	54.0	55.999000000000024	200.0	2500.0	BOAN	0.8	SMA03406_20210601_200000.wav
21	Spectrogram 1	1	54.8	56.79900000000002	200.0	2500.0	BOAN	0.92	SMA03406_20210601_200000.wav
22	Spectrogram 1	1	55.6	57.599000000000025	200.0	2500.0	BOAN	0.87	SMA03406_20210601_200000.wav
23	Spectrogram 1	1	56.4	58.398999999999795	200.0	2500.0	BOAN	0.88	SMA03406_20210601_200000.wav
24	Spectrogram 1	1	57.2	59.19900000000003	200.0	2500.0	BOAN	0.86	SMA03406_20210601_200000.wav
25	Spectrogram 1	1	58.0	59.999000000000024	200.0	2500.0	BOAN	0.79	SMA03406_20210601_200000.wav
1	Spectrogram 1	1	2.0	3.9990000000000236	200.0	2500.0	BOAN	0.76	SMA03393_20210602_193000.wav
2	Spectrogram 1	1	8.0	9.999000000000024	200.0	2500.0	BOAN	0.75	SMA03393_20210602_193000.wav
3	Spectrogram 1	1	9.6	11.599000000000023	200.0	2500.0	BOAN	0.85	SMA03393_20210602_193000.wav
4	Spectrogram 1	1	10.8	12.799000000000024	200.0	2500.0	BOAN	0.84	SMA03393_20210602_193000.wav
5	Spectrogram 1	1	37.2	39.19900000000003	200.0	2500.0	BOAN	0.9	SMA03393_20210602_193000.wav
6	Spectrogram 1	1	49.6	51.599000000000025	200.0	2500.0	BOAN	0.76	SMA03393_20210602_193000.wav
7	Spectrogram 1	1	55.2	57.19900000000003	200.0	2500.0	BOAN	0.77	SMA03393_20210602_193000.wav
8	Spectrogram 1	1	56.0	57.999000000000024	200.0	2500.0	BOAN	0.87	SMA03393_20210602_193000.wav
1	Spectrogram 1	1	0.0	1.9990000000000236	200.0	2500.0	BOAN	0.87	SMA03286_20210608_200000.wav
2	Spectrogram 1	1	0.8	2.7990000000000235	200.0	2500.0	BOAN	0.78	SMA03286_20210608_200000.wav
3	Spectrogram 1	1	1.6	6.398999999999978	200.0	2500.0	BOAN	0.95	SMA03286_20210608_200000.wav
4	Spectrogram 1	1	6.0	7.999000000000024	200.0	2500.0	BOAN	0.86	SMA03286_20210608_200000.wav
5	Spectrogram 1	1	10.4	12.398999999999797	200.0	2500.0	BOAN	0.79	SMA03286_20210608_200000.wav
6	Spectrogram 1	1	11.2	13.598999999999887	200.0	2500.0	BOAN	0.84	SMA03286_20210608_200000.wav
7	Spectrogram 1	1	13.2	15.199000000000023	200.0	2500.0	BOAN	0.82	SMA03286_20210608_200000.wav
8	Spectrogram 1	1	15.2	17.199000000000023	200.0	2500.0	BOAN	0.76	SMA03286_20210608_200000.wav
9	Spectrogram 1	1	23.6	25.599000000000025	200.0	2500.0	BOAN	0.83	SMA03286_20210608_200000.wav
10	Spectrogram 1	1	24.4	26.398999999999795	200.0	2500.0	BOAN	0.93	SMA03286_20210608_200000.wav
11	Spectrogram 1	1	29.6	31.599000000000025	200.0	2500.0	BOAN	0.76	SMA03286_20210608_200000.wav
12	Spectrogram 1	1	30.8	32.79900000000002	200.0	2500.0	BOAN	0.95	SMA03286_20210608_200000.wav
13	Spectrogram 1	1	33.6	35.599000000000025	200.0	2500.0	BOAN	0.85	SMA03286_20210608_200000.wav
14	Spectrogram 1	1	36.8	38.79900000000002	200.0	2500.0	BOAN	0.79	SMA03286_20210608_200000.wav
15	Spectrogram 1	1	40.0	41.999000000000024	200.0	2500.0	BOAN	0.76	SMA03286_20210608_200000.wav
16	Spectrogram 1	1	41.6	44.79900000000007	200.0	2500.0	BOAN	0.94	SMA03286_20210608_200000.wav
17	Spectrogram 1	1	43.6	45.599000000000025	200.0	2500.0	BOAN	0.91	SMA03286_20210608_200000.wav
18	Spectrogram 1	1	46.4	48.798999999999886	200.0	2500.0	BOAN	0.92	SMA03286_20210608_200000.wav
19	Spectrogram 1	1	47.6	50.39899999999998	200.0	2500.0	BOAN	0.86	SMA03286_20210608_200000.wav
20	Spectrogram 1	1	51.2	53.19900000000003	200.0	2500.0	BOAN	0.9	SMA03286_20210608_200000.wav
21	Spectrogram 1	1	56.8	58.79900000000002	200.0	2500.0	BOAN	0.85	SMA03286_20210608_200000.wav
1	Spectrogram 1	1	2.8	4.799	400.0	3100.0	DDPX	0.97	SMA03320_20210328_054000.wav
2	Spectrogram 1	1	13.6	15.599	400.0	3100.0	DDPX	0.99	SMA03320_20210328_054000.wav
3	Spectrogram 1	1	25.2	29.199	400.0	3100.0	DDPX	1.0	SMA03320_20210328_054000.wav
4	Spectrogram 1	1	28.0	30.799	400.0	3100.0	DDPX	0.94	SMA03320_20210328_054000.wav
5	Spectrogram 1	1	29.6	31.599	400.0	3100.0	DDPX	0.97	SMA03320_20210328_054000.wav
6	Spectrogram 1	1	48.8	50.799	400.0	3100.0	DDPX	0.9	SMA03320_20210328_054000.wav
1	Spectrogram 1	1	0.4	2.3990000000000022	400.0	3100.0	DDPX	0.89	SMA03175ICP_20210326_181000.wav
2	Spectrogram 1	1	8.0	9.998999999999995	400.0	3100.0	DDPX	0.88	SMA03175ICP_20210326_181000.wav
3	Spectrogram 1	1	14.0	15.998999999999995	400.0	3100.0	DDPX	0.94	SMA03175ICP_20210326_181000.wav
4	Spectrogram 1	1	20.0	22.799000000000007	400.0	3100.0	DDPX	0.96	SMA03175ICP_20210326_181000.wav
5	Spectrogram 1	1	28.8	31.599000000000007	400.0	3100.0	DDPX	0.97	SMA03175ICP_20210326_181000.wav
6	Spectrogram 1	1	42.0	43.998999999999995	400.0	3100.0	DDPX	0.77	SMA03175ICP_20210326_181000.wav
7	Spectrogram 1	1	44.8	46.79900000000001	400.0	3100.0	DDPX	0.93	SMA03175ICP_20210326_181000.wav
8	Spectrogram 1	1	45.6	47.59900000000001	400.0	3100.0	DDPX	0.91	SMA03175ICP_20210326_181000.wav
9	Spectrogram 1	1	50.8	53.599000000000004	400.0	3100.0	DDPX	0.95	SMA03175ICP_20210326_181000.wav
10	Spectrogram 1	1	55.6	57.59900000000001	400.0	3100.0	DDPX	0.91	SMA03175ICP_20210326_181000.wav
11	Spectrogram 1	1	56.8	58.79900000000001	400.0	3100.0	DDPX	0.89	SMA03175ICP_20210326_181000.wav
1	Spectrogram 1	1	4.0	5.998999999999995	400.0	3100.0	DDPX	0.8	SMA03247_20210607_060000.wav
2	Spectrogram 1	1	13.6	15.598999999999995	400.0	3100.0	DDPX	0.98	SMA03247_20210607_060000.wav
3	Spectrogram 1	1	26.0	27.998999999999995	400.0	3100.0	DDPX	0.81	SMA03247_20210607_060000.wav
4	Spectrogram 1	1	34.8	36.79899999999999	400.0	3100.0	DDPX	0.86	SMA03247_20210607_060000.wav
5	Spectrogram 1	1	47.6	49.599	400.0	3100.0	DDPX	0.96	SMA03247_20210607_060000.wav
1	Spectrogram 1	1	0.4	2.398999999999995	400.0	3100.0	DDPX	0.93	SMA03297_20210605_061000.wav
2	Spectrogram 1	1	11.2	13.199000000000023	400.0	3100.0	DDPX	0.94	SMA03297_20210605_061000.wav
3	Spectrogram 1	1	29.6	31.598999999999997	400.0	3100.0	DDPX	0.77	SMA03297_20210605_061000.wav
4	Spectrogram 1	1	35.6	37.599	400.0	3100.0	DDPX	0.92	SMA03297_20210605_061000.wav
5	Spectrogram 1	1	37.2	39.19900000000003	400.0	3100.0	DDPX	0.91	SMA03297_20210605_061000.wav
6	Spectrogram 1	1	38.8	40.79899999999999	400.0	3100.0	DDPX	0.93	SMA03297_20210605_061000.wav
7	Spectrogram 1	1	49.6	53.19900000000002	400.0	3100.0	DDPX	0.99	SMA03297_20210605_061000.wav
1	Spectrogram 1	1	11.2	13.599	400.0	3100.0	DDPX	0.8	SMA03210_20210320_055000.wav
2	Spectrogram 1	1	19.6	22.39899999999998	400.0	3100.0	DDPX	0.99	SMA03210_20210320_055000.wav
3	Spectrogram 1	1	21.6	24.798999999999957	400.0	3100.0	DDPX	0.98	SMA03210_20210320_055000.wav
4	Spectrogram 1	1	27.6	29.59899999999997	400.0	3100.0	DDPX	0.83	SMA03210_20210320_055000.wav
5	Spectrogram 1	1	47.6	49.59899999999997	400.0	3100.0	DDPX	0.91	SMA03210_20210320_055000.wav
6	Spectrogram 1	1	57.6	59.999	400.0	3100.0	DDPX	0.89	SMA03210_20210320_055000.wav
1	Spectrogram 1	1	7.2	9.599	400.0	3100.0	DDPX	0.98	SMA03210_20210320_054000.wav
2	Spectrogram 1	1	18.8	20.798999999999968	400.0	3100.0	DDPX	0.95	SMA03210_20210320_054000.wav
3	Spectrogram 1	1	19.6	21.999000000000002	400.0	3100.0	DDPX	0.99	SMA03210_20210320_054000.wav
4	Spectrogram 1	1	34.8	37.199	400.0	3100.0	DDPX	0.96	SMA03210_20210320_054000.wav
5	Spectrogram 1	1	42.0	44.399	400.0	3100.0	DDPX	0.97	SMA03210_20210320_054000.wav
6	Spectrogram 1	1	50.0	52.399	400.0	3100.0	DDPX	1.0	SMA03210_20210320_054000.wav
7	Spectrogram 1	1	51.2	53.19900000000003	400.0	3100.0	DDPX	0.92	SMA03210_20210320_054000.wav
1	Spectrogram 1	1	2.4	4.399000000000024	400.0	3100.0	DDPX	0.99	SMA03326_20210612_073000.wav
2	Spectrogram 1	1	5.6	7.9990000000000006	400.0	3100.0	DDPX	0.88	SMA03326_20210612_073000.wav
3	Spectrogram 1	1	6.8	9.598999999999979	400.0	3100.0	DDPX	0.94	SMA03326_20210612_073000.wav
4	Spectrogram 1	1	10.4	12.399000000000024	400.0	3100.0	DDPX	0.96	SMA03326_20210612_073000.wav
5	Spectrogram 1	1	20.8	22.798999999999968	400.0	3100.0	DDPX	0.83	SMA03326_20210612_073000.wav
6	Spectrogram 1	1	21.6	23.59899999999997	400.0	3100.0	DDPX	0.82	SMA03326_20210612_073000.wav
7	Spectrogram 1	1	44.0	45.999000000000024	400.0	3100.0	DDPX	0.89	SMA03326_20210612_073000.wav
1	Spectrogram 1	1	8.0	10.399000000000001	400.0	3100.0	DDPX	0.86	SMA03286_20210607_055000.wav
2	Spectrogram 1	1	25.6	27.59899999999997	400.0	3100.0	DDPX	0.97	SMA03286_20210607_055000.wav
3	Spectrogram 1	1	30.0	32.399	400.0	3100.0	DDPX	0.91	SMA03286_20210607_055000.wav
4	Spectrogram 1	1	51.6	53.59899999999997	400.0	3100.0	DDPX	0.81	SMA03286_20210607_055000.wav
5	Spectrogram 1	1	54.0	55.999000000000024	400.0	3100.0	DDPX	0.94	SMA03286_20210607_055000.wav
1	Spectrogram 1	1	2.0	3.9990000000000236	400.0	3100.0	DDPX	0.95	SMA03126_20210609_182000.wav
2	Spectrogram 1	1	2.8	5.199000000000001	400.0	3100.0	DDPX	0.93	SMA03126_20210609_182000.wav
3	Spectrogram 1	1	8.0	9.999000000000024	400.0	3100.0	DDPX	0.81	SMA03126_20210609_182000.wav
4	Spectrogram 1	1	27.2	29.199000000000023	400.0	3100.0	DDPX	0.81	SMA03126_20210609_182000.wav
5	Spectrogram 1	1	29.6	31.59899999999997	400.0	3100.0	DDPX	0.98	SMA03126_20210609_182000.wav
6	Spectrogram 1	1	30.4	33.59900000000007	400.0	3100.0	DDPX	0.94	SMA03126_20210609_182000.wav
7	Spectrogram 1	1	33.2	35.19899999999991	400.0	3100.0	DDPX	0.78	SMA03126_20210609_182000.wav
8	Spectrogram 1	1	34.0	35.999000000000024	400.0	3100.0	DDPX	0.98	SMA03126_20210609_182000.wav
9	Spectrogram 1	1	34.8	36.79900000000002	400.0	3100.0	DDPX	0.8	SMA03126_20210609_182000.wav
10	Spectrogram 1	1	43.2	45.19899999999991	400.0	3100.0	DDPX	0.99	SMA03126_20210609_182000.wav
11	Spectrogram 1	1	46.0	48.399	400.0	3100.0	DDPX	0.92	SMA03126_20210609_182000.wav
12	Spectrogram 1	1	47.2	50.39899999999996	400.0	3100.0	DDPX	0.93	SMA03126_20210609_182000.wav
13	Spectrogram 1	1	49.2	51.19899999999991	400.0	3100.0	DDPX	0.95	SMA03126_20210609_182000.wav
14	Spectrogram 1	1	50.0	51.999000000000024	400.0	3100.0	DDPX	0.9	SMA03126_20210609_182000.wav
15	Spectrogram 1	1	51.2	53.19899999999991	400.0	3100.0	DDPX	0.92	SMA03126_20210609_182000.wav
16	Spectrogram 1	1	54.8	56.79900000000002	400.0	3100.0	DDPX	0.85	SMA03126_20210609_182000.wav
1	Spectrogram 1	1	16.0	17.999000000000024	400.0	3100.0	DDPX	0.79	SMA03411_20210606_064000.wav
2	Spectrogram 1	1	18.4	20.799	400.0	3100.0	DDPX	0.96	SMA03411_20210606_064000.wav
3	Spectrogram 1	1	32.0	35.999000000000024	400.0	3100.0	DDPX	1.0	SMA03411_20210606_064000.wav
4	Spectrogram 1	1	37.2	39.19899999999991	400.0	3100.0	DDPX	0.99	SMA03411_20210606_064000.wav
1	Spectrogram 1	1	15.6	17.599000000000025	400.0	3100.0	DDPX	0.82	SMA03251_20210605_053000.wav
1	Spectrogram 1	1	45.2	47.19899999999991	400.0	3100.0	DDPX	0.81	SMA03320_20210319_171000.wav
1	Spectrogram 1	1	14.0	18.399	0.0	7200.0	DEND	1.0	SMA03406_20210321_080000.wav
1	Spectrogram 1	1	2.4	9.599000000000006	0.0	7200.0	DEND	1.0	SMA03210_20210326_180000.wav
2	Spectrogram 1	1	8.4	10.398999999999996	0.0	7200.0	DEND	0.92	SMA03210_20210326_180000.wav
1	Spectrogram 1	1	17.2	24.39900000000001	0.0	7200.0	DEND	0.99	SMA03247_20210322_180000.wav
2	Spectrogram 1	1	25.2	31.599	0.0	7200.0	DEND	1.0	SMA03247_20210322_180000.wav
1	Spectrogram 1	1	32.8	34.79899999999999	0.0	7200.0	DEND	0.8	SMA03247_20210325_060000.wav
2	Spectrogram 1	1	53.6	56.799000000000014	0.0	7200.0	DEND	1.0	SMA03247_20210325_060000.wav
3	Spectrogram 1	1	55.6	59.999	0.0	7200.0	DEND	0.99	SMA03247_20210325_060000.wav
1	Spectrogram 1	1	1.2	3.199000000000024	0.0	7200.0	DEND	0.98	SMA03247_20210323_050000.wav
2	Spectrogram 1	1	5.2	7.199000000000024	0.0	7200.0	DEND	0.99	SMA03247_20210323_050000.wav
3	Spectrogram 1	1	15.6	17.99900000000003	0.0	7200.0	DEND	0.99	SMA03247_20210323_050000.wav
4	Spectrogram 1	1	17.2	19.199000000000023	0.0	7200.0	DEND	0.88	SMA03247_20210323_050000.wav
5	Spectrogram 1	1	19.2	21.199000000000023	0.0	7200.0	DEND	0.95	SMA03247_20210323_050000.wav
6	Spectrogram 1	1	23.2	26.79899999999999	0.0	7200.0	DEND	1.0	SMA03247_20210323_050000.wav
7	Spectrogram 1	1	30.0	31.999000000000024	0.0	7200.0	DEND	0.91	SMA03247_20210323_050000.wav
8	Spectrogram 1	1	35.2	37.19900000000003	0.0	7200.0	DEND	0.82	SMA03247_20210323_050000.wav
9	Spectrogram 1	1	37.6	39.59899999999997	0.0	7200.0	DEND	0.82	SMA03247_20210323_050000.wav
10	Spectrogram 1	1	39.2	41.19900000000003	0.0	7200.0	DEND	0.84	SMA03247_20210323_050000.wav
11	Spectrogram 1	1	50.8	53.199	0.0	7200.0	DEND	0.84	SMA03247_20210323_050000.wav
12	Spectrogram 1	1	52.4	54.39900000000002	0.0	7200.0	DEND	0.78	SMA03247_20210323_050000.wav
13	Spectrogram 1	1	56.4	58.39900000000002	0.0	7200.0	DEND	0.76	SMA03247_20210323_050000.wav
1	Spectrogram 1	1	12.0	14.399000000000001	0.0	7200.0	DEND	0.92	SMA03320_20210319_183000.wav
1	Spectrogram 1	1	0.0	1.9990000000000236	0.0	7200.0	DEND	0.82	SMA03297_20210606_195000.wav
2	Spectrogram 1	1	4.4	6.399000000000024	0.0	7200.0	DEND	0.97	SMA03297_20210606_195000.wav
3	Spectrogram 1	1	8.8	10.798999999999968	0.0	7200.0	DEND	0.82	SMA03297_20210606_195000.wav
4	Spectrogram 1	1	12.0	13.999000000000024	0.0	7200.0	DEND	0.79	SMA03297_20210606_195000.wav
5	Spectrogram 1	1	39.6	41.59899999999997	0.0	7200.0	DEND	0.78	SMA03297_20210606_195000.wav
6	Spectrogram 1	1	46.4	48.799	0.0	7200.0	DEND	0.97	SMA03297_20210606_195000.wav
1	Spectrogram 1	1	21.6	23.59899999999997	0.0	7200.0	DEND	0.84	SMA03294_20210607_181000.wav
1	Spectrogram 1	1	0.8	3.1990000000000007	0.0	7200.0	DEND	0.98	SMA03393_20210322_180000.wav
2	Spectrogram 1	1	20.0	21.999000000000024	0.0	7200.0	DEND	0.92	SMA03393_20210322_180000.wav
3	Spectrogram 1	1	23.2	25.199000000000023	0.0	7200.0	DEND	0.96	SMA03393_20210322_180000.wav
4	Spectrogram 1	1	26.0	27.999000000000024	0.0	7200.0	DEND	0.8	SMA03393_20210322_180000.wav
5	Spectrogram 1	1	30.0	31.999000000000024	0.0	7200.0	DEND	0.76	SMA03393_20210322_180000.wav
6	Spectrogram 1	1	41.2	43.19899999999991	0.0	7200.0	DEND	0.97	SMA03393_20210322_180000.wav
7	Spectrogram 1	1	49.2	51.19899999999991	0.0	7200.0	DEND	0.88	SMA03393_20210322_180000.wav
8	Spectrogram 1	1	55.2	57.599000000000004	0.0	7200.0	DEND	0.96	SMA03393_20210322_180000.wav
17	Spectrogram 1	1	50.8	53.59900000000009	0.0	7200.0	DEND	0.97	SMA03126_20210609_182000.wav
1	Spectrogram 1	1	2.0	7.599000000000046	0.0	7200.0	DEND	1.0	SMA03247_20210325_055000.wav
2	Spectrogram 1	1	6.8	9.99900000000007	0.0	7200.0	DEND	1.0	SMA03247_20210325_055000.wav
3	Spectrogram 1	1	8.8	11.199000000000002	0.0	7200.0	DEND	0.98	SMA03247_20210325_055000.wav
4	Spectrogram 1	1	10.0	13.198999999999955	0.0	7200.0	DEND	0.98	SMA03247_20210325_055000.wav
5	Spectrogram 1	1	13.6	16.39899999999998	0.0	7200.0	DEND	0.99	SMA03247_20210325_055000.wav
6	Spectrogram 1	1	20.8	23.99900000000007	0.0	7200.0	DEND	0.99	SMA03247_20210325_055000.wav
7	Spectrogram 1	1	24.8	27.99900000000007	0.0	7200.0	DEND	0.99	SMA03247_20210325_055000.wav
8	Spectrogram 1	1	28.4	30.399000000000022	0.0	7200.0	DEND	0.94	SMA03247_20210325_055000.wav
9	Spectrogram 1	1	30.0	31.999000000000024	0.0	7200.0	DEND	0.81	SMA03247_20210325_055000.wav
10	Spectrogram 1	1	32.4	34.39900000000002	0.0	7200.0	DEND	0.91	SMA03247_20210325_055000.wav
