Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score	File
11	Spectrogram 1	1	34.0	37.599000000000046	0.0	7200.0	DEND	0.96	SMA03247_20210325_055000.wav
12	Spectrogram 1	1	36.8	39.199	0.0	7200.0	DEND	0.99	SMA03247_20210325_055000.wav
13	Spectrogram 1	1	38.0	41.198999999999955	0.0	7200.0	DEND	0.99	SMA03247_20210325_055000.wav
14	Spectrogram 1	1	42.4	44.39900000000002	0.0	7200.0	DEND	0.81	SMA03247_20210325_055000.wav
1	Spectrogram 1	1	0.0	3.1989999999999554	0.0	7200.0	DEND	0.99	SMA03247_20210324_172000.wav
2	Spectrogram 1	1	2.0	8.399000000000001	0.0	7200.0	DEND	0.99	SMA03247_20210324_172000.wav
3	Spectrogram 1	1	20.0	23.198999999999955	0.0	7200.0	DEND	1.0	SMA03247_20210324_172000.wav
4	Spectrogram 1	1	26.8	28.799000000000024	0.0	7200.0	DEND	0.92	SMA03247_20210324_172000.wav
5	Spectrogram 1	1	38.4	45.19899999999998	0.0	7200.0	DEND	0.99	SMA03247_20210324_172000.wav
6	Spectrogram 1	1	44.0	45.999000000000024	0.0	7200.0	DEND	0.99	SMA03247_20210324_172000.wav
7	Spectrogram 1	1	49.2	52.39899999999996	0.0	7200.0	DEND	0.99	SMA03247_20210324_172000.wav
8	Spectrogram 1	1	52.8	54.79900000000002	0.0	7200.0	DEND	0.82	SMA03247_20210324_172000.wav
1	Spectrogram 1	1	25.2	27.19899999999991	0.0	7200.0	DEND	0.92	SMA03406_20210319_070000.wav
2	Spectrogram 1	1	53.6	55.599000000000025	0.0	7200.0	DEND	0.78	SMA03406_20210319_070000.wav
3	Spectrogram 1	1	54.8	56.79900000000002	0.0	7200.0	DEND	0.95	SMA03406_20210319_070000.wav
4	Spectrogram 1	1	55.6	57.599000000000025	0.0	7200.0	DEND	0.78	SMA03406_20210319_070000.wav
1	Spectrogram 1	1	30.8	32.79900000000002	0.0	7200.0	DEND	0.97	SMA03297_20210603_200000.wav
2	Spectrogram 1	1	31.6	33.999	0.0	7200.0	DEND	0.98	SMA03297_20210603_200000.wav
3	Spectrogram 1	1	32.8	35.59900000000009	0.0	7200.0	DEND	0.99	SMA03297_20210603_200000.wav
12	Spectrogram 1	1	1.6	3.999000000000001	0.0	7200.0	DEND	0.87	SMA03294_20210603_193000.wav
13	Spectrogram 1	1	8.0	9.999000000000024	0.0	7200.0	DEND	0.98	SMA03294_20210603_193000.wav
14	Spectrogram 1	1	8.8	10.799000000000024	0.0	7200.0	DEND	0.81	SMA03294_20210603_193000.wav
15	Spectrogram 1	1	12.4	14.399000000000024	0.0	7200.0	DEND	0.86	SMA03294_20210603_193000.wav
16	Spectrogram 1	1	14.8	16.799000000000024	0.0	7200.0	DEND	0.89	SMA03294_20210603_193000.wav
17	Spectrogram 1	1	15.6	17.599000000000025	0.0	7200.0	DEND	0.92	SMA03294_20210603_193000.wav
18	Spectrogram 1	1	17.2	19.19899999999991	0.0	7200.0	DEND	0.95	SMA03294_20210603_193000.wav
19	Spectrogram 1	1	27.2	29.599	0.0	7200.0	DEND	0.97	SMA03294_20210603_193000.wav
20	Spectrogram 1	1	28.4	30.399000000000022	0.0	7200.0	DEND	0.91	SMA03294_20210603_193000.wav
21	Spectrogram 1	1	32.4	34.799	0.0	7200.0	DEND	0.96	SMA03294_20210603_193000.wav
22	Spectrogram 1	1	36.4	39.19899999999998	0.0	7200.0	DEND	0.99	SMA03294_20210603_193000.wav
23	Spectrogram 1	1	39.2	42.39899999999996	0.0	7200.0	DEND	1.0	SMA03294_20210603_193000.wav
24	Spectrogram 1	1	52.4	54.39900000000002	0.0	7200.0	DEND	0.94	SMA03294_20210603_193000.wav
25	Spectrogram 1	1	54.0	55.999000000000024	0.0	7200.0	DEND	1.0	SMA03294_20210603_193000.wav
1	Spectrogram 1	1	7.2	9.19899999999991	0.0	7200.0	DEND	0.93	SMA03326_20210323_180000.wav
2	Spectrogram 1	1	38.8	41.199	0.0	7200.0	DEND	0.94	SMA03326_20210323_180000.wav
3	Spectrogram 1	1	58.0	59.999000000000024	0.0	7200.0	DEND	0.85	SMA03326_20210323_180000.wav
1	Spectrogram 1	1	27.2	29.19899999999991	0.0	7200.0	DEND	0.83	SMA03297_20210603_193000.wav
2	Spectrogram 1	1	34.4	36.799	0.0	7200.0	DEND	0.99	SMA03297_20210603_193000.wav
1	Spectrogram 1	1	4.8	6.7990000000000235	0.0	7200.0	DEND	0.78	SMA03393_20210323_075000.wav
2	Spectrogram 1	1	44.0	45.999000000000024	0.0	7200.0	DEND	0.98	SMA03393_20210323_075000.wav
3	Spectrogram 1	1	47.2	49.19900000000003	0.0	7200.0	DEND	0.93	SMA03393_20210323_075000.wav
4	Spectrogram 1	1	52.0	53.999000000000024	0.0	7200.0	DEND	0.79	SMA03393_20210323_075000.wav
5	Spectrogram 1	1	56.8	58.79900000000002	0.0	7200.0	DEND	0.76	SMA03393_20210323_075000.wav
1	Spectrogram 1	1	36.4	38.798999999999886	0.0	7200.0	DEND	0.87	SMA03210_20210326_175000.wav
2	Spectrogram 1	1	37.6	39.999000000000116	0.0	7200.0	DEND	0.97	SMA03210_20210326_175000.wav
3	Spectrogram 1	1	38.8	41.598999999999975	0.0	7200.0	DEND	0.97	SMA03210_20210326_175000.wav
1	Spectrogram 1	1	2.8	4.7990000000000235	0.0	7200.0	DEND	0.89	SMA03411_20210607_200000.wav
2	Spectrogram 1	1	11.6	13.599000000000023	0.0	7200.0	DEND	0.97	SMA03411_20210607_200000.wav
3	Spectrogram 1	1	15.2	18.39899999999984	0.0	7200.0	DEND	1.0	SMA03411_20210607_200000.wav
4	Spectrogram 1	1	18.0	20.398999999999887	0.0	7200.0	DEND	0.94	SMA03411_20210607_200000.wav
5	Spectrogram 1	1	19.6	21.599000000000025	0.0	7200.0	DEND	0.78	SMA03411_20210607_200000.wav
6	Spectrogram 1	1	24.8	27.199000000000115	0.0	7200.0	DEND	1.0	SMA03411_20210607_200000.wav
1	Spectrogram 1	1	4.0	5.999000000000024	0.0	7200.0	DEND	0.91	SMA03406_20210324_182000.wav
2	Spectrogram 1	1	4.8	8.799000000000024	0.0	7200.0	DEND	0.99	SMA03406_20210324_182000.wav
3	Spectrogram 1	1	8.0	12.398999999999887	0.0	7200.0	DEND	1.0	SMA03406_20210324_182000.wav
4	Spectrogram 1	1	18.0	19.999000000000024	0.0	7200.0	DEND	0.86	SMA03406_20210324_182000.wav
5	Spectrogram 1	1	30.0	32.79899999999998	0.0	7200.0	DEND	0.99	SMA03406_20210324_182000.wav
6	Spectrogram 1	1	31.6	34.39899999999998	0.0	7200.0	DEND	1.0	SMA03406_20210324_182000.wav
7	Spectrogram 1	1	33.2	35.19900000000003	0.0	7200.0	DEND	0.91	SMA03406_20210324_182000.wav
8	Spectrogram 1	1	34.4	37.59899999999984	0.0	7200.0	DEND	0.95	SMA03406_20210324_182000.wav
1	Spectrogram 1	1	3.6	5.599000000000023	0.0	7200.0	DEND	0.94	SMA03411_20210608_200000.wav
2	Spectrogram 1	1	4.8	6.7990000000000235	0.0	7200.0	DEND	0.96	SMA03411_20210608_200000.wav
3	Spectrogram 1	1	54.0	55.999000000000024	0.0	7200.0	DEND	0.77	SMA03411_20210608_200000.wav
4	Spectrogram 1	1	58.0	59.999000000000024	0.0	7200.0	DEND	0.83	SMA03411_20210608_200000.wav
1	Spectrogram 1	1	0.0	1.999	300.0	3500.0	FRAG	0.91	SMA03286_20210323_184000.wav
2	Spectrogram 1	1	3.6	5.599	300.0	3500.0	FRAG	0.81	SMA03286_20210323_184000.wav
3	Spectrogram 1	1	9.2	11.999	300.0	3500.0	FRAG	0.93	SMA03286_20210323_184000.wav
4	Spectrogram 1	1	10.8	13.199	300.0	3500.0	FRAG	0.92	SMA03286_20210323_184000.wav
5	Spectrogram 1	1	14.8	16.799	300.0	3500.0	FRAG	0.93	SMA03286_20210323_184000.wav
6	Spectrogram 1	1	16.0	17.999	300.0	3500.0	FRAG	0.79	SMA03286_20210323_184000.wav
7	Spectrogram 1	1	19.6	21.599	300.0	3500.0	FRAG	0.78	SMA03286_20210323_184000.wav
8	Spectrogram 1	1	20.4	22.399	300.0	3500.0	FRAG	0.78	SMA03286_20210323_184000.wav
9	Spectrogram 1	1	21.6	23.599	300.0	3500.0	FRAG	0.98	SMA03286_20210323_184000.wav
10	Spectrogram 1	1	23.6	25.599	300.0	3500.0	FRAG	0.9	SMA03286_20210323_184000.wav
11	Spectrogram 1	1	24.4	26.399	300.0	3500.0	FRAG	0.85	SMA03286_20210323_184000.wav
12	Spectrogram 1	1	29.6	31.599	300.0	3500.0	FRAG	0.75	SMA03286_20210323_184000.wav
13	Spectrogram 1	1	33.2	35.999	300.0	3500.0	FRAG	0.95	SMA03286_20210323_184000.wav
14	Spectrogram 1	1	34.8	37.599	300.0	3500.0	FRAG	0.85	SMA03286_20210323_184000.wav
15	Spectrogram 1	1	36.8	39.599	300.0	3500.0	FRAG	0.94	SMA03286_20210323_184000.wav
16	Spectrogram 1	1	38.4	41.599	300.0	3500.0	FRAG	0.92	SMA03286_20210323_184000.wav
17	Spectrogram 1	1	41.2	43.199	300.0	3500.0	FRAG	0.89	SMA03286_20210323_184000.wav
18	Spectrogram 1	1	43.6	45.599	300.0	3500.0	FRAG	0.87	SMA03286_20210323_184000.wav
19	Spectrogram 1	1	44.8	46.799	300.0	3500.0	FRAG	0.75	SMA03286_20210323_184000.wav
20	Spectrogram 1	1	48.0	50.399	300.0	3500.0	FRAG	0.94	SMA03286_20210323_184000.wav
21	Spectrogram 1	1	53.6	55.599	300.0	3500.0	FRAG	0.8	SMA03286_20210323_184000.wav
22	Spectrogram 1	1	54.8	57.199	300.0	3500.0	FRAG	0.94	SMA03286_20210323_184000.wav
23	Spectrogram 1	1	56.0	59.999	300.0	3500.0	FRAG	0.96	SMA03286_20210323_184000.wav
3	Spectrogram 1	1	1.6	3.999000000000001	300.0	3500.0	FRAG	0.98	SMA03247_20210322_180000.wav
4	Spectrogram 1	1	2.8	4.799000000000009	300.0	3500.0	FRAG	0.89	SMA03247_20210322_180000.wav
5	Spectrogram 1	1	4.0	5.998999999999995	300.0	3500.0	FRAG	0.93	SMA03247_20210322_180000.wav
6	Spectrogram 1	1	6.0	8.399000000000001	300.0	3500.0	FRAG	0.85	SMA03247_20210322_180000.wav
7	Spectrogram 1	1	7.6	9.599000000000009	300.0	3500.0	FRAG	0.8	SMA03247_20210322_180000.wav
8	Spectrogram 1	1	9.6	11.999	300.0	3500.0	FRAG	0.85	SMA03247_20210322_180000.wav
9	Spectrogram 1	1	17.6	19.59900000000001	300.0	3500.0	FRAG	0.88	SMA03247_20210322_180000.wav
10	Spectrogram 1	1	19.2	21.599	300.0	3500.0	FRAG	0.96	SMA03247_20210322_180000.wav
11	Spectrogram 1	1	26.4	28.398999999999994	300.0	3500.0	FRAG	0.81	SMA03247_20210322_180000.wav
12	Spectrogram 1	1	27.6	29.59900000000001	300.0	3500.0	FRAG	0.82	SMA03247_20210322_180000.wav
13	Spectrogram 1	1	33.6	35.59900000000001	300.0	3500.0	FRAG	0.81	SMA03247_20210322_180000.wav
14	Spectrogram 1	1	44.4	46.398999999999994	300.0	3500.0	FRAG	0.92	SMA03247_20210322_180000.wav
15	Spectrogram 1	1	48.8	50.79900000000001	300.0	3500.0	FRAG	0.97	SMA03247_20210322_180000.wav
16	Spectrogram 1	1	49.6	51.59900000000001	300.0	3500.0	FRAG	0.76	SMA03247_20210322_180000.wav
17	Spectrogram 1	1	54.4	56.799	300.0	3500.0	FRAG	0.96	SMA03247_20210322_180000.wav
1	Spectrogram 1	1	0.0	1.9989999999999952	300.0	3500.0	FRAG	0.89	SMA03393_20210322_171000.wav
2	Spectrogram 1	1	1.2	3.1989999999999954	300.0	3500.0	FRAG	0.88	SMA03393_20210322_171000.wav
3	Spectrogram 1	1	6.4	8.398999999999996	300.0	3500.0	FRAG	0.93	SMA03393_20210322_171000.wav
4	Spectrogram 1	1	8.0	10.799000000000007	300.0	3500.0	FRAG	0.94	SMA03393_20210322_171000.wav
5	Spectrogram 1	1	14.4	16.398999999999994	300.0	3500.0	FRAG	0.87	SMA03393_20210322_171000.wav
6	Spectrogram 1	1	15.2	17.199000000000023	300.0	3500.0	FRAG	0.78	SMA03393_20210322_171000.wav
7	Spectrogram 1	1	19.2	21.999000000000006	300.0	3500.0	FRAG	0.95	SMA03393_20210322_171000.wav
8	Spectrogram 1	1	21.2	23.199000000000023	300.0	3500.0	FRAG	0.89	SMA03393_20210322_171000.wav
9	Spectrogram 1	1	23.6	25.999000000000002	300.0	3500.0	FRAG	0.93	SMA03393_20210322_171000.wav
10	Spectrogram 1	1	26.4	28.398999999999994	300.0	3500.0	FRAG	0.87	SMA03393_20210322_171000.wav
11	Spectrogram 1	1	28.4	30.799	300.0	3500.0	FRAG	0.91	SMA03393_20210322_171000.wav
12	Spectrogram 1	1	31.2	33.19900000000003	300.0	3500.0	FRAG	0.9	SMA03393_20210322_171000.wav
13	Spectrogram 1	1	44.8	46.79899999999999	300.0	3500.0	FRAG	0.78	SMA03393_20210322_171000.wav
14	Spectrogram 1	1	45.6	47.599	300.0	3500.0	FRAG	0.92	SMA03393_20210322_171000.wav
15	Spectrogram 1	1	48.0	50.399	300.0	3500.0	FRAG	0.81	SMA03393_20210322_171000.wav
16	Spectrogram 1	1	54.0	55.998999999999995	300.0	3500.0	FRAG	0.79	SMA03393_20210322_171000.wav
17	Spectrogram 1	1	55.2	57.19900000000003	300.0	3500.0	FRAG	0.89	SMA03393_20210322_171000.wav
18	Spectrogram 1	1	56.0	57.998999999999995	300.0	3500.0	FRAG	0.86	SMA03393_20210322_171000.wav
19	Spectrogram 1	1	56.8	58.79899999999999	300.0	3500.0	FRAG	0.77	SMA03393_20210322_171000.wav
2	Spectrogram 1	1	2.8	5.199000000000001	300.0	3500.0	FRAG	0.94	SMA03320_20210319_183000.wav
3	Spectrogram 1	1	4.0	6.799000000000007	300.0	3500.0	FRAG	0.93	SMA03320_20210319_183000.wav
4	Spectrogram 1	1	6.0	8.399000000000001	300.0	3500.0	FRAG	0.89	SMA03320_20210319_183000.wav
5	Spectrogram 1	1	10.8	12.798999999999996	300.0	3500.0	FRAG	0.82	SMA03320_20210319_183000.wav
6	Spectrogram 1	1	22.8	24.798999999999996	300.0	3500.0	FRAG	0.84	SMA03320_20210319_183000.wav
7	Spectrogram 1	1	23.6	26.399000000000008	300.0	3500.0	FRAG	0.92	SMA03320_20210319_183000.wav
8	Spectrogram 1	1	26.0	28.399	300.0	3500.0	FRAG	0.79	SMA03320_20210319_183000.wav
9	Spectrogram 1	1	28.8	30.798999999999996	300.0	3500.0	FRAG	0.81	SMA03320_20210319_183000.wav
10	Spectrogram 1	1	30.0	32.399	300.0	3500.0	FRAG	0.93	SMA03320_20210319_183000.wav
11	Spectrogram 1	1	31.6	33.599	300.0	3500.0	FRAG	0.83	SMA03320_20210319_183000.wav
12	Spectrogram 1	1	35.2	37.599000000000004	300.0	3500.0	FRAG	0.95	SMA03320_20210319_183000.wav
13	Spectrogram 1	1	37.2	39.19900000000003	300.0	3500.0	FRAG	0.77	SMA03320_20210319_183000.wav
14	Spectrogram 1	1	39.2	41.19900000000003	300.0	3500.0	FRAG	0.76	SMA03320_20210319_183000.wav
15	Spectrogram 1	1	40.4	42.398999999999994	300.0	3500.0	FRAG	0.85	SMA03320_20210319_183000.wav
16	Spectrogram 1	1	46.0	47.998999999999995	300.0	3500.0	FRAG	0.79	SMA03320_20210319_183000.wav
17	Spectrogram 1	1	46.8	48.79899999999999	300.0	3500.0	FRAG	0.98	SMA03320_20210319_183000.wav
18	Spectrogram 1	1	47.6	49.599	300.0	3500.0	FRAG	0.88	SMA03320_20210319_183000.wav
19	Spectrogram 1	1	48.4	50.799	300.0	3500.0	FRAG	0.9	SMA03320_20210319_183000.wav
20	Spectrogram 1	1	50.0	53.19900000000001	300.0	3500.0	FRAG	0.9	SMA03320_20210319_183000.wav
21	Spectrogram 1	1	56.4	59.99899999999999	300.0	3500.0	FRAG	0.98	SMA03320_20210319_183000.wav
1	Spectrogram 1	1	0.0	3.5989999999999895	300.0	3500.0	FRAG	0.97	SMA03286_20210318_180000.wav
2	Spectrogram 1	1	2.8	5.199000000000001	300.0	3500.0	FRAG	0.92	SMA03286_20210318_180000.wav
3	Spectrogram 1	1	4.0	5.998999999999995	300.0	3500.0	FRAG	0.95	SMA03286_20210318_180000.wav
4	Spectrogram 1	1	4.8	6.798999999999995	300.0	3500.0	FRAG	0.89	SMA03286_20210318_180000.wav
5	Spectrogram 1	1	6.4	8.398999999999996	300.0	3500.0	FRAG	0.8	SMA03286_20210318_180000.wav
6	Spectrogram 1	1	7.2	9.199000000000023	300.0	3500.0	FRAG	0.83	SMA03286_20210318_180000.wav
7	Spectrogram 1	1	12.0	14.399000000000001	300.0	3500.0	FRAG	0.95	SMA03286_20210318_180000.wav
8	Spectrogram 1	1	14.4	16.398999999999994	300.0	3500.0	FRAG	0.81	SMA03286_20210318_180000.wav
9	Spectrogram 1	1	20.4	22.399000000000022	300.0	3500.0	FRAG	0.94	SMA03286_20210318_180000.wav
10	Spectrogram 1	1	37.6	41.19899999999999	300.0	3500.0	FRAG	0.94	SMA03286_20210318_180000.wav
11	Spectrogram 1	1	58.0	59.999000000000024	300.0	3500.0	FRAG	0.84	SMA03286_20210318_180000.wav
1	Spectrogram 1	1	0.0	2.798999999999978	300.0	3500.0	FRAG	0.94	SMA03175ICP_20210324_170000.wav
2	Spectrogram 1	1	1.6	4.398999999999978	300.0	3500.0	FRAG	0.95	SMA03175ICP_20210324_170000.wav
3	Spectrogram 1	1	3.2	5.599000000000001	300.0	3500.0	FRAG	0.87	SMA03175ICP_20210324_170000.wav
4	Spectrogram 1	1	5.6	8.398999999999978	300.0	3500.0	FRAG	0.88	SMA03175ICP_20210324_170000.wav
5	Spectrogram 1	1	8.8	11.199000000000002	300.0	3500.0	FRAG	0.92	SMA03175ICP_20210324_170000.wav
6	Spectrogram 1	1	11.2	13.599	300.0	3500.0	FRAG	0.92	SMA03175ICP_20210324_170000.wav
7	Spectrogram 1	1	13.2	16.79899999999999	300.0	3500.0	FRAG	0.96	SMA03175ICP_20210324_170000.wav
8	Spectrogram 1	1	36.4	38.39900000000002	300.0	3500.0	FRAG	0.97	SMA03175ICP_20210324_170000.wav
9	Spectrogram 1	1	50.8	52.798999999999964	300.0	3500.0	FRAG	0.77	SMA03175ICP_20210324_170000.wav
10	Spectrogram 1	1	54.4	58.39900000000002	300.0	3500.0	FRAG	0.97	SMA03175ICP_20210324_170000.wav
1	Spectrogram 1	1	9.6	11.598999999999966	300.0	3500.0	FRAG	0.79	SMA03393_20210325_060000.wav
2	Spectrogram 1	1	10.4	12.399000000000024	300.0	3500.0	FRAG	0.97	SMA03393_20210325_060000.wav
3	Spectrogram 1	1	11.6	13.598999999999966	300.0	3500.0	FRAG	0.92	SMA03393_20210325_060000.wav
4	Spectrogram 1	1	18.4	20.399000000000022	300.0	3500.0	FRAG	0.9	SMA03393_20210325_060000.wav
5	Spectrogram 1	1	20.0	21.999000000000024	300.0	3500.0	FRAG	0.99	SMA03393_20210325_060000.wav
6	Spectrogram 1	1	20.8	24.39899999999999	300.0	3500.0	FRAG	0.93	SMA03393_20210325_060000.wav
7	Spectrogram 1	1	29.2	31.199000000000023	300.0	3500.0	FRAG	0.84	SMA03393_20210325_060000.wav
8	Spectrogram 1	1	34.0	35.999000000000024	300.0	3500.0	FRAG	0.83	SMA03393_20210325_060000.wav
9	Spectrogram 1	1	35.6	37.59899999999997	300.0	3500.0	FRAG	0.83	SMA03393_20210325_060000.wav
10	Spectrogram 1	1	36.8	41.99900000000001	300.0	3500.0	FRAG	0.99	SMA03393_20210325_060000.wav
11	Spectrogram 1	1	40.8	43.199	300.0	3500.0	FRAG	0.84	SMA03393_20210325_060000.wav
12	Spectrogram 1	1	48.0	50.399	300.0	3500.0	FRAG	0.92	SMA03393_20210325_060000.wav
13	Spectrogram 1	1	49.2	52.399000000000015	300.0	3500.0	FRAG	0.98	SMA03393_20210325_060000.wav
1	Spectrogram 1	1	10.0	11.999000000000024	300.0	3500.0	FRAG	0.82	SMA03294_20210324_050000.wav
2	Spectrogram 1	1	16.4	18.399000000000022	300.0	3500.0	FRAG	0.87	SMA03294_20210324_050000.wav
3	Spectrogram 1	1	18.4	20.399000000000022	300.0	3500.0	FRAG	0.89	SMA03294_20210324_050000.wav
4	Spectrogram 1	1	20.4	22.399000000000022	300.0	3500.0	FRAG	0.94	SMA03294_20210324_050000.wav
5	Spectrogram 1	1	21.2	23.199000000000023	300.0	3500.0	FRAG	0.79	SMA03294_20210324_050000.wav
6	Spectrogram 1	1	22.8	25.999000000000013	300.0	3500.0	FRAG	0.95	SMA03294_20210324_050000.wav
7	Spectrogram 1	1	26.0	28.399	300.0	3500.0	FRAG	0.89	SMA03294_20210324_050000.wav
8	Spectrogram 1	1	27.2	29.199000000000023	300.0	3500.0	FRAG	0.95	SMA03294_20210324_050000.wav
9	Spectrogram 1	1	28.0	29.999000000000024	300.0	3500.0	FRAG	0.8	SMA03294_20210324_050000.wav
10	Spectrogram 1	1	28.8	31.999000000000013	300.0	3500.0	FRAG	0.96	SMA03294_20210324_050000.wav
11	Spectrogram 1	1	40.0	41.999000000000024	300.0	3500.0	FRAG	0.91	SMA03294_20210324_050000.wav
12	Spectrogram 1	1	41.2	43.19900000000003	300.0	3500.0	FRAG	0.81	SMA03294_20210324_050000.wav
13	Spectrogram 1	1	42.4	44.39900000000002	300.0	3500.0	FRAG	0.88	SMA03294_20210324_050000.wav
14	Spectrogram 1	1	49.6	51.59899999999997	300.0	3500.0	FRAG	0.9	SMA03294_20210324_050000.wav
15	Spectrogram 1	1	53.6	55.999	300.0	3500.0	FRAG	0.84	SMA03294_20210324_050000.wav
1	Spectrogram 1	1	0.4	2.3990000000000236	300.0	3500.0	FRAG	0.86	SMA03320_20210325_191000.wav
2	Spectrogram 1	1	1.2	5.599000000000001	300.0	3500.0	FRAG	0.98	SMA03320_20210325_191000.wav
3	Spectrogram 1	1	5.6	7.5989999999999664	300.0	3500.0	FRAG	0.87	SMA03320_20210325_191000.wav
4	Spectrogram 1	1	7.2	9.199000000000023	300.0	3500.0	FRAG	0.94	SMA03320_20210325_191000.wav
5	Spectrogram 1	1	10.4	12.399000000000024	300.0	3500.0	FRAG	0.8	SMA03320_20210325_191000.wav
6	Spectrogram 1	1	17.6	19.59899999999997	300.0	3500.0	FRAG	0.77	SMA03320_20210325_191000.wav
7	Spectrogram 1	1	28.0	29.999000000000024	300.0	3500.0	FRAG	0.81	SMA03320_20210325_191000.wav
8	Spectrogram 1	1	30.8	33.19899999999994	300.0	3500.0	FRAG	0.96	SMA03320_20210325_191000.wav
9	Spectrogram 1	1	40.0	42.399	300.0	3500.0	FRAG	0.82	SMA03320_20210325_191000.wav
10	Spectrogram 1	1	41.2	43.99899999999998	300.0	3500.0	FRAG	0.93	SMA03320_20210325_191000.wav
11	Spectrogram 1	1	42.8	44.79900000000002	300.0	3500.0	FRAG	0.87	SMA03320_20210325_191000.wav
12	Spectrogram 1	1	49.2	51.19899999999991	300.0	3500.0	FRAG	0.85	SMA03320_20210325_191000.wav
13	Spectrogram 1	1	51.2	53.19899999999991	300.0	3500.0	FRAG	0.78	SMA03320_20210325_191000.wav
14	Spectrogram 1	1	52.4	54.39900000000002	300.0	3500.0	FRAG	0.81	SMA03320_20210325_191000.wav
1	Spectrogram 1	1	0.0	1.9990000000000236	300.0	3500.0	FRAG	0.96	SMA03393_20210324_193000.wav
2	Spectrogram 1	1	2.4	4.799000000000001	300.0	3500.0	FRAG	0.89	SMA03393_20210324_193000.wav
3	Spectrogram 1	1	6.0	7.999000000000024	300.0	3500.0	FRAG	0.79	SMA03393_20210324_193000.wav
4	Spectrogram 1	1	7.2	10.398999999999955	300.0	3500.0	FRAG	0.94	SMA03393_20210324_193000.wav
5	Spectrogram 1	1	16.0	17.999000000000024	300.0	3500.0	FRAG	0.87	SMA03393_20210324_193000.wav
6	Spectrogram 1	1	17.2	19.998999999999977	300.0	3500.0	FRAG	0.89	SMA03393_20210324_193000.wav
7	Spectrogram 1	1	19.2	21.19899999999991	300.0	3500.0	FRAG	0.91	SMA03393_20210324_193000.wav
8	Spectrogram 1	1	23.6	25.599000000000025	300.0	3500.0	FRAG	0.88	SMA03393_20210324_193000.wav
9	Spectrogram 1	1	24.4	26.399000000000022	300.0	3500.0	FRAG	0.89	SMA03393_20210324_193000.wav
10	Spectrogram 1	1	25.2	27.19899999999991	300.0	3500.0	FRAG	0.78	SMA03393_20210324_193000.wav
11	Spectrogram 1	1	26.0	28.399	300.0	3500.0	FRAG	0.83	SMA03393_20210324_193000.wav
12	Spectrogram 1	1	28.8	30.799000000000024	300.0	3500.0	FRAG	0.85	SMA03393_20210324_193000.wav
13	Spectrogram 1	1	32.8	34.79900000000002	300.0	3500.0	FRAG	0.97	SMA03393_20210324_193000.wav
14	Spectrogram 1	1	36.0	37.999000000000024	300.0	3500.0	FRAG	0.91	SMA03393_20210324_193000.wav
15	Spectrogram 1	1	36.8	39.999000000000066	300.0	3500.0	FRAG	0.95	SMA03393_20210324_193000.wav
16	Spectrogram 1	1	40.4	42.39900000000002	300.0	3500.0	FRAG	0.85	SMA03393_20210324_193000.wav
17	Spectrogram 1	1	45.2	47.19899999999991	300.0	3500.0	FRAG	0.96	SMA03393_20210324_193000.wav
18	Spectrogram 1	1	46.4	48.39900000000002	300.0	3500.0	FRAG	0.79	SMA03393_20210324_193000.wav
19	Spectrogram 1	1	47.2	49.599000000000004	300.0	3500.0	FRAG	0.93	SMA03393_20210324_193000.wav
20	Spectrogram 1	1	52.0	53.999000000000024	300.0	3500.0	FRAG	0.85	SMA03393_20210324_193000.wav
21	Spectrogram 1	1	52.8	54.79900000000002	300.0	3500.0	FRAG	0.76	SMA03393_20210324_193000.wav
22	Spectrogram 1	1	53.6	56.39899999999998	300.0	3500.0	FRAG	0.93	SMA03393_20210324_193000.wav
23	Spectrogram 1	1	56.4	58.799	300.0	3500.0	FRAG	0.91	SMA03393_20210324_193000.wav
1	Spectrogram 1	1	0.0	1.9990000000000236	300.0	3500.0	FRAG	0.95	SMA03326_20210325_190000.wav
2	Spectrogram 1	1	0.8	3.1990000000000007	300.0	3500.0	FRAG	0.88	SMA03326_20210325_190000.wav
3	Spectrogram 1	1	2.0	4.399000000000001	300.0	3500.0	FRAG	0.97	SMA03326_20210325_190000.wav
4	Spectrogram 1	1	3.6	6.398999999999978	300.0	3500.0	FRAG	0.94	SMA03326_20210325_190000.wav
5	Spectrogram 1	1	6.0	9.198999999999955	300.0	3500.0	FRAG	0.92	SMA03326_20210325_190000.wav
6	Spectrogram 1	1	8.0	10.399000000000001	300.0	3500.0	FRAG	0.97	SMA03326_20210325_190000.wav
7	Spectrogram 1	1	9.6	13.599000000000023	300.0	3500.0	FRAG	0.97	SMA03326_20210325_190000.wav
8	Spectrogram 1	1	12.4	14.399000000000024	300.0	3500.0	FRAG	0.8	SMA03326_20210325_190000.wav
9	Spectrogram 1	1	13.2	15.998999999999977	300.0	3500.0	FRAG	0.93	SMA03326_20210325_190000.wav
10	Spectrogram 1	1	14.8	16.799000000000024	300.0	3500.0	FRAG	0.86	SMA03326_20210325_190000.wav
11	Spectrogram 1	1	16.4	18.399000000000022	300.0	3500.0	FRAG	0.79	SMA03326_20210325_190000.wav
12	Spectrogram 1	1	17.2	20.398999999999955	300.0	3500.0	FRAG	0.93	SMA03326_20210325_190000.wav
