Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Diasporus gularis	1.4396371882086167	1.8808163265306121	2799.31640625	3316.11328125	0
2	Spectrogram 1	1	Diasporus gularis	4.330521541950113	4.667210884353741	2820.849609375	3359.1796875	0
3	Spectrogram 1	1	Diasporus gularis	6.942766439909297	7.360725623582766	2756.25	3316.11328125	0
4	Spectrogram 1	1	Diasporus gularis	9.914920634920636	10.251609977324263	2842.3828125	3337.646484375	0
5	Spectrogram 1	1	Diasporus gularis	13.537233560090703	13.990022675736961	2756.25	3337.646484375	0
6	Spectrogram 1	1	Diasporus gularis	16.31201814058957	16.70675736961451	2734.716796875	3316.11328125	0
7	Spectrogram 1	1	Diasporus gularis	19.237732426303854	19.60925170068027	2820.849609375	3316.11328125	0
8	Spectrogram 1	1	Diasporus gularis	22.418866213151926	22.825215419501134	2777.783203125	3316.11328125	0
9	Spectrogram 1	1	Diasporus gularis	25.959909297052153	26.31981859410431	2820.849609375	3337.646484375	0
10	Spectrogram 1	1	Diasporus gularis	28.572154195011336	28.897233560090704	2842.3828125	3337.646484375	0
11	Spectrogram 1	1	Diasporus gularis	32.03192743764173	32.345396825396826	2820.849609375	3359.1796875	0
12	Spectrogram 1	1	Diasporus gularis	34.144943310657595	34.33070294784581	2906.982421875	3186.9140625	0
13	Spectrogram 1	1	Diasporus gularis	35.398820861678004	35.781950113378684	2734.716796875	3294.580078125	0
14	Spectrogram 1	1	Diasporus gularis	38.04589569160998	38.40580498866213	2820.849609375	3316.11328125	0
15	Spectrogram 1	1	Diasporus gularis	41.87718820861678	42.21387755102041	2863.916015625	3316.11328125	0
16	Spectrogram 1	1	Diasporus gularis	44.593922902494334	44.919002267573696	2842.3828125	3316.11328125	0
17	Spectrogram 1	1	Diasporus gularis	46.78820861678005	46.96235827664399	2906.982421875	3208.447265625	0
18	Spectrogram 1	1	Diasporus gularis	49.017324263038546	49.3772335600907	2799.31640625	3316.11328125	0
19	Spectrogram 1	1	Diasporus gularis	52.03591836734694	52.38421768707483	2820.849609375	3337.646484375	0
