Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Diasporus gularis	0.09287981859410431	0.4876190476190476	2756.25	3337.646484375	0
2	Spectrogram 1	1	Diasporus gularis	2.948934240362812	3.320453514739229	2842.3828125	3316.11328125	0
3	Spectrogram 1	1	Diasporus gularis	3.2624036281179136	3.5874829931972787	3811.376953125	4349.70703125	1
4	Spectrogram 1	1	Diasporus gularis	6.3854875283446715	6.745396825396825	2799.31640625	3337.646484375	0
5	Spectrogram 1	1	Diasporus gularis	9.404081632653062	9.810430839002267	2713.18359375	3402.24609375	0
6	Spectrogram 1	1	Diasporus gularis	12.1556462585034	12.515555555555556	2799.31640625	3273.046875	0
7	Spectrogram 1	1	Diasporus gularis	15.66185941043084	15.986938775510204	2820.849609375	3294.580078125	0
8	Spectrogram 1	1	Diasporus gularis	18.901043083900227	19.21451247165533	2756.25	3273.046875	0
9	Spectrogram 1	1	Diasporus gularis	22.6162358276644	22.987755102040815	2734.716796875	3316.11328125	0
10	Spectrogram 1	1	Diasporus gularis	25.518730158730158	25.843809523809522	2842.3828125	3316.11328125	0
11	Spectrogram 1	1	Diasporus gularis	30.278820861678003	30.627120181405896	2820.849609375	3316.11328125	0
