Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	Hyloxalus	1.1609977324263039	1.2887074829931973	4328.173828125	4758.837890625	0
2	Spectrogram 1	1	Hyloxalus	1.6370068027210884	1.7647165532879818	4306.640625	4715.771484375	0
3	Spectrogram 1	1	Hyloxalus	4.446621315192743	4.574331065759637	4349.70703125	4737.3046875	0
4	Spectrogram 1	1	Ramphocelus dimidiatus	12.26013605442177	12.654875283446712	3380.712890625	5383.30078125	0
5	Spectrogram 1	1	Hyloxalus	13.676553287981859	13.850702947845805	4242.041015625	4758.837890625	0
6	Spectrogram 1	1	Hyloxalus	16.70675736961451	16.92734693877551	4134.375	4758.837890625	0
7	Spectrogram 1	1	Ramphocelus dimidiatus	17.055056689342404	17.507845804988662	3531.4453125	5620.166015625	0
8	Spectrogram 1	1	Ramphocelus dimidiatus	25.658049886621317	26.505578231292517	1528.857421875	5598.6328125	0
9	Spectrogram 1	1	Hyloxalus	26.865487528344673	27.190566893424037	3832.91015625	4392.7734375	0
10	Spectrogram 1	1	Ramphocelus dimidiatus	27.445986394557824	28.2702947845805	1528.857421875	5749.365234375	0
11	Spectrogram 1	1	Hyloxalus	28.595374149659865	28.85079365079365	4048.2421875	4651.171875	0
12	Spectrogram 1	1	Hyloxalus	30.499410430839003	30.72	4155.908203125	4844.970703125	0
13	Spectrogram 1	1	Ramphocelus dimidiatus	32.07836734693878	32.496326530612244	1507.32421875	8397.94921875	0
14	Spectrogram 1	1	Hyloxalus	32.670476190476194	32.879455782312924	4005.17578125	4844.970703125	0
15	Spectrogram 1	1	Hyloxalus	33.761814058956915	33.97079365079365	4069.775390625	4866.50390625	0
16	Spectrogram 1	1	Hyloxalus	34.307482993197276	34.5512925170068	4091.30859375	4888.037109375	0
17	Spectrogram 1	1	Ramphocelus dimidiatus	34.76027210884354	35.236281179138324	1528.857421875	5727.83203125	0
18	Spectrogram 1	1	Hyloxalus	35.77034013605442	36.014149659863946	4069.775390625	4909.5703125	0
19	Spectrogram 1	1	Hyloxalus	36.22312925170068	36.52498866213152	3380.712890625	5017.236328125	1
