Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	3.6	5.599000000000002	200.0	2500.0	BOAN	0.78
2	Spectrogram 1	1	8.0	9.998999999999995	200.0	2500.0	BOAN	0.79
3	Spectrogram 1	1	18.4	20.398999999999997	200.0	2500.0	BOAN	0.82
4	Spectrogram 1	1	20.4	23.19899999999999	200.0	2500.0	BOAN	0.88
5	Spectrogram 1	1	41.6	44.39900000000001	200.0	2500.0	BOAN	0.83
6	Spectrogram 1	1	45.6	47.59900000000001	200.0	2500.0	BOAN	0.87
7	Spectrogram 1	1	46.4	49.599	200.0	2500.0	BOAN	0.9
8	Spectrogram 1	1	48.8	50.79900000000001	200.0	2500.0	BOAN	0.8
9	Spectrogram 1	1	52.4	54.399	200.0	2500.0	BOAN	0.83
10	Spectrogram 1	1	54.4	57.19899999999999	200.0	2500.0	BOAN	0.96
11	Spectrogram 1	1	56.8	59.599	200.0	2500.0	BOAN	0.86
