Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	3.2	5.998999999999978	300.0	3500.0	FRAG	0.84
2	Spectrogram 1	1	4.8	6.799000000000024	300.0	3500.0	FRAG	0.78
3	Spectrogram 1	1	8.4	10.399000000000024	300.0	3500.0	FRAG	0.87
4	Spectrogram 1	1	16.8	18.799000000000024	300.0	3500.0	FRAG	0.76
5	Spectrogram 1	1	28.0	29.999000000000024	300.0	3500.0	FRAG	0.92
6	Spectrogram 1	1	28.8	30.799000000000024	300.0	3500.0	FRAG	0.91
7	Spectrogram 1	1	31.2	33.19899999999991	300.0	3500.0	FRAG	0.79
8	Spectrogram 1	1	39.6	41.999	300.0	3500.0	FRAG	0.87
9	Spectrogram 1	1	43.2	45.19899999999991	300.0	3500.0	FRAG	0.82
10	Spectrogram 1	1	48.0	49.99900000000002	300.0	3500.0	FRAG	0.82
11	Spectrogram 1	1	48.8	50.79900000000002	300.0	3500.0	FRAG	0.75
12	Spectrogram 1	1	55.6	57.599000000000025	300.0	3500.0	FRAG	0.98
13	Spectrogram 1	1	56.4	58.799	300.0	3500.0	FRAG	0.97
14	Spectrogram 1	1	0.0	1.999000000000024	400.0	3000.0	FUSC	0.77
15	Spectrogram 1	1	2.8	5.199000000000114	400.0	3000.0	FUSC	0.88
16	Spectrogram 1	1	9.6	11.599000000000023	400.0	3000.0	FUSC	0.78
17	Spectrogram 1	1	26.4	28.398999999999795	400.0	3000.0	FUSC	0.8
18	Spectrogram 1	1	27.6	29.599000000000025	400.0	3000.0	FUSC	0.76
19	Spectrogram 1	1	36.8	39.598999999999975	400.0	3000.0	FUSC	0.79
20	Spectrogram 1	1	42.0	44.39899999999989	400.0	3000.0	FUSC	0.86
21	Spectrogram 1	1	55.2	57.19900000000003	400.0	3000.0	FUSC	0.8
