Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	2.0	4.398999999999887	200.0	1000.0	PTGN	0.95
2	Spectrogram 1	1	3.2	5.598999999999887	200.0	1000.0	PTGN	0.82
3	Spectrogram 1	1	6.8	9.199000000000115	200.0	1000.0	PTGN	1.0
4	Spectrogram 1	1	8.4	10.398999999999797	200.0	1000.0	PTGN	1.0
5	Spectrogram 1	1	9.2	11.199000000000025	200.0	1000.0	PTGN	0.95
6	Spectrogram 1	1	11.2	13.199000000000025	200.0	1000.0	PTGN	0.94
7	Spectrogram 1	1	14.4	16.398999999999795	200.0	1000.0	PTGN	0.8
8	Spectrogram 1	1	20.8	23.99900000000007	200.0	1000.0	PTGN	0.99
9	Spectrogram 1	1	23.6	25.599000000000025	200.0	1000.0	PTGN	0.77
10	Spectrogram 1	1	28.8	31.199000000000115	200.0	1000.0	PTGN	0.92
11	Spectrogram 1	1	32.4	34.798999999999886	200.0	1000.0	PTGN	1.0
12	Spectrogram 1	1	33.6	35.599000000000025	200.0	1000.0	PTGN	0.98
13	Spectrogram 1	1	40.0	41.99900000000002	200.0	1000.0	PTGN	0.99
14	Spectrogram 1	1	56.0	57.99900000000002	200.0	1000.0	PTGN	0.98
