Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	2.0	3.999000000000024	400.0	3100.0	DDPX	0.95
2	Spectrogram 1	1	2.8	5.199000000000001	400.0	3100.0	DDPX	0.93
3	Spectrogram 1	1	8.0	9.999000000000024	400.0	3100.0	DDPX	0.81
4	Spectrogram 1	1	27.2	29.199000000000023	400.0	3100.0	DDPX	0.81
5	Spectrogram 1	1	29.6	31.59899999999997	400.0	3100.0	DDPX	0.98
6	Spectrogram 1	1	30.4	33.59900000000007	400.0	3100.0	DDPX	0.94
7	Spectrogram 1	1	33.2	35.19899999999991	400.0	3100.0	DDPX	0.78
8	Spectrogram 1	1	34.0	35.999000000000024	400.0	3100.0	DDPX	0.98
9	Spectrogram 1	1	34.8	36.79900000000002	400.0	3100.0	DDPX	0.8
10	Spectrogram 1	1	43.2	45.19899999999991	400.0	3100.0	DDPX	0.99
11	Spectrogram 1	1	46.0	48.399	400.0	3100.0	DDPX	0.92
12	Spectrogram 1	1	47.2	50.39899999999996	400.0	3100.0	DDPX	0.93
13	Spectrogram 1	1	49.2	51.19899999999991	400.0	3100.0	DDPX	0.95
14	Spectrogram 1	1	50.0	51.99900000000002	400.0	3100.0	DDPX	0.9
15	Spectrogram 1	1	51.2	53.19899999999991	400.0	3100.0	DDPX	0.92
16	Spectrogram 1	1	54.8	56.79900000000002	400.0	3100.0	DDPX	0.85
17	Spectrogram 1	1	50.8	53.59900000000009	0.0	7200.0	DEND	0.97
