Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.0	1.999000000000024	300.0	3500.0	FRAG	0.95
2	Spectrogram 1	1	0.8	3.1990000000000007	300.0	3500.0	FRAG	0.88
3	Spectrogram 1	1	2.0	4.399000000000001	300.0	3500.0	FRAG	0.97
4	Spectrogram 1	1	3.6	6.398999999999978	300.0	3500.0	FRAG	0.94
5	Spectrogram 1	1	6.0	9.198999999999955	300.0	3500.0	FRAG	0.92
6	Spectrogram 1	1	8.0	10.399	300.0	3500.0	FRAG	0.97
7	Spectrogram 1	1	9.6	13.599000000000023	300.0	3500.0	FRAG	0.97
8	Spectrogram 1	1	12.4	14.399000000000024	300.0	3500.0	FRAG	0.8
9	Spectrogram 1	1	13.2	15.998999999999976	300.0	3500.0	FRAG	0.93
10	Spectrogram 1	1	14.8	16.799000000000024	300.0	3500.0	FRAG	0.86
11	Spectrogram 1	1	16.4	18.399000000000022	300.0	3500.0	FRAG	0.79
12	Spectrogram 1	1	17.2	20.398999999999955	300.0	3500.0	FRAG	0.93
13	Spectrogram 1	1	26.8	28.799000000000024	300.0	3500.0	FRAG	0.88
14	Spectrogram 1	1	36.0	37.99900000000002	300.0	3500.0	FRAG	0.8
