Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.4	2.799000000000001	300.0	3500.0	FRAG	0.97
2	Spectrogram 1	1	7.6	9.599000000000023	300.0	3500.0	FRAG	0.78
3	Spectrogram 1	1	13.2	15.19899999999991	300.0	3500.0	FRAG	0.88
4	Spectrogram 1	1	15.6	17.599000000000025	300.0	3500.0	FRAG	0.78
5	Spectrogram 1	1	25.6	27.599000000000025	300.0	3500.0	FRAG	0.77
6	Spectrogram 1	1	27.2	29.19899999999991	300.0	3500.0	FRAG	0.76
7	Spectrogram 1	1	28.0	30.399	300.0	3500.0	FRAG	0.91
8	Spectrogram 1	1	29.6	32.39899999999998	300.0	3500.0	FRAG	0.84
9	Spectrogram 1	1	38.0	39.99900000000002	300.0	3500.0	FRAG	0.86
10	Spectrogram 1	1	39.6	41.599000000000025	300.0	3500.0	FRAG	0.81
11	Spectrogram 1	1	41.2	43.19899999999991	300.0	3500.0	FRAG	0.92
12	Spectrogram 1	1	46.4	48.39900000000002	300.0	3500.0	FRAG	0.82
13	Spectrogram 1	1	50.4	52.39900000000002	300.0	3500.0	FRAG	0.93
14	Spectrogram 1	1	54.4	56.39900000000002	300.0	3500.0	FRAG	0.76
15	Spectrogram 1	1	56.4	58.799	300.0	3500.0	FRAG	0.93
