Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.0	1.9989999999999952	300.0	3500.0	FRAG	0.89
2	Spectrogram 1	1	1.2	3.1989999999999954	300.0	3500.0	FRAG	0.88
3	Spectrogram 1	1	6.4	8.398999999999996	300.0	3500.0	FRAG	0.93
4	Spectrogram 1	1	8.0	10.799000000000008	300.0	3500.0	FRAG	0.94
5	Spectrogram 1	1	14.4	16.398999999999994	300.0	3500.0	FRAG	0.87
6	Spectrogram 1	1	15.2	17.199000000000023	300.0	3500.0	FRAG	0.78
7	Spectrogram 1	1	19.2	21.99900000000001	300.0	3500.0	FRAG	0.95
8	Spectrogram 1	1	21.2	23.199000000000023	300.0	3500.0	FRAG	0.89
9	Spectrogram 1	1	23.6	25.999	300.0	3500.0	FRAG	0.93
10	Spectrogram 1	1	26.4	28.398999999999997	300.0	3500.0	FRAG	0.87
11	Spectrogram 1	1	28.4	30.799	300.0	3500.0	FRAG	0.91
12	Spectrogram 1	1	31.2	33.19900000000003	300.0	3500.0	FRAG	0.9
13	Spectrogram 1	1	44.8	46.79899999999999	300.0	3500.0	FRAG	0.78
14	Spectrogram 1	1	45.6	47.599	300.0	3500.0	FRAG	0.92
15	Spectrogram 1	1	48.0	50.399	300.0	3500.0	FRAG	0.81
16	Spectrogram 1	1	54.0	55.999	300.0	3500.0	FRAG	0.79
17	Spectrogram 1	1	55.2	57.19900000000003	300.0	3500.0	FRAG	0.89
18	Spectrogram 1	1	56.0	57.999	300.0	3500.0	FRAG	0.86
19	Spectrogram 1	1	56.8	58.79899999999999	300.0	3500.0	FRAG	0.77
