Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	1.2	3.199000000000024	200.0	2500.0	BOAN	0.78
2	Spectrogram 1	1	4.4	6.398999999999996	200.0	2500.0	BOAN	0.82
3	Spectrogram 1	1	27.2	29.199000000000023	200.0	2500.0	BOAN	0.9
4	Spectrogram 1	1	28.0	29.998999999999995	200.0	2500.0	BOAN	0.9
5	Spectrogram 1	1	30.0	33.19900000000001	200.0	2500.0	BOAN	0.96
6	Spectrogram 1	1	32.0	34.399	200.0	2500.0	BOAN	0.86
7	Spectrogram 1	1	33.2	36.399000000000015	200.0	2500.0	BOAN	0.97
8	Spectrogram 1	1	35.6	37.999	200.0	2500.0	BOAN	0.94
9	Spectrogram 1	1	36.8	39.99899999999998	200.0	2500.0	BOAN	0.97
10	Spectrogram 1	1	39.2	41.19900000000003	200.0	2500.0	BOAN	0.78
11	Spectrogram 1	1	40.0	41.999	200.0	2500.0	BOAN	0.95
12	Spectrogram 1	1	40.8	42.79899999999999	200.0	2500.0	BOAN	0.76
13	Spectrogram 1	1	42.0	43.999	200.0	2500.0	BOAN	0.87
14	Spectrogram 1	1	43.2	45.99900000000001	200.0	2500.0	BOAN	0.91
15	Spectrogram 1	1	44.8	47.99899999999998	200.0	2500.0	BOAN	0.98
16	Spectrogram 1	1	48.0	49.999	200.0	2500.0	BOAN	0.81
17	Spectrogram 1	1	50.0	52.399	200.0	2500.0	BOAN	0.86
18	Spectrogram 1	1	53.6	57.19900000000002	200.0	2500.0	BOAN	0.95
19	Spectrogram 1	1	56.0	58.79900000000001	200.0	2500.0	BOAN	0.84
