Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.4	3.599000000000069	200.0	2500.0	BOAN	0.95
2	Spectrogram 1	1	4.0	5.999000000000024	200.0	2500.0	BOAN	0.92
3	Spectrogram 1	1	6.0	8.399000000000001	200.0	2500.0	BOAN	0.86
4	Spectrogram 1	1	7.2	10.398999999999957	200.0	2500.0	BOAN	0.92
5	Spectrogram 1	1	11.6	13.599000000000023	200.0	2500.0	BOAN	0.88
6	Spectrogram 1	1	22.0	23.999000000000024	200.0	2500.0	BOAN	0.83
7	Spectrogram 1	1	25.2	27.19899999999991	200.0	2500.0	BOAN	0.89
8	Spectrogram 1	1	28.0	29.999000000000024	200.0	2500.0	BOAN	0.83
9	Spectrogram 1	1	30.8	33.59900000000009	200.0	2500.0	BOAN	0.88
10	Spectrogram 1	1	32.4	35.59900000000007	200.0	2500.0	BOAN	0.93
11	Spectrogram 1	1	35.6	37.599000000000025	200.0	2500.0	BOAN	0.93
12	Spectrogram 1	1	38.4	40.39900000000002	200.0	2500.0	BOAN	0.91
13	Spectrogram 1	1	39.2	42.39899999999996	200.0	2500.0	BOAN	0.98
14	Spectrogram 1	1	41.2	43.599	200.0	2500.0	BOAN	0.76
15	Spectrogram 1	1	42.4	44.39900000000002	200.0	2500.0	BOAN	0.78
16	Spectrogram 1	1	43.6	45.599000000000025	200.0	2500.0	BOAN	0.76
17	Spectrogram 1	1	44.4	47.999000000000045	200.0	2500.0	BOAN	0.9
18	Spectrogram 1	1	46.8	51.99900000000007	200.0	2500.0	BOAN	0.99
19	Spectrogram 1	1	51.2	59.99899999999998	200.0	2500.0	BOAN	0.99
