Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	1.6	3.598999999999967	200.0	2500.0	BOAN	0.82
2	Spectrogram 1	1	10.0	12.399	200.0	2500.0	BOAN	0.83
3	Spectrogram 1	1	11.6	14.398999999999978	200.0	2500.0	BOAN	0.94
4	Spectrogram 1	1	20.0	21.999000000000024	200.0	2500.0	BOAN	0.78
5	Spectrogram 1	1	29.6	31.59899999999997	200.0	2500.0	BOAN	0.77
6	Spectrogram 1	1	31.2	33.19899999999997	200.0	2500.0	BOAN	0.8
7	Spectrogram 1	1	32.0	35.599000000000046	200.0	2500.0	BOAN	0.95
8	Spectrogram 1	1	36.8	38.79900000000002	200.0	2500.0	BOAN	0.93
9	Spectrogram 1	1	37.6	39.599000000000025	200.0	2500.0	BOAN	0.79
10	Spectrogram 1	1	43.2	45.19899999999991	200.0	2500.0	BOAN	0.87
11	Spectrogram 1	1	46.4	48.39900000000002	200.0	2500.0	BOAN	0.81
12	Spectrogram 1	1	51.6	53.599000000000025	200.0	2500.0	BOAN	0.77
