Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	10.0	11.999000000000024	300.0	3500.0	FRAG	0.82
2	Spectrogram 1	1	16.4	18.399000000000022	300.0	3500.0	FRAG	0.87
3	Spectrogram 1	1	18.4	20.399000000000022	300.0	3500.0	FRAG	0.89
4	Spectrogram 1	1	20.4	22.399000000000022	300.0	3500.0	FRAG	0.94
5	Spectrogram 1	1	21.2	23.199000000000023	300.0	3500.0	FRAG	0.79
6	Spectrogram 1	1	22.8	25.999000000000013	300.0	3500.0	FRAG	0.95
7	Spectrogram 1	1	26.0	28.399	300.0	3500.0	FRAG	0.89
8	Spectrogram 1	1	27.2	29.199000000000023	300.0	3500.0	FRAG	0.95
9	Spectrogram 1	1	28.0	29.999000000000024	300.0	3500.0	FRAG	0.8
10	Spectrogram 1	1	28.8	31.999000000000013	300.0	3500.0	FRAG	0.96
11	Spectrogram 1	1	40.0	41.99900000000002	300.0	3500.0	FRAG	0.91
12	Spectrogram 1	1	41.2	43.19900000000003	300.0	3500.0	FRAG	0.81
13	Spectrogram 1	1	42.4	44.39900000000002	300.0	3500.0	FRAG	0.88
14	Spectrogram 1	1	49.6	51.59899999999997	300.0	3500.0	FRAG	0.9
15	Spectrogram 1	1	53.6	55.999	300.0	3500.0	FRAG	0.84
