Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.0	1.999	300.0	3500.0	FRAG	0.91
2	Spectrogram 1	1	3.6	5.599	300.0	3500.0	FRAG	0.81
3	Spectrogram 1	1	9.2	11.999	300.0	3500.0	FRAG	0.93
4	Spectrogram 1	1	10.8	13.199	300.0	3500.0	FRAG	0.92
5	Spectrogram 1	1	14.8	16.799	300.0	3500.0	FRAG	0.93
6	Spectrogram 1	1	16.0	17.999	300.0	3500.0	FRAG	0.79
7	Spectrogram 1	1	19.6	21.599	300.0	3500.0	FRAG	0.78
8	Spectrogram 1	1	20.4	22.399	300.0	3500.0	FRAG	0.78
9	Spectrogram 1	1	21.6	23.599	300.0	3500.0	FRAG	0.98
10	Spectrogram 1	1	23.6	25.599	300.0	3500.0	FRAG	0.9
11	Spectrogram 1	1	24.4	26.399	300.0	3500.0	FRAG	0.85
12	Spectrogram 1	1	29.6	31.599	300.0	3500.0	FRAG	0.75
13	Spectrogram 1	1	33.2	35.999	300.0	3500.0	FRAG	0.95
14	Spectrogram 1	1	34.8	37.599	300.0	3500.0	FRAG	0.85
15	Spectrogram 1	1	36.8	39.599	300.0	3500.0	FRAG	0.94
16	Spectrogram 1	1	38.4	41.599	300.0	3500.0	FRAG	0.92
17	Spectrogram 1	1	41.2	43.199	300.0	3500.0	FRAG	0.89
18	Spectrogram 1	1	43.6	45.599	300.0	3500.0	FRAG	0.87
19	Spectrogram 1	1	44.8	46.799	300.0	3500.0	FRAG	0.75
20	Spectrogram 1	1	48.0	50.399	300.0	3500.0	FRAG	0.94
21	Spectrogram 1	1	53.6	55.599	300.0	3500.0	FRAG	0.8
22	Spectrogram 1	1	54.8	57.199	300.0	3500.0	FRAG	0.94
23	Spectrogram 1	1	56.0	59.999	300.0	3500.0	FRAG	0.96
24	Spectrogram 1	1	6.4	8.398999999999797	400.0	3000.0	FUSC	0.81
25	Spectrogram 1	1	8.0	10.798999999999978	400.0	3000.0	FUSC	0.84
26	Spectrogram 1	1	12.4	14.398999999999797	400.0	3000.0	FUSC	0.77
27	Spectrogram 1	1	19.6	21.599000000000025	400.0	3000.0	FUSC	0.75
28	Spectrogram 1	1	30.8	32.79900000000002	400.0	3000.0	FUSC	0.76
29	Spectrogram 1	1	32.0	35.19900000000007	400.0	3000.0	FUSC	0.87
30	Spectrogram 1	1	34.4	36.798999999999886	400.0	3000.0	FUSC	0.8
31	Spectrogram 1	1	36.4	38.3989999999998	400.0	3000.0	FUSC	0.81
32	Spectrogram 1	1	37.2	40.398999999999845	400.0	3000.0	FUSC	0.93
33	Spectrogram 1	1	48.0	49.99900000000002	400.0	3000.0	FUSC	0.77
34	Spectrogram 1	1	48.8	50.79900000000002	400.0	3000.0	FUSC	0.77
35	Spectrogram 1	1	49.6	51.599000000000025	400.0	3000.0	FUSC	0.76
36	Spectrogram 1	1	54.0	55.99900000000002	400.0	3000.0	FUSC	0.82
37	Spectrogram 1	1	56.0	57.99900000000002	400.0	3000.0	FUSC	0.76
