Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	4.0	5.999000000000024	200.0	1000.0	PTGN	0.79
2	Spectrogram 1	1	5.6	7.599000000000023	200.0	1000.0	PTGN	0.89
3	Spectrogram 1	1	6.4	9.19899999999998	200.0	1000.0	PTGN	0.99
4	Spectrogram 1	1	8.8	13.59899999999998	200.0	1000.0	PTGN	1.0
5	Spectrogram 1	1	17.2	19.199000000000023	200.0	1000.0	PTGN	0.94
6	Spectrogram 1	1	18.0	19.999000000000024	200.0	1000.0	PTGN	0.91
7	Spectrogram 1	1	30.8	32.79900000000002	200.0	1000.0	PTGN	0.97
8	Spectrogram 1	1	32.4	34.398999999999795	200.0	1000.0	PTGN	0.93
9	Spectrogram 1	1	36.8	38.79900000000002	200.0	1000.0	PTGN	0.9
10	Spectrogram 1	1	38.4	40.798999999999886	200.0	1000.0	PTGN	1.0
11	Spectrogram 1	1	41.6	45.99900000000012	200.0	1000.0	PTGN	1.0
12	Spectrogram 1	1	46.8	48.79900000000002	200.0	1000.0	PTGN	0.97
13	Spectrogram 1	1	47.6	49.599000000000025	200.0	1000.0	PTGN	0.99
