Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	12.0	14.399	0.0	7200.0	DEND	0.92
2	Spectrogram 1	1	2.8	5.199000000000001	300.0	3500.0	FRAG	0.94
3	Spectrogram 1	1	4.0	6.799000000000007	300.0	3500.0	FRAG	0.93
4	Spectrogram 1	1	6.0	8.399000000000001	300.0	3500.0	FRAG	0.89
5	Spectrogram 1	1	10.8	12.798999999999996	300.0	3500.0	FRAG	0.82
6	Spectrogram 1	1	22.8	24.799	300.0	3500.0	FRAG	0.84
7	Spectrogram 1	1	23.6	26.399000000000008	300.0	3500.0	FRAG	0.92
8	Spectrogram 1	1	26.0	28.399	300.0	3500.0	FRAG	0.79
9	Spectrogram 1	1	28.8	30.799	300.0	3500.0	FRAG	0.81
10	Spectrogram 1	1	30.0	32.399	300.0	3500.0	FRAG	0.93
11	Spectrogram 1	1	31.6	33.599	300.0	3500.0	FRAG	0.83
12	Spectrogram 1	1	35.2	37.599	300.0	3500.0	FRAG	0.95
13	Spectrogram 1	1	37.2	39.19900000000003	300.0	3500.0	FRAG	0.77
14	Spectrogram 1	1	39.2	41.19900000000003	300.0	3500.0	FRAG	0.76
15	Spectrogram 1	1	40.4	42.399	300.0	3500.0	FRAG	0.85
16	Spectrogram 1	1	46.0	47.999	300.0	3500.0	FRAG	0.79
17	Spectrogram 1	1	46.8	48.79899999999999	300.0	3500.0	FRAG	0.98
18	Spectrogram 1	1	47.6	49.599	300.0	3500.0	FRAG	0.88
19	Spectrogram 1	1	48.4	50.799	300.0	3500.0	FRAG	0.9
20	Spectrogram 1	1	50.0	53.19900000000001	300.0	3500.0	FRAG	0.9
21	Spectrogram 1	1	56.4	59.99899999999999	300.0	3500.0	FRAG	0.98
22	Spectrogram 1	1	1.6	3.999000000000001	400.0	3000.0	FUSC	0.78
23	Spectrogram 1	1	6.4	8.399000000000024	400.0	3000.0	FUSC	0.75
24	Spectrogram 1	1	7.2	9.19899999999991	400.0	3000.0	FUSC	0.77
25	Spectrogram 1	1	26.8	28.799000000000024	400.0	3000.0	FUSC	0.78
26	Spectrogram 1	1	46.0	48.79899999999998	400.0	3000.0	FUSC	0.84
