Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	11.6	13.598999999999997	400.0	3000.0	FUSC	0.82
2	Spectrogram 1	1	12.8	15.199000000000002	400.0	3000.0	FUSC	0.82
3	Spectrogram 1	1	16.0	17.998999999999995	400.0	3000.0	FUSC	0.79
4	Spectrogram 1	1	16.8	18.799	400.0	3000.0	FUSC	0.75
5	Spectrogram 1	1	34.8	36.79899999999999	400.0	3000.0	FUSC	0.78
6	Spectrogram 1	1	37.2	39.19900000000003	400.0	3000.0	FUSC	0.76
7	Spectrogram 1	1	45.6	47.599	400.0	3000.0	FUSC	0.77
8	Spectrogram 1	1	46.4	48.399	400.0	3000.0	FUSC	0.79
9	Spectrogram 1	1	49.2	51.99900000000001	400.0	3000.0	FUSC	0.83
10	Spectrogram 1	1	56.0	57.999	400.0	3000.0	FUSC	0.79
11	Spectrogram 1	1	56.8	59.199	400.0	3000.0	FUSC	0.82
