Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	8.4	10.799	200.0	2500.0	BOAN	0.85
2	Spectrogram 1	1	11.6	13.598999999999997	200.0	2500.0	BOAN	0.83
3	Spectrogram 1	1	15.2	17.199000000000023	200.0	2500.0	BOAN	0.82
4	Spectrogram 1	1	16.8	18.799	200.0	2500.0	BOAN	0.79
5	Spectrogram 1	1	22.4	24.398999999999997	200.0	2500.0	BOAN	0.75
6	Spectrogram 1	1	27.2	29.199000000000023	200.0	2500.0	BOAN	0.78
7	Spectrogram 1	1	30.4	32.799	200.0	2500.0	BOAN	0.79
8	Spectrogram 1	1	33.2	35.19900000000003	200.0	2500.0	BOAN	0.87
9	Spectrogram 1	1	34.8	36.79899999999999	200.0	2500.0	BOAN	0.77
10	Spectrogram 1	1	36.0	37.999	200.0	2500.0	BOAN	0.84
11	Spectrogram 1	1	38.0	39.999	200.0	2500.0	BOAN	0.77
12	Spectrogram 1	1	39.6	41.999	200.0	2500.0	BOAN	0.77
13	Spectrogram 1	1	45.6	47.599	200.0	2500.0	BOAN	0.84
14	Spectrogram 1	1	46.4	48.399	200.0	2500.0	BOAN	0.77
15	Spectrogram 1	1	54.4	56.399	200.0	2500.0	BOAN	0.89
16	Spectrogram 1	1	55.2	57.19900000000003	200.0	2500.0	BOAN	0.78
