Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	3.6	5.599000000000023	200.0	1000.0	PTGN	0.99
2	Spectrogram 1	1	6.8	8.799000000000024	200.0	1000.0	PTGN	0.89
3	Spectrogram 1	1	7.6	9.599000000000023	200.0	1000.0	PTGN	0.96
4	Spectrogram 1	1	10.4	12.398999999999797	200.0	1000.0	PTGN	0.82
5	Spectrogram 1	1	12.4	15.19899999999998	200.0	1000.0	PTGN	1.0
6	Spectrogram 1	1	14.8	16.799000000000024	200.0	1000.0	PTGN	0.77
7	Spectrogram 1	1	21.2	23.598999999999887	200.0	1000.0	PTGN	0.88
8	Spectrogram 1	1	23.6	25.599000000000025	200.0	1000.0	PTGN	0.88
9	Spectrogram 1	1	44.8	46.79900000000002	200.0	1000.0	PTGN	0.98
10	Spectrogram 1	1	49.2	51.99899999999998	200.0	1000.0	PTGN	0.98
