Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	1.2	3.599000000000001	200.0	2500.0	BOAN	0.84
2	Spectrogram 1	1	9.2	11.19899999999991	200.0	2500.0	BOAN	0.89
3	Spectrogram 1	1	10.0	11.999000000000024	200.0	2500.0	BOAN	0.87
4	Spectrogram 1	1	18.8	20.799000000000024	200.0	2500.0	BOAN	0.89
5	Spectrogram 1	1	21.2	23.19899999999991	200.0	2500.0	BOAN	0.75
6	Spectrogram 1	1	22.0	23.999000000000024	200.0	2500.0	BOAN	0.9
7	Spectrogram 1	1	28.0	29.999000000000024	200.0	2500.0	BOAN	0.92
8	Spectrogram 1	1	33.2	35.19899999999991	200.0	2500.0	BOAN	0.75
9	Spectrogram 1	1	34.4	36.39900000000002	200.0	2500.0	BOAN	0.77
10	Spectrogram 1	1	37.6	39.599000000000025	200.0	2500.0	BOAN	0.84
11	Spectrogram 1	1	38.4	40.39900000000002	200.0	2500.0	BOAN	0.79
12	Spectrogram 1	1	39.2	41.19899999999991	200.0	2500.0	BOAN	0.75
13	Spectrogram 1	1	40.0	41.99900000000002	200.0	2500.0	BOAN	0.88
14	Spectrogram 1	1	41.6	43.999	200.0	2500.0	BOAN	0.87
15	Spectrogram 1	1	47.6	49.599000000000025	200.0	2500.0	BOAN	0.87
16	Spectrogram 1	1	55.2	57.19899999999991	200.0	2500.0	BOAN	0.89
17	Spectrogram 1	1	57.6	59.599000000000025	200.0	2500.0	BOAN	0.9
