Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	11.2	13.599	200.0	1000.0	PTGN	0.99
2	Spectrogram 1	1	14.4	16.398999999999994	200.0	1000.0	PTGN	0.98
3	Spectrogram 1	1	20.0	22.798999999999975	200.0	1000.0	PTGN	1.0
4	Spectrogram 1	1	27.6	29.59899999999997	200.0	1000.0	PTGN	0.97
5	Spectrogram 1	1	28.4	30.399000000000022	200.0	1000.0	PTGN	0.98
6	Spectrogram 1	1	29.2	31.199000000000023	200.0	1000.0	PTGN	0.83
7	Spectrogram 1	1	32.0	34.79899999999998	200.0	1000.0	PTGN	0.99
8	Spectrogram 1	1	36.0	37.99900000000002	200.0	1000.0	PTGN	1.0
9	Spectrogram 1	1	37.6	39.59899999999997	200.0	1000.0	PTGN	1.0
10	Spectrogram 1	1	38.4	43.999000000000045	200.0	1000.0	PTGN	1.0
11	Spectrogram 1	1	42.8	45.598999999999975	200.0	1000.0	PTGN	1.0
12	Spectrogram 1	1	44.4	47.199000000000034	200.0	1000.0	PTGN	1.0
13	Spectrogram 1	1	46.0	48.79899999999998	200.0	1000.0	PTGN	1.0
14	Spectrogram 1	1	47.6	49.59899999999997	200.0	1000.0	PTGN	0.91
15	Spectrogram 1	1	53.2	55.19900000000003	200.0	1000.0	PTGN	0.91
16	Spectrogram 1	1	54.0	56.79899999999998	200.0	1000.0	PTGN	1.0
