Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	1.6	3.999000000000001	200.0	2500.0	BOAN	0.87
2	Spectrogram 1	1	7.2	10.399000000000012	200.0	2500.0	BOAN	0.93
3	Spectrogram 1	1	9.2	11.199000000000025	200.0	2500.0	BOAN	0.77
4	Spectrogram 1	1	10.0	11.999000000000024	200.0	2500.0	BOAN	0.9
5	Spectrogram 1	1	15.6	17.999000000000002	200.0	2500.0	BOAN	0.81
6	Spectrogram 1	1	17.6	19.59899999999997	200.0	2500.0	BOAN	0.9
7	Spectrogram 1	1	27.2	29.199000000000023	200.0	2500.0	BOAN	0.77
8	Spectrogram 1	1	33.2	37.599	200.0	2500.0	BOAN	0.96
9	Spectrogram 1	1	36.8	39.99900000000001	200.0	2500.0	BOAN	0.98
10	Spectrogram 1	1	38.8	40.79899999999997	200.0	2500.0	BOAN	0.87
11	Spectrogram 1	1	40.8	43.598999999999975	200.0	2500.0	BOAN	0.85
12	Spectrogram 1	1	1.6	3.999000000000001	0.0	7200.0	DEND	0.87
13	Spectrogram 1	1	8.0	9.999000000000024	0.0	7200.0	DEND	0.98
14	Spectrogram 1	1	8.8	10.799000000000024	0.0	7200.0	DEND	0.81
15	Spectrogram 1	1	12.4	14.399000000000024	0.0	7200.0	DEND	0.86
16	Spectrogram 1	1	14.8	16.799000000000024	0.0	7200.0	DEND	0.89
17	Spectrogram 1	1	15.6	17.599000000000025	0.0	7200.0	DEND	0.92
18	Spectrogram 1	1	17.2	19.19899999999991	0.0	7200.0	DEND	0.95
19	Spectrogram 1	1	27.2	29.599	0.0	7200.0	DEND	0.97
20	Spectrogram 1	1	28.4	30.399000000000022	0.0	7200.0	DEND	0.91
21	Spectrogram 1	1	32.4	34.799	0.0	7200.0	DEND	0.96
22	Spectrogram 1	1	36.4	39.19899999999998	0.0	7200.0	DEND	0.99
23	Spectrogram 1	1	39.2	42.39899999999996	0.0	7200.0	DEND	1.0
24	Spectrogram 1	1	52.4	54.39900000000002	0.0	7200.0	DEND	0.94
25	Spectrogram 1	1	54.0	55.99900000000002	0.0	7200.0	DEND	1.0
