Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	1.6	3.599000000000024	400.0	3000.0	FUSC	0.76
2	Spectrogram 1	1	3.6	5.599000000000023	400.0	3000.0	FUSC	0.85
3	Spectrogram 1	1	11.6	13.599000000000023	400.0	3000.0	FUSC	0.8
4	Spectrogram 1	1	27.6	29.599000000000025	400.0	3000.0	FUSC	0.77
5	Spectrogram 1	1	34.0	36.79899999999998	400.0	3000.0	FUSC	0.85
6	Spectrogram 1	1	42.8	44.79900000000002	400.0	3000.0	FUSC	0.77
7	Spectrogram 1	1	46.4	48.39900000000002	400.0	3000.0	FUSC	0.81
8	Spectrogram 1	1	50.8	52.79900000000002	400.0	3000.0	FUSC	0.77
9	Spectrogram 1	1	51.6	53.999	400.0	3000.0	FUSC	0.78
10	Spectrogram 1	1	52.8	54.79900000000002	400.0	3000.0	FUSC	0.81
11	Spectrogram 1	1	57.2	59.19899999999991	400.0	3000.0	FUSC	0.8
