Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	7.2	9.199000000000025	200.0	2500.0	BOAN	0.8
2	Spectrogram 1	1	8.0	10.399	200.0	2500.0	BOAN	0.85
3	Spectrogram 1	1	10.8	12.798999999999968	200.0	2500.0	BOAN	0.82
4	Spectrogram 1	1	11.6	13.598999999999966	200.0	2500.0	BOAN	0.99
5	Spectrogram 1	1	14.4	16.399000000000022	200.0	2500.0	BOAN	0.84
6	Spectrogram 1	1	23.6	25.59899999999997	200.0	2500.0	BOAN	0.86
7	Spectrogram 1	1	27.6	29.59899999999997	200.0	2500.0	BOAN	0.9
8	Spectrogram 1	1	33.2	35.19900000000003	200.0	2500.0	BOAN	0.77
9	Spectrogram 1	1	34.4	36.799	200.0	2500.0	BOAN	0.89
10	Spectrogram 1	1	35.6	37.59899999999997	200.0	2500.0	BOAN	0.85
11	Spectrogram 1	1	38.0	41.19900000000001	200.0	2500.0	BOAN	0.98
12	Spectrogram 1	1	40.0	41.99900000000002	200.0	2500.0	BOAN	0.89
13	Spectrogram 1	1	44.0	47.99900000000002	200.0	2500.0	BOAN	0.97
14	Spectrogram 1	1	47.2	49.19900000000003	200.0	2500.0	BOAN	0.92
15	Spectrogram 1	1	51.6	53.59899999999997	200.0	2500.0	BOAN	0.88
16	Spectrogram 1	1	53.6	55.59899999999997	200.0	2500.0	BOAN	0.9
17	Spectrogram 1	1	55.2	57.599	200.0	2500.0	BOAN	0.77
18	Spectrogram 1	1	57.2	59.19900000000003	200.0	2500.0	BOAN	0.77
