Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	17.2	24.39900000000001	0.0	7200.0	DEND	0.99
2	Spectrogram 1	1	25.2	31.599	0.0	7200.0	DEND	1.0
3	Spectrogram 1	1	1.6	3.999000000000001	300.0	3500.0	FRAG	0.98
4	Spectrogram 1	1	2.8	4.799000000000009	300.0	3500.0	FRAG	0.89
5	Spectrogram 1	1	4.0	5.998999999999995	300.0	3500.0	FRAG	0.93
6	Spectrogram 1	1	6.0	8.399000000000001	300.0	3500.0	FRAG	0.85
7	Spectrogram 1	1	7.6	9.599000000000007	300.0	3500.0	FRAG	0.8
8	Spectrogram 1	1	9.6	11.999	300.0	3500.0	FRAG	0.85
9	Spectrogram 1	1	17.6	19.59900000000001	300.0	3500.0	FRAG	0.88
10	Spectrogram 1	1	19.2	21.599	300.0	3500.0	FRAG	0.96
11	Spectrogram 1	1	26.4	28.398999999999997	300.0	3500.0	FRAG	0.81
12	Spectrogram 1	1	27.6	29.59900000000001	300.0	3500.0	FRAG	0.82
13	Spectrogram 1	1	33.6	35.59900000000001	300.0	3500.0	FRAG	0.81
14	Spectrogram 1	1	44.4	46.399	300.0	3500.0	FRAG	0.92
15	Spectrogram 1	1	48.8	50.79900000000001	300.0	3500.0	FRAG	0.97
16	Spectrogram 1	1	49.6	51.59900000000001	300.0	3500.0	FRAG	0.76
17	Spectrogram 1	1	54.4	56.799	300.0	3500.0	FRAG	0.96
18	Spectrogram 1	1	0.0	1.999000000000024	400.0	3000.0	FUSC	0.78
19	Spectrogram 1	1	2.0	3.999000000000024	400.0	3000.0	FUSC	0.78
20	Spectrogram 1	1	6.0	7.999000000000024	400.0	3000.0	FUSC	0.81
21	Spectrogram 1	1	6.8	8.799000000000024	400.0	3000.0	FUSC	0.79
22	Spectrogram 1	1	10.0	11.999000000000024	400.0	3000.0	FUSC	0.76
23	Spectrogram 1	1	11.6	14.398999999999978	400.0	3000.0	FUSC	0.77
24	Spectrogram 1	1	17.2	19.199000000000023	400.0	3000.0	FUSC	0.77
25	Spectrogram 1	1	18.8	20.799000000000024	400.0	3000.0	FUSC	0.77
26	Spectrogram 1	1	34.8	37.598999999999975	400.0	3000.0	FUSC	0.87
27	Spectrogram 1	1	48.4	50.3989999999998	400.0	3000.0	FUSC	0.82
