Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.0	3.598999999999989	300.0	3500.0	FRAG	0.97
2	Spectrogram 1	1	2.8	5.199000000000001	300.0	3500.0	FRAG	0.92
3	Spectrogram 1	1	4.0	5.998999999999995	300.0	3500.0	FRAG	0.95
4	Spectrogram 1	1	4.8	6.798999999999995	300.0	3500.0	FRAG	0.89
5	Spectrogram 1	1	6.4	8.398999999999996	300.0	3500.0	FRAG	0.8
6	Spectrogram 1	1	7.2	9.199000000000025	300.0	3500.0	FRAG	0.83
7	Spectrogram 1	1	12.0	14.399	300.0	3500.0	FRAG	0.95
8	Spectrogram 1	1	14.4	16.398999999999994	300.0	3500.0	FRAG	0.81
9	Spectrogram 1	1	20.4	22.399000000000022	300.0	3500.0	FRAG	0.94
10	Spectrogram 1	1	37.6	41.19899999999999	300.0	3500.0	FRAG	0.94
11	Spectrogram 1	1	58.0	59.99900000000002	300.0	3500.0	FRAG	0.84
12	Spectrogram 1	1	25.2	27.199000000000023	400.0	3000.0	FUSC	0.79
13	Spectrogram 1	1	28.0	30.398999999999887	400.0	3000.0	FUSC	0.81
14	Spectrogram 1	1	30.8	33.999000000000066	400.0	3000.0	FUSC	0.86
15	Spectrogram 1	1	34.0	36.79899999999998	400.0	3000.0	FUSC	0.85
16	Spectrogram 1	1	35.6	42.79900000000007	400.0	3000.0	FUSC	0.94
17	Spectrogram 1	1	41.6	43.599000000000025	400.0	3000.0	FUSC	0.78
18	Spectrogram 1	1	50.0	51.99900000000002	400.0	3000.0	FUSC	0.76
