Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	2.0	7.599000000000046	0.0	7200.0	DEND	1.0
2	Spectrogram 1	1	6.8	9.99900000000007	0.0	7200.0	DEND	1.0
3	Spectrogram 1	1	8.8	11.199000000000002	0.0	7200.0	DEND	0.98
4	Spectrogram 1	1	10.0	13.198999999999955	0.0	7200.0	DEND	0.98
5	Spectrogram 1	1	13.6	16.39899999999998	0.0	7200.0	DEND	0.99
6	Spectrogram 1	1	20.8	23.99900000000007	0.0	7200.0	DEND	0.99
7	Spectrogram 1	1	24.8	27.99900000000007	0.0	7200.0	DEND	0.99
8	Spectrogram 1	1	28.4	30.399000000000022	0.0	7200.0	DEND	0.94
9	Spectrogram 1	1	30.0	31.999000000000024	0.0	7200.0	DEND	0.81
10	Spectrogram 1	1	32.4	34.39900000000002	0.0	7200.0	DEND	0.91
11	Spectrogram 1	1	34.0	37.599000000000046	0.0	7200.0	DEND	0.96
12	Spectrogram 1	1	36.8	39.199	0.0	7200.0	DEND	0.99
13	Spectrogram 1	1	38.0	41.19899999999996	0.0	7200.0	DEND	0.99
14	Spectrogram 1	1	42.4	44.39900000000002	0.0	7200.0	DEND	0.81
15	Spectrogram 1	1	0.0	2.7989999999999995	150.0	1300.0	MMLS	1.0
16	Spectrogram 1	1	3.6	8.399	150.0	1300.0	MMLS	1.0
17	Spectrogram 1	1	11.2	18.399	150.0	1300.0	MMLS	1.0
18	Spectrogram 1	1	20.8	24.399000000000004	150.0	1300.0	MMLS	1.0
19	Spectrogram 1	1	26.8	32.399	150.0	1300.0	MMLS	1.0
20	Spectrogram 1	1	37.2	41.599	150.0	1300.0	MMLS	1.0
21	Spectrogram 1	1	48.8	51.599	150.0	1300.0	MMLS	0.89
22	Spectrogram 1	1	51.2	55.999	150.0	1300.0	MMLS	1.0
