Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	5.2	7.598999999999887	300.0	3500.0	FRAG	0.86
2	Spectrogram 1	1	8.4	10.398999999999797	300.0	3500.0	FRAG	0.76
3	Spectrogram 1	1	10.8	12.799000000000024	300.0	3500.0	FRAG	0.88
4	Spectrogram 1	1	16.4	18.398999999999795	300.0	3500.0	FRAG	0.86
5	Spectrogram 1	1	26.8	28.799000000000024	300.0	3500.0	FRAG	0.78
6	Spectrogram 1	1	32.0	34.79899999999998	300.0	3500.0	FRAG	0.93
7	Spectrogram 1	1	34.0	35.999000000000024	300.0	3500.0	FRAG	0.86
8	Spectrogram 1	1	34.8	37.19900000000011	300.0	3500.0	FRAG	0.97
9	Spectrogram 1	1	36.0	37.99900000000002	300.0	3500.0	FRAG	0.79
10	Spectrogram 1	1	36.8	39.19900000000011	300.0	3500.0	FRAG	0.84
11	Spectrogram 1	1	47.2	49.19900000000003	300.0	3500.0	FRAG	0.93
12	Spectrogram 1	1	48.8	50.79900000000002	300.0	3500.0	FRAG	0.93
