Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	0.0	1.999000000000024	200.0	2500.0	BOAN	0.87
2	Spectrogram 1	1	0.8	2.7990000000000235	200.0	2500.0	BOAN	0.78
3	Spectrogram 1	1	1.6	6.398999999999978	200.0	2500.0	BOAN	0.95
4	Spectrogram 1	1	6.0	7.999000000000024	200.0	2500.0	BOAN	0.86
5	Spectrogram 1	1	10.4	12.398999999999797	200.0	2500.0	BOAN	0.79
6	Spectrogram 1	1	11.2	13.598999999999888	200.0	2500.0	BOAN	0.84
7	Spectrogram 1	1	13.2	15.199000000000025	200.0	2500.0	BOAN	0.82
8	Spectrogram 1	1	15.2	17.199000000000023	200.0	2500.0	BOAN	0.76
9	Spectrogram 1	1	23.6	25.599000000000025	200.0	2500.0	BOAN	0.83
10	Spectrogram 1	1	24.4	26.398999999999795	200.0	2500.0	BOAN	0.93
11	Spectrogram 1	1	29.6	31.599000000000025	200.0	2500.0	BOAN	0.76
12	Spectrogram 1	1	30.8	32.79900000000002	200.0	2500.0	BOAN	0.95
13	Spectrogram 1	1	33.6	35.599000000000025	200.0	2500.0	BOAN	0.85
14	Spectrogram 1	1	36.8	38.79900000000002	200.0	2500.0	BOAN	0.79
15	Spectrogram 1	1	40.0	41.99900000000002	200.0	2500.0	BOAN	0.76
16	Spectrogram 1	1	41.6	44.79900000000007	200.0	2500.0	BOAN	0.94
17	Spectrogram 1	1	43.6	45.599000000000025	200.0	2500.0	BOAN	0.91
18	Spectrogram 1	1	46.4	48.798999999999886	200.0	2500.0	BOAN	0.92
19	Spectrogram 1	1	47.6	50.39899999999998	200.0	2500.0	BOAN	0.86
20	Spectrogram 1	1	51.2	53.19900000000003	200.0	2500.0	BOAN	0.9
21	Spectrogram 1	1	56.8	58.79900000000002	200.0	2500.0	BOAN	0.85
