Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Specie ID	Score
1	Spectrogram 1	1	4.4	6.799000000000001	200.0	2500.0	BOAN	0.83
2	Spectrogram 1	1	8.4	10.398999999999996	200.0	2500.0	BOAN	0.85
3	Spectrogram 1	1	9.6	11.598999999999997	200.0	2500.0	BOAN	0.75
4	Spectrogram 1	1	10.4	12.398999999999996	200.0	2500.0	BOAN	0.89
5	Spectrogram 1	1	11.2	13.199000000000025	200.0	2500.0	BOAN	0.79
6	Spectrogram 1	1	14.8	17.59899999999998	200.0	2500.0	BOAN	0.92
7	Spectrogram 1	1	17.2	19.199000000000023	200.0	2500.0	BOAN	0.78
8	Spectrogram 1	1	21.2	23.999000000000034	200.0	2500.0	BOAN	0.94
9	Spectrogram 1	1	26.4	28.399000000000022	200.0	2500.0	BOAN	0.76
10	Spectrogram 1	1	28.4	30.399000000000022	200.0	2500.0	BOAN	0.88
11	Spectrogram 1	1	30.0	33.19900000000001	200.0	2500.0	BOAN	0.93
12	Spectrogram 1	1	33.2	36.399000000000015	200.0	2500.0	BOAN	0.92
13	Spectrogram 1	1	35.2	37.19900000000003	200.0	2500.0	BOAN	0.84
14	Spectrogram 1	1	38.0	39.99900000000002	200.0	2500.0	BOAN	0.83
15	Spectrogram 1	1	38.8	40.79899999999997	200.0	2500.0	BOAN	0.77
16	Spectrogram 1	1	42.8	45.199	200.0	2500.0	BOAN	0.89
17	Spectrogram 1	1	44.4	46.39900000000002	200.0	2500.0	BOAN	0.82
18	Spectrogram 1	1	45.2	47.19900000000003	200.0	2500.0	BOAN	0.87
19	Spectrogram 1	1	46.8	48.79899999999997	200.0	2500.0	BOAN	0.75
20	Spectrogram 1	1	48.0	51.59899999999999	200.0	2500.0	BOAN	0.97
21	Spectrogram 1	1	50.4	54.799	200.0	2500.0	BOAN	0.97
22	Spectrogram 1	1	55.6	57.59899999999997	200.0	2500.0	BOAN	0.75
23	Spectrogram 1	1	4.8	7.199000000000114	400.0	3000.0	FUSC	0.77
24	Spectrogram 1	1	6.0	7.999000000000024	400.0	3000.0	FUSC	0.81
25	Spectrogram 1	1	11.2	14.798999999999932	400.0	3000.0	FUSC	0.9
26	Spectrogram 1	1	18.0	20.398999999999887	400.0	3000.0	FUSC	0.84
27	Spectrogram 1	1	20.0	21.999000000000024	400.0	3000.0	FUSC	0.84
28	Spectrogram 1	1	26.0	27.999000000000024	400.0	3000.0	FUSC	0.78
29	Spectrogram 1	1	28.8	30.799000000000024	400.0	3000.0	FUSC	0.8
30	Spectrogram 1	1	43.6	45.599000000000025	400.0	3000.0	FUSC	0.76
31	Spectrogram 1	1	54.0	56.39899999999989	400.0	3000.0	FUSC	0.83
