Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.5866666666666667	0.8426666666666667	3117.1875	4148.4375
2	Spectrogram 1	1	1.2373333333333334	1.4613333333333334	5414.0625	5718.75
3	Spectrogram 1	1	2.208	2.517333333333333	3164.0625	4171.875
4	Spectrogram 1	1	3.0613333333333332	3.2853333333333334	12421.875	13523.4375
5	Spectrogram 1	1	3.168	3.3706666666666667	11437.5	11929.6875
6	Spectrogram 1	1	3.6586666666666665	3.8613333333333335	3726.5625	4523.4375
7	Spectrogram 1	1	5.077333333333334	5.28	3468.75	4078.125
8	Spectrogram 1	1	6.1546666666666665	6.410666666666667	18421.875	18820.3125
9	Spectrogram 1	1	6.432	6.666666666666667	3679.6875	4078.125
10	Spectrogram 1	1	6.752	7.029333333333334	3210.9375	4148.4375
11	Spectrogram 1	1	6.8053333333333335	7.061333333333334	5390.625	5718.75
12	Spectrogram 1	1	6.816	7.082666666666666	18445.3125	18820.3125
13	Spectrogram 1	1	6.8693333333333335	7.029333333333334	23062.5	23507.8125
14	Spectrogram 1	1	7.072	7.189333333333333	1875.0	2531.25
15	Spectrogram 1	1	7.477333333333333	7.754666666666667	18421.875	18820.3125
16	Spectrogram 1	1	7.509333333333333	7.733333333333333	23109.375	23531.25
17	Spectrogram 1	1	7.669333333333333	7.8933333333333335	1429.6875	2085.9375
18	Spectrogram 1	1	7.872	8.138666666666667	3703.125	4078.125
19	Spectrogram 1	1	9.354666666666667	9.621333333333334	18421.875	18820.3125
20	Spectrogram 1	1	9.354666666666667	9.589333333333334	5390.625	5695.3125
21	Spectrogram 1	1	9.386666666666667	9.642666666666667	3445.3125	4171.875
22	Spectrogram 1	1	9.962666666666667	10.346666666666666	18351.5625	18843.75
23	Spectrogram 1	1	10.08	10.314666666666668	23226.5625	23789.0625
24	Spectrogram 1	1	10.613333333333333	11.082666666666666	18351.5625	18843.75
25	Spectrogram 1	1	10.72	10.976	3304.6875	4007.8125
26	Spectrogram 1	1	10.72	10.933333333333334	1382.8125	2015.625
27	Spectrogram 1	1	10.784	11.050666666666666	23226.5625	23601.5625
28	Spectrogram 1	1	11.210666666666667	11.776	18164.0625	18820.3125
29	Spectrogram 1	1	11.541333333333334	11.744	23203.125	23554.6875
