Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	39.178665	39.455997	281.0	843.0
2	Spectrogram 1	1	39.690666	41.823997	281.0	750.0
3	Spectrogram 1	1	42.122665	43.68	281.0	750.0
4	Spectrogram 1	1	43.914665	45.279999	281.0	796.0
5	Spectrogram 1	1	45.62133	47.050667	281.0	703.0
6	Spectrogram 1	1	47.967999	48.842667	281.0	843.0
7	Spectrogram 1	1	49.077332	50.933331	281.0	843.0
8	Spectrogram 1	1				
9	Spectrogram 1	1				
