Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.010666666666666666	0.608	9539.0625	18281.25
2	Spectrogram 1	1	0.08533333333333333	0.4266666666666667	351.5625	1031.25
3	Spectrogram 1	1	1.44	1.728	3914.0625	4851.5625
4	Spectrogram 1	1	1.6	1.9306666666666668	398.4375	1125.0
5	Spectrogram 1	1	1.8346666666666667	2.0906666666666665	6703.125	7031.25
6	Spectrogram 1	1	2.24	2.6773333333333333	398.4375	1101.5625
7	Spectrogram 1	1	2.272	2.656	9445.3125	10640.625
8	Spectrogram 1	1	2.485333333333333	2.624	10218.75	11062.5
9	Spectrogram 1	1	2.56	2.8693333333333335	4031.25	4804.6875
10	Spectrogram 1	1	2.72	2.848	10195.3125	10640.625
11	Spectrogram 1	1	3.1573333333333333	3.3813333333333335	3937.5	4664.0625
12	Spectrogram 1	1	3.3706666666666667	3.957333333333333	9445.3125	10898.4375
13	Spectrogram 1	1	3.392	3.6266666666666665	9421.875	10054.6875
14	Spectrogram 1	1	3.5946666666666665	3.7973333333333334	6609.375	7078.125
15	Spectrogram 1	1	4.213333333333333	4.341333333333333	9867.1875	10804.6875
16	Spectrogram 1	1	4.213333333333333	4.437333333333333	6585.9375	7054.6875
17	Spectrogram 1	1	4.874666666666666	5.013333333333334	10218.75	10804.6875
18	Spectrogram 1	1	4.96	5.216	3890.625	4875.0
19	Spectrogram 1	1	5.045333333333334	5.450666666666667	9445.3125	10593.75
20	Spectrogram 1	1	5.418666666666667	5.781333333333333	398.4375	960.9375
21	Spectrogram 1	1	5.536	5.802666666666667	6750.0	7078.125
22	Spectrogram 1	1	5.546666666666667	5.9093333333333335	10195.3125	11156.25
23	Spectrogram 1	1	5.962666666666666	6.0906666666666665	10265.625	10804.6875
24	Spectrogram 1	1	6.08	6.346666666666667	6726.5625	7101.5625
25	Spectrogram 1	1	6.1866666666666665	6.336	13734.375	14273.4375
26	Spectrogram 1	1	6.592	6.912	10242.1875	10734.375
27	Spectrogram 1	1	7.029333333333334	7.253333333333333	9515.625	10031.25
28	Spectrogram 1	1	7.381333333333333	7.562666666666667	4031.25	4406.25
29	Spectrogram 1	1	7.68	7.818666666666667	10265.625	10687.5
30	Spectrogram 1	1	7.914666666666666	8.224	10195.3125	10921.875
31	Spectrogram 1	1	7.978666666666666	8.192	6656.25	7031.25
32	Spectrogram 1	1	8.128	8.266666666666667	9445.3125	10031.25
33	Spectrogram 1	1	8.149333333333333	8.501333333333333	3914.0625	5226.5625
34	Spectrogram 1	1	8.501333333333333	8.714666666666666	6539.0625	7031.25
35	Spectrogram 1	1	8.714666666666666	9.162666666666667	679.6875	1312.5
36	Spectrogram 1	1	8.725333333333333	9.002666666666666	1898.4375	2250.0
37	Spectrogram 1	1	9.130666666666666	9.44	4031.25	4851.5625
38	Spectrogram 1	1	9.92	10.197333333333333	3937.5	4945.3125
39	Spectrogram 1	1	10.133333333333333	10.272	9515.625	10007.8125
40	Spectrogram 1	1	10.378666666666666	10.677333333333333	9468.75	10031.25
41	Spectrogram 1	1	10.954666666666666	11.157333333333334	3937.5	4500.0
42	Spectrogram 1	1	11.253333333333334	11.36	9539.0625	10054.6875
43	Spectrogram 1	1	11.690666666666667	11.829333333333333	10148.4375	10664.0625
44	Spectrogram 1	1	11.733333333333333	12.117333333333333	3867.1875	4828.125
45	Spectrogram 1	1	12.138666666666667	12.256	10242.1875	10757.8125
46	Spectrogram 1	1	12.138666666666667	12.458666666666666	9421.875	9750.0
47	Spectrogram 1	1	12.352	12.704	10148.4375	10875.0
48	Spectrogram 1	1	12.714666666666666	12.896	4054.6875	4500.0
49	Spectrogram 1	1	12.757333333333333	12.928	9515.625	9867.1875
50	Spectrogram 1	1	12.8	12.906666666666666	10242.1875	11179.6875
51	Spectrogram 1	1	12.885333333333334	13.098666666666666	6679.6875	7031.25
52	Spectrogram 1	1	13.045333333333334	13.322666666666667	9421.875	10054.6875
53	Spectrogram 1	1	13.408	13.621333333333334	6562.5	7125.0
54	Spectrogram 1	1	13.429333333333334	13.6	9843.75	10570.3125
55	Spectrogram 1	1	13.962666666666667	14.186666666666667	6703.125	7148.4375
56	Spectrogram 1	1	14.026666666666667	14.176	13710.9375	14203.125
57	Spectrogram 1	1	14.058666666666667	14.176	10218.75	10804.6875
58	Spectrogram 1	1	14.272	14.4	10148.4375	10757.8125
59	Spectrogram 1	1	14.496	14.613333333333333	10195.3125	10757.8125
60	Spectrogram 1	1	14.496	14.645333333333333	9421.875	10031.25
61	Spectrogram 1	1	14.730666666666666	14.837333333333333	10148.4375	10851.5625
62	Spectrogram 1	1	14.890666666666666	15.488	3914.0625	4875.0
63	Spectrogram 1	1	15.125333333333334	15.456	10265.625	11203.125
64	Spectrogram 1	1	15.701333333333332	15.914666666666667	6726.5625	7031.25
65	Spectrogram 1	1	15.754666666666667	16.138666666666666	10125.0	10851.5625
66	Spectrogram 1	1	16.416	16.896	3890.625	4851.5625
67	Spectrogram 1	1	17.344	17.546666666666667	3914.0625	4500.0
68	Spectrogram 1	1	18.026666666666667	18.4	3890.625	4804.6875
69	Spectrogram 1	1	18.666666666666668	18.858666666666668	6562.5	7031.25
70	Spectrogram 1	1	19.264	19.402666666666665	4617.1875	5156.25
71	Spectrogram 1	1	19.392	19.658666666666665	4007.8125	4570.3125
72	Spectrogram 1	1	19.786666666666665	20.064	3937.5	4687.5
73	Spectrogram 1	1	20.245333333333335	20.469333333333335	914.0625	1242.1875
74	Spectrogram 1	1	21.216	21.536	3937.5	5273.4375
75	Spectrogram 1	1	21.376	21.546666666666667	6750.0	7054.6875
76	Spectrogram 1	1	22.016	22.325333333333333	3984.375	4921.875
77	Spectrogram 1	1	22.88	23.136	3937.5	4851.5625
78	Spectrogram 1	1	23.050666666666668	23.21066666666667	9492.1875	10734.375
79	Spectrogram 1	1	23.27466666666667	23.413333333333334	10195.3125	11109.375
80	Spectrogram 1	1	23.509333333333334	24.053333333333335	9468.75	11296.875
81	Spectrogram 1	1	23.616	24.128	4007.8125	4523.4375
82	Spectrogram 1	1	24.128	24.288	10125.0	10828.125
83	Spectrogram 1	1	24.224	24.576	3890.625	4828.125
84	Spectrogram 1	1	24.586666666666666	24.928	10171.875	10851.5625
85	Spectrogram 1	1	24.928	25.162666666666667	4054.6875	4406.25
86	Spectrogram 1	1	25.877333333333333	26.026666666666667	10171.875	10945.3125
87	Spectrogram 1	1	26.112	26.325333333333333	6703.125	7007.8125
88	Spectrogram 1	1	26.122666666666667	26.442666666666668	10171.875	11015.625
89	Spectrogram 1	1	26.965333333333334	27.072	10195.3125	10734.375
90	Spectrogram 1	1	27.370666666666665	27.754666666666665	3890.625	4804.6875
91	Spectrogram 1	1	27.893333333333334	28.042666666666666	4617.1875	5015.625
92	Spectrogram 1	1	28.288	28.672	4007.8125	5109.375
93	Spectrogram 1	1	29.184	29.621333333333332	3890.625	5039.0625
94	Spectrogram 1	1	30.101333333333333	30.314666666666668	3937.5	4570.3125
95	Spectrogram 1	1	30.368	30.56	6703.125	7007.8125
96	Spectrogram 1	1	30.538666666666668	30.997333333333334	3937.5	4828.125
97	Spectrogram 1	1	30.901333333333334	31.11466666666667	6585.9375	7007.8125
98	Spectrogram 1	1	30.944	31.082666666666668	750.0	1382.8125
