Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FUSC	4.0	5.999000000000024	4.0	3000	0
2	Spectrogram 1	1	FUSC	7.6	9.599000000000023	7.6	3000	0
3	Spectrogram 1	1	FUSC	10.8	12.799000000000024	10.8	3000	0
4	Spectrogram 1	1	FUSC	11.6	13.599000000000023	11.6	3000	0
5	Spectrogram 1	1	FUSC	14.8	16.799000000000024	14.8	3000	0
6	Spectrogram 1	1	FUSC	15.6	17.599000000000025	15.6	3000	0
7	Spectrogram 1	1	FUSC	19.6	21.999000000000116	19.6	3000	0
8	Spectrogram 1	1	FUSC	31.2	33.19900000000003	31.2	3000	0
9	Spectrogram 1	1	FUSC	32.4	34.398999999999795	32.4	3000	0
10	Spectrogram 1	1	FUSC	36.0	37.999000000000024	36.0	3000	0
11	Spectrogram 1	1	FUSC	37.6	39.599000000000025	37.6	3000	0
12	Spectrogram 1	1	FUSC	56.4	58.398999999999795	56.4	3000	0
13	Spectrogram 1	1	FUSC	57.6	59.999000000000116	57.6	3000	0
