Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	BOAN	0.0	1.9990000000000236	0.0	2500	0
2	Spectrogram 1	1	BOAN	0.8	2.7990000000000235	0.8	2500	0
3	Spectrogram 1	1	BOAN	1.6	6.398999999999978	1.6	2500	0
4	Spectrogram 1	1	BOAN	6.0	7.999000000000024	6.0	2500	0
5	Spectrogram 1	1	BOAN	10.4	12.398999999999797	10.4	2500	0
6	Spectrogram 1	1	BOAN	11.2	13.598999999999887	11.2	2500	0
7	Spectrogram 1	1	BOAN	13.2	15.199000000000023	13.2	2500	0
8	Spectrogram 1	1	BOAN	15.2	17.199000000000023	15.2	2500	0
9	Spectrogram 1	1	BOAN	23.6	25.599000000000025	23.6	2500	0
10	Spectrogram 1	1	BOAN	24.4	26.398999999999795	24.4	2500	0
11	Spectrogram 1	1	BOAN	29.6	31.599000000000025	29.6	2500	0
12	Spectrogram 1	1	BOAN	30.8	32.79900000000002	30.8	2500	0
13	Spectrogram 1	1	BOAN	33.6	35.599000000000025	33.6	2500	0
14	Spectrogram 1	1	BOAN	36.8	38.79900000000002	36.8	2500	0
15	Spectrogram 1	1	BOAN	40.0	41.999000000000024	40.0	2500	0
16	Spectrogram 1	1	BOAN	41.6	44.79900000000007	41.6	2500	0
17	Spectrogram 1	1	BOAN	43.6	45.599000000000025	43.6	2500	0
18	Spectrogram 1	1	BOAN	46.4	48.798999999999886	46.4	2500	0
19	Spectrogram 1	1	BOAN	47.6	50.39899999999998	47.6	2500	0
20	Spectrogram 1	1	BOAN	51.2	53.19900000000003	51.2	2500	0
21	Spectrogram 1	1	BOAN	56.8	58.79900000000002	56.8	2500	0
