Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	BOAN	0.4	2.3990000000000236	0.4	2500	0
2	Spectrogram 1	1	BOAN	2.8	4.7990000000000235	2.8	2500	0
3	Spectrogram 1	1	BOAN	3.6	5.59899999999991	3.6	2500	0
4	Spectrogram 1	1	BOAN	5.2	7.598999999999887	5.2	2500	0
5	Spectrogram 1	1	BOAN	8.4	10.398999999999797	8.4	2500	0
6	Spectrogram 1	1	BOAN	9.2	11.199000000000023	9.2	2500	0
7	Spectrogram 1	1	BOAN	11.6	13.599000000000023	11.6	2500	0
8	Spectrogram 1	1	BOAN	12.4	14.398999999999797	12.4	2500	0
9	Spectrogram 1	1	BOAN	17.2	19.598999999999887	17.2	2500	0
10	Spectrogram 1	1	BOAN	22.8	25.199000000000115	22.8	2500	0
11	Spectrogram 1	1	BOAN	24.8	26.799000000000024	24.8	2500	0
12	Spectrogram 1	1	BOAN	26.4	29.59899999999984	26.4	2500	0
13	Spectrogram 1	1	BOAN	33.6	35.999000000000116	33.6	2500	0
14	Spectrogram 1	1	BOAN	39.2	41.19900000000003	39.2	2500	0
15	Spectrogram 1	1	BOAN	47.2	49.59899999999989	47.2	2500	0
16	Spectrogram 1	1	BOAN	48.4	50.398999999999795	48.4	2500	0
17	Spectrogram 1	1	BOAN	49.2	51.99899999999998	49.2	2500	0
18	Spectrogram 1	1	BOAN	51.2	53.19900000000003	51.2	2500	0
19	Spectrogram 1	1	BOAN	52.4	54.798999999999886	52.4	2500	0
20	Spectrogram 1	1	BOAN	54.0	55.999000000000024	54.0	2500	0
21	Spectrogram 1	1	BOAN	54.8	56.79900000000002	54.8	2500	0
22	Spectrogram 1	1	BOAN	55.6	57.599000000000025	55.6	2500	0
23	Spectrogram 1	1	BOAN	56.4	58.398999999999795	56.4	2500	0
24	Spectrogram 1	1	BOAN	57.2	59.19900000000003	57.2	2500	0
25	Spectrogram 1	1	BOAN	58.0	59.999000000000024	58.0	2500	0
26	Spectrogram 1	1	FUSC	0.0	1.9989999999999952	0.0	3000	0
27	Spectrogram 1	1	FUSC	16.0	17.999000000000024	16.0	3000	0
28	Spectrogram 1	1	FUSC	18.8	20.798999999999968	18.8	3000	1
29	Spectrogram 1	1	FUSC	27.6	29.999000000000002	27.6	3000	0
30	Spectrogram 1	1	FUSC	38.0	39.999000000000024	38.0	3000	1
