Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	DEND	7.2	9.19899999999991	7.2	7200	1
2	Spectrogram 1	1	DEND	38.8	41.199	38.8	7200	0
3	Spectrogram 1	1	DEND	58.0	59.999000000000024	58.0	7200	0
4	Spectrogram 1	1	FRAG	0.8	3.1990000000000007	0.8	3500	0
5	Spectrogram 1	1	FRAG	3.6	5.9990000000000006	3.6	3500	0
6	Spectrogram 1	1	FRAG	4.8	6.7990000000000235	4.8	3500	0
7	Spectrogram 1	1	FRAG	6.0	7.999000000000024	6.0	3500	0
8	Spectrogram 1	1	FRAG	9.6	11.599000000000023	9.6	3500	0
9	Spectrogram 1	1	FRAG	10.4	12.399000000000024	10.4	3500	0
10	Spectrogram 1	1	FRAG	14.4	16.399000000000022	14.4	3500	0
11	Spectrogram 1	1	FRAG	19.2	21.599	19.2	3500	0
12	Spectrogram 1	1	FRAG	20.8	22.799000000000024	20.8	3500	0
13	Spectrogram 1	1	FRAG	22.0	23.999000000000024	22.0	3500	0
14	Spectrogram 1	1	FRAG	26.4	28.399000000000022	26.4	3500	0
15	Spectrogram 1	1	FRAG	30.0	31.999000000000024	30.0	3500	0
16	Spectrogram 1	1	FRAG	30.8	32.79900000000002	30.8	3500	0
17	Spectrogram 1	1	FRAG	32.0	34.399	32.0	3500	0
18	Spectrogram 1	1	FRAG	34.0	35.999000000000024	34.0	3500	0
19	Spectrogram 1	1	FRAG	35.2	37.19899999999991	35.2	3500	0
20	Spectrogram 1	1	FRAG	39.2	41.19899999999991	39.2	3500	0
21	Spectrogram 1	1	FRAG	40.0	41.999000000000024	40.0	3500	0
22	Spectrogram 1	1	FRAG	41.2	43.19899999999991	41.2	3500	0
23	Spectrogram 1	1	FRAG	42.8	44.79900000000002	42.8	3500	0
24	Spectrogram 1	1	FRAG	47.6	49.599000000000025	47.6	3500	0
25	Spectrogram 1	1	FRAG	48.4	51.19899999999998	48.4	3500	0
26	Spectrogram 1	1	FRAG	50.0	52.79899999999998	50.0	3500	0
27	Spectrogram 1	1	FRAG	51.6	53.999	51.6	3500	0
28	Spectrogram 1	1	FRAG	54.4	56.39900000000002	54.4	3500	0
