Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FRAG	0.0	1.9990000000000236	0.0	3500	0
2	Spectrogram 1	1	FRAG	5.6	7.599000000000023	5.6	3500	0
3	Spectrogram 1	1	FRAG	16.0	17.999000000000024	16.0	3500	0
4	Spectrogram 1	1	FRAG	16.8	18.799000000000024	16.8	3500	0
5	Spectrogram 1	1	FRAG	26.0	27.999000000000024	26.0	3500	0
6	Spectrogram 1	1	FRAG	28.0	30.398999999999887	28.0	3500	0
7	Spectrogram 1	1	FRAG	56.4	59.19899999999998	56.4	3500	0
8	Spectrogram 1	1	FRAG	58.0	59.999000000000024	58.0	3500	0
9	Spectrogram 1	1	FUSC	2.0	3.9990000000000236	2.0	3000	0
10	Spectrogram 1	1	FUSC	7.2	9.199000000000023	7.2	3000	0
11	Spectrogram 1	1	FUSC	14.8	16.798999999999968	14.8	3000	0
12	Spectrogram 1	1	FUSC	33.6	35.59899999999997	33.6	3000	0
13	Spectrogram 1	1	FUSC	34.4	36.39900000000002	34.4	3000	1
14	Spectrogram 1	1	FUSC	35.6	37.59899999999997	35.6	3000	0
15	Spectrogram 1	1	FUSC	39.2	41.19900000000003	39.2	3000	0
16	Spectrogram 1	1	FUSC	46.0	48.399	46.0	3000	1
17	Spectrogram 1	1	FUSC	51.2	53.19900000000003	51.2	3000	0
18	Spectrogram 1	1	FUSC	53.2	55.99900000000004	53.2	3000	1
19	Spectrogram 1	1	FUSC	57.6	59.59899999999997	57.6	3000	0
