Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FUSC	1.6	3.5990000000000237	1.6	3000	0
2	Spectrogram 1	1	FUSC	3.6	5.599000000000023	3.6	3000	0
3	Spectrogram 1	1	FUSC	11.6	13.599000000000023	11.6	3000	0
4	Spectrogram 1	1	FUSC	27.6	29.599000000000025	27.6	3000	0
5	Spectrogram 1	1	FUSC	34.0	36.79899999999998	34.0	3000	0
6	Spectrogram 1	1	FUSC	42.8	44.79900000000002	42.8	3000	0
7	Spectrogram 1	1	FUSC	46.4	48.39900000000002	46.4	3000	0
8	Spectrogram 1	1	FUSC	50.8	52.79900000000002	50.8	3000	0
9	Spectrogram 1	1	FUSC	51.6	53.999	51.6	3000	1
10	Spectrogram 1	1	FUSC	52.8	54.79900000000002	52.8	3000	0
11	Spectrogram 1	1	FUSC	57.2	59.19899999999991	57.2	3000	0
