Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FRAG	9.6	11.598999999999966	9.6	3500	0
2	Spectrogram 1	1	FRAG	10.4	12.399000000000024	10.4	3500	0
3	Spectrogram 1	1	FRAG	11.6	13.598999999999966	11.6	3500	0
4	Spectrogram 1	1	FRAG	18.4	20.399000000000022	18.4	3500	0
5	Spectrogram 1	1	FRAG	20.0	21.999000000000024	20.0	3500	0
6	Spectrogram 1	1	FRAG	20.8	24.39899999999999	20.8	3500	0
7	Spectrogram 1	1	FRAG	29.2	31.199000000000023	29.2	3500	0
8	Spectrogram 1	1	FRAG	34.0	35.999000000000024	34.0	3500	1
9	Spectrogram 1	1	FRAG	35.6	37.59899999999997	35.6	3500	0
10	Spectrogram 1	1	FRAG	36.8	41.99900000000001	36.8	3500	0
11	Spectrogram 1	1	FRAG	40.8	43.199	40.8	3500	0
12	Spectrogram 1	1	FRAG	48.0	50.399	48.0	3500	0
13	Spectrogram 1	1	FRAG	49.2	52.399000000000015	49.2	3500	0
