Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	BOAN	0.0	2.798999999999978	0.0	2500	0
2	Spectrogram 1	1	BOAN	3.6	5.5989999999999664	3.6	2500	0
3	Spectrogram 1	1	BOAN	5.2	7.999000000000035	5.2	2500	0
4	Spectrogram 1	1	BOAN	10.0	11.999000000000024	10.0	2500	0
5	Spectrogram 1	1	BOAN	14.0	15.999000000000024	14.0	2500	0
6	Spectrogram 1	1	BOAN	14.8	16.798999999999968	14.8	2500	0
7	Spectrogram 1	1	BOAN	17.2	19.199000000000023	17.2	2500	0
8	Spectrogram 1	1	BOAN	18.0	19.999000000000024	18.0	2500	0
9	Spectrogram 1	1	BOAN	18.8	20.798999999999968	18.8	2500	0
10	Spectrogram 1	1	BOAN	19.6	21.59899999999997	19.6	2500	0
11	Spectrogram 1	1	BOAN	21.2	23.599	21.2	2500	0
12	Spectrogram 1	1	BOAN	22.4	25.59900000000001	22.4	2500	0
13	Spectrogram 1	1	BOAN	32.4	34.39900000000002	32.4	2500	0
14	Spectrogram 1	1	BOAN	33.2	35.19900000000003	33.2	2500	0
15	Spectrogram 1	1	BOAN	35.2	37.19900000000003	35.2	2500	0
16	Spectrogram 1	1	BOAN	37.6	39.999	37.6	2500	0
17	Spectrogram 1	1	BOAN	40.8	42.798999999999964	40.8	2500	0
18	Spectrogram 1	1	BOAN	45.2	47.599000000000004	45.2	2500	0
19	Spectrogram 1	1	BOAN	48.8	50.798999999999964	48.8	2500	0
20	Spectrogram 1	1	BOAN	49.6	52.39899999999998	49.6	2500	0
21	Spectrogram 1	1	BOAN	52.0	53.999000000000024	52.0	2500	0
22	Spectrogram 1	1	BOAN	53.6	55.59899999999997	53.6	2500	0
23	Spectrogram 1	1	BOAN	54.4	56.799	54.4	2500	0
24	Spectrogram 1	1	FUSC	7.2	9.199000000000023	7.2	3000	0
25	Spectrogram 1	1	FUSC	8.4	11.199000000000035	8.4	3000	0
26	Spectrogram 1	1	FUSC	12.0	13.999000000000024	12.0	3000	0
27	Spectrogram 1	1	FUSC	13.6	15.598999999999966	13.6	3000	0
28	Spectrogram 1	1	FUSC	21.2	23.199000000000023	21.2	3000	0
29	Spectrogram 1	1	FUSC	28.0	29.999000000000024	28.0	3000	0
30	Spectrogram 1	1	FUSC	30.0	32.79899999999998	30.0	3000	0
31	Spectrogram 1	1	FUSC	34.8	36.798999999999964	34.8	3000	0
32	Spectrogram 1	1	FUSC	35.6	38.39899999999998	35.6	3000	0
33	Spectrogram 1	1	FUSC	38.0	39.999000000000024	38.0	3000	0
34	Spectrogram 1	1	FUSC	38.8	40.798999999999964	38.8	3000	0
35	Spectrogram 1	1	FUSC	39.6	41.59899999999997	39.6	3000	0
36	Spectrogram 1	1	FUSC	42.4	44.799	42.4	3000	0
37	Spectrogram 1	1	FUSC	52.4	54.39900000000002	52.4	3000	0
