Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	BOAN	4.4	6.799000000000001	4.4	2500	0
2	Spectrogram 1	1	BOAN	8.4	10.398999999999996	8.4	2500	0
3	Spectrogram 1	1	BOAN	9.6	11.598999999999995	9.6	2500	0
4	Spectrogram 1	1	BOAN	10.4	12.398999999999996	10.4	2500	0
5	Spectrogram 1	1	BOAN	11.2	13.199000000000023	11.2	2500	0
6	Spectrogram 1	1	BOAN	14.8	17.59899999999998	14.8	2500	0
7	Spectrogram 1	1	BOAN	17.2	19.199000000000023	17.2	2500	0
8	Spectrogram 1	1	BOAN	21.2	23.999000000000034	21.2	2500	0
9	Spectrogram 1	1	BOAN	26.4	28.399000000000022	26.4	2500	0
10	Spectrogram 1	1	BOAN	28.4	30.399000000000022	28.4	2500	0
11	Spectrogram 1	1	BOAN	30.0	33.19900000000001	30.0	2500	0
12	Spectrogram 1	1	BOAN	33.2	36.399000000000015	33.2	2500	0
13	Spectrogram 1	1	BOAN	35.2	37.19900000000003	35.2	2500	0
14	Spectrogram 1	1	BOAN	38.0	39.999000000000024	38.0	2500	0
15	Spectrogram 1	1	BOAN	38.8	40.798999999999964	38.8	2500	0
16	Spectrogram 1	1	BOAN	42.8	45.199	42.8	2500	0
17	Spectrogram 1	1	BOAN	44.4	46.39900000000002	44.4	2500	0
18	Spectrogram 1	1	BOAN	45.2	47.19900000000003	45.2	2500	0
19	Spectrogram 1	1	BOAN	46.8	48.798999999999964	46.8	2500	0
20	Spectrogram 1	1	BOAN	48.0	51.59899999999999	48.0	2500	0
21	Spectrogram 1	1	BOAN	50.4	54.799	50.4	2500	0
22	Spectrogram 1	1	BOAN	55.6	57.59899999999997	55.6	2500	0
23	Spectrogram 1	1	FUSC	4.8	7.199000000000114	4.8	3000	0
24	Spectrogram 1	1	FUSC	6.0	7.999000000000024	6.0	3000	0
25	Spectrogram 1	1	FUSC	11.2	14.798999999999932	11.2	3000	1
26	Spectrogram 1	1	FUSC	18.0	20.398999999999887	18.0	3000	0
27	Spectrogram 1	1	FUSC	20.0	21.999000000000024	20.0	3000	0
28	Spectrogram 1	1	FUSC	26.0	27.999000000000024	26.0	3000	0
29	Spectrogram 1	1	FUSC	28.8	30.799000000000024	28.8	3000	0
30	Spectrogram 1	1	FUSC	43.6	45.599000000000025	43.6	3000	0
31	Spectrogram 1	1	FUSC	54.0	56.39899999999989	54.0	3000	0
