Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FRAG	0.8	2.7990000000000235	0.8	3500	0
2	Spectrogram 1	1	FRAG	1.6	3.5990000000000237	1.6	3500	0
3	Spectrogram 1	1	FRAG	5.6	7.599000000000023	5.6	3500	0
4	Spectrogram 1	1	FRAG	9.6	11.599000000000023	9.6	3500	0
5	Spectrogram 1	1	FRAG	14.0	15.999000000000024	14.0	3500	0
6	Spectrogram 1	1	FRAG	15.2	17.998999999999977	15.2	3500	0
7	Spectrogram 1	1	FRAG	16.8	18.799000000000024	16.8	3500	0
8	Spectrogram 1	1	FRAG	20.4	22.398999999999795	20.4	3500	1
9	Spectrogram 1	1	FRAG	34.0	35.999000000000024	34.0	3500	0
10	Spectrogram 1	1	FRAG	36.4	39.19899999999998	36.4	3500	0
11	Spectrogram 1	1	FRAG	43.6	45.599000000000025	43.6	3500	0
12	Spectrogram 1	1	FRAG	49.6	51.599000000000025	49.6	3500	0
13	Spectrogram 1	1	FRAG	50.8	53.19900000000011	50.8	3500	0
14	Spectrogram 1	1	FRAG	52.0	53.999000000000024	52.0	3500	0
