Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	DDPX	0.4	2.398999999999995	0.4	3100	1
2	Spectrogram 1	1	DDPX	11.2	13.199000000000023	11.2	3100	1
3	Spectrogram 1	1	DDPX	29.6	31.598999999999997	29.6	3100	0
4	Spectrogram 1	1	DDPX	35.6	37.599	35.6	3100	0
5	Spectrogram 1	1	DDPX	37.2	39.19900000000003	37.2	3100	0
6	Spectrogram 1	1	DDPX	38.8	40.79899999999999	38.8	3100	1
7	Spectrogram 1	1	DDPX	49.6	53.19900000000002	49.6	3100	1
8	Spectrogram 1	1	PTGN	1.2	3.199000000000024	1.2	1000	0
9	Spectrogram 1	1	PTGN	23.6	25.999000000000002	23.6	1000	0
10	Spectrogram 1	1	PTGN	25.6	27.999000000000002	25.6	1000	0
