Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FUSC	4.0	6.798999999999978	4.0	3000	0
2	Spectrogram 1	1	FUSC	6.0	8.798999999999978	6.0	3000	1
3	Spectrogram 1	1	FUSC	13.2	15.199000000000023	13.2	3000	0
4	Spectrogram 1	1	FUSC	14.0	15.999000000000024	14.0	3000	0
5	Spectrogram 1	1	FUSC	17.2	19.199000000000023	17.2	3000	0
6	Spectrogram 1	1	FUSC	23.2	25.199000000000023	23.2	3000	1
7	Spectrogram 1	1	FUSC	25.2	27.199000000000023	25.2	3000	0
8	Spectrogram 1	1	FUSC	46.4	48.398999999999795	46.4	3000	0
9	Spectrogram 1	1	FUSC	47.2	49.19900000000003	47.2	3000	0
10	Spectrogram 1	1	FUSC	48.4	50.798999999999886	48.4	3000	0
