Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	DEND	1.2	3.199000000000024	1.2	7200	0
2	Spectrogram 1	1	DEND	5.2	7.199000000000024	5.2	7200	0
3	Spectrogram 1	1	DEND	15.6	17.99900000000003	15.6	7200	0
4	Spectrogram 1	1	DEND	17.2	19.199000000000023	17.2	7200	0
5	Spectrogram 1	1	DEND	19.2	21.199000000000023	19.2	7200	0
6	Spectrogram 1	1	DEND	23.2	26.79899999999999	23.2	7200	0
7	Spectrogram 1	1	DEND	30.0	31.999000000000024	30.0	7200	0
8	Spectrogram 1	1	DEND	35.2	37.19900000000003	35.2	7200	0
9	Spectrogram 1	1	DEND	37.6	39.59899999999997	37.6	7200	0
10	Spectrogram 1	1	DEND	39.2	41.19900000000003	39.2	7200	0
11	Spectrogram 1	1	DEND	50.8	53.199	50.8	7200	0
12	Spectrogram 1	1	DEND	52.4	54.39900000000002	52.4	7200	0
13	Spectrogram 1	1	DEND	56.4	58.39900000000002	56.4	7200	0
