Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	FRAG	0.4	2.3990000000000236	0.4	3500	0
2	Spectrogram 1	1	FRAG	1.2	5.599000000000001	1.2	3500	1
3	Spectrogram 1	1	FRAG	5.6	7.5989999999999664	5.6	3500	0
4	Spectrogram 1	1	FRAG	7.2	9.199000000000023	7.2	3500	0
5	Spectrogram 1	1	FRAG	10.4	12.399000000000024	10.4	3500	0
6	Spectrogram 1	1	FRAG	17.6	19.59899999999997	17.6	3500	0
7	Spectrogram 1	1	FRAG	28.0	29.999000000000024	28.0	3500	0
8	Spectrogram 1	1	FRAG	30.8	33.19899999999994	30.8	3500	0
9	Spectrogram 1	1	FRAG	40.0	42.399	40.0	3500	0
10	Spectrogram 1	1	FRAG	41.2	43.99899999999998	41.2	3500	0
11	Spectrogram 1	1	FRAG	42.8	44.79900000000002	42.8	3500	0
12	Spectrogram 1	1	FRAG	49.2	51.19899999999991	49.2	3500	0
13	Spectrogram 1	1	FRAG	51.2	53.19899999999991	51.2	3500	0
14	Spectrogram 1	1	FRAG	52.4	54.39900000000002	52.4	3500	0
15	Spectrogram 1	1	FUSC	18.4	20.399000000000022	18.4	3000	0
16	Spectrogram 1	1	FUSC	20.4	22.399000000000022	20.4	3000	0
17	Spectrogram 1	1	FUSC	23.2	25.199000000000023	23.2	3000	0
18	Spectrogram 1	1	FUSC	35.2	37.599000000000004	35.2	3000	1
19	Spectrogram 1	1	FUSC	41.6	46.39899999999998	41.6	3000	1
20	Spectrogram 1	1	FUSC	55.6	57.599000000000025	55.6	3000	1
