Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	review
1	Spectrogram 1	1	BOAN	0.0	1.9990000000000236	0.0	2500	0
2	Spectrogram 1	1	BOAN	1.6	4.798999999999955	1.6	2500	0
3	Spectrogram 1	1	BOAN	3.6	6.398999999999978	3.6	2500	0
4	Spectrogram 1	1	BOAN	5.2	7.19899999999991	5.2	2500	0
5	Spectrogram 1	1	BOAN	6.0	7.999000000000024	6.0	2500	0
6	Spectrogram 1	1	BOAN	8.4	10.399000000000024	8.4	2500	0
7	Spectrogram 1	1	BOAN	9.6	11.599000000000023	9.6	2500	0
8	Spectrogram 1	1	BOAN	10.8	12.799000000000024	10.8	2500	0
9	Spectrogram 1	1	BOAN	11.6	13.599000000000023	11.6	2500	0
10	Spectrogram 1	1	BOAN	12.4	14.799000000000001	12.4	2500	0
11	Spectrogram 1	1	BOAN	15.2	17.19899999999991	15.2	2500	0
12	Spectrogram 1	1	BOAN	17.2	20.398999999999955	17.2	2500	0
13	Spectrogram 1	1	BOAN	19.6	21.599000000000025	19.6	2500	0
14	Spectrogram 1	1	BOAN	24.4	26.399000000000022	24.4	2500	0
15	Spectrogram 1	1	BOAN	25.2	27.19899999999991	25.2	2500	0
16	Spectrogram 1	1	BOAN	28.4	30.399000000000022	28.4	2500	0
17	Spectrogram 1	1	BOAN	30.0	32.399	30.0	2500	0
18	Spectrogram 1	1	BOAN	31.2	33.19899999999991	31.2	2500	0
19	Spectrogram 1	1	BOAN	32.4	34.799	32.4	2500	0
20	Spectrogram 1	1	BOAN	33.6	36.79899999999996	33.6	2500	0
21	Spectrogram 1	1	BOAN	36.4	38.39900000000002	36.4	2500	0
22	Spectrogram 1	1	BOAN	40.8	42.79900000000002	40.8	2500	0
23	Spectrogram 1	1	BOAN	43.6	47.198999999999934	43.6	2500	0
24	Spectrogram 1	1	BOAN	46.0	47.999000000000024	46.0	2500	0
25	Spectrogram 1	1	BOAN	48.0	49.999000000000024	48.0	2500	0
26	Spectrogram 1	1	BOAN	49.2	51.19899999999991	49.2	2500	0
27	Spectrogram 1	1	BOAN	51.2	53.599000000000004	51.2	2500	0
28	Spectrogram 1	1	BOAN	57.2	59.19899999999991	57.2	2500	0
