Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.586666667	0.885333333	2695.312	3164.062	3093.750	
2	Spectrogram 1	1	1.066666667	1.397333333	2414.062	3515.625	3093.750	
3	Spectrogram 1	1	1.866666667	7.232000000	796.875	3703.125	3093.750	
4	Spectrogram 1	1	2.400000000	2.656000000	5625.000	5929.688	5718.750	
5	Spectrogram 1	1	3.434666667	3.744000000	5578.125	5929.688	5625.000	
6	Spectrogram 1	1	4.512000000	6.037333333	796.875	1289.062	937.500	
7	Spectrogram 1	1	4.650666667	4.938666667	5578.125	5953.125	5625.000	
8	Spectrogram 1	1	5.760000000	6.037333333	5601.562	5953.125	5625.000	
9	Spectrogram 1	1	7.370666667	7.637333333	2648.438	3210.938	3093.750	
10	Spectrogram 1	1	7.744000000	8.032000000	2671.875	3210.938	3093.750	
11	Spectrogram 1	1	8.181333333	8.458666667	2671.875	3210.938	3093.750	
12	Spectrogram 1	1	8.256000000	8.469333333	5578.125	5906.250	5625.000	
13	Spectrogram 1	1	9.280000000	9.610666667	5578.125	5906.250	5625.000	
14	Spectrogram 1	1	9.440000000	9.706666667	2695.312	3210.938	3093.750	
15	Spectrogram 1	1	9.760000000	10.090666667	2695.312	3632.812	3093.750	
16	Spectrogram 1	1	10.186666667	10.464000000	2695.312	3234.375	3093.750	
17	Spectrogram 1	1	10.421333333	10.784000000	5554.688	5953.125	5625.000	
18	Spectrogram 1	1	11.456000000	11.733333333	2648.438	3656.250	3093.750	
19	Spectrogram 1	1	11.605333333	11.946666667	5554.688	5906.250	5625.000	
20	Spectrogram 1	1	12.352000000	12.618666667	2648.438	3679.688	3093.750	
21	Spectrogram 1	1	12.661333333	12.949333333	5554.688	5906.250	5718.750	
22	Spectrogram 1	1	12.757333333	12.992000000	2578.125	3210.938	3093.750	
23	Spectrogram 1	1	13.504000000	13.845333333	5578.125	5929.688	5625.000	
24	Spectrogram 1	1	14.058666667	14.314666667	2578.125	3210.938	3093.750	
25	Spectrogram 1	1	14.378666667	14.464000000	1875.000	2625.000	2531.250	
26	Spectrogram 1	1	14.378666667	14.997333333	843.750	1195.312	1125.000	
27	Spectrogram 1	1	14.389333333	14.773333333	2695.312	3210.938	3093.750	
28	Spectrogram 1	1	16.320000000	17.045333333	2390.625	3632.812	3093.750	
29	Spectrogram 1	1	17.194666667	20.650666667	773.438	3679.688	3093.750	
30	Spectrogram 1	1	17.408000000	18.240000000	679.688	1148.438	1031.250	
31	Spectrogram 1	1	17.952000000	18.208000000	5601.562	5906.250	5625.000	
32	Spectrogram 1	1	19.104000000	19.402666667	5601.562	5953.125	5625.000	
33	Spectrogram 1	1	20.266666667	20.608000000	5531.250	5953.125	5531.250	
34	Spectrogram 1	1	21.376000000	21.706666667	5578.125	5929.688	5625.000	
35	Spectrogram 1	1	22.410666667	22.698666667	5578.125	5929.688	5718.750	
36	Spectrogram 1	1	22.666666667	22.784000000	2343.750	2812.500	2531.250	
37	Spectrogram 1	1	23.488000000	23.797333333	5554.688	5906.250	5718.750	
38	Spectrogram 1	1	24.693333333	25.013333333	5531.250	5953.125	5625.000	
39	Spectrogram 1	1	25.856000000	26.165333333	5554.688	5953.125	5625.000	
40	Spectrogram 1	1	29.152000000	29.493333333	5554.688	5929.688	5718.750	
41	Spectrogram 1	1	30.346666667	30.698666667	5554.688	5906.250	5718.750	
42	Spectrogram 1	1	30.538666667	30.730666667	2437.500	3492.188	2906.250	
43	Spectrogram 1	1	31.509333333	31.818666667	5578.125	5906.250	5625.000	
