Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	3.413333333	562.500	2765.625	1500.000	
2	Spectrogram 1	1	1.184000000	1.397333333	1968.750	2507.812	2437.500	
3	Spectrogram 1	1	3.498666667	3.904000000	960.938	1617.188	1312.500	
4	Spectrogram 1	1	4.469333333	4.896000000	796.875	1242.188	937.500	
5	Spectrogram 1	1	4.554666667	4.896000000	1734.375	2250.000	1968.750	
6	Spectrogram 1	1	5.664000000	8.501333333	1875.000	3000.000	2906.250	
7	Spectrogram 1	1	8.576000000	8.821333333	1242.188	2414.062	1593.750	
8	Spectrogram 1	1	9.632000000	9.962666667	4734.375	5789.062	5156.250	
9	Spectrogram 1	1	9.653333333	9.760000000	3984.375	4429.688	4031.250	
10	Spectrogram 1	1	18.869333333	19.157333333	1429.688	2437.500	2343.750	
11	Spectrogram 1	1	19.776000000	20.085333333	5062.500	5671.875	5343.750	
12	Spectrogram 1	1	20.949333333	21.162666667	1265.625	1757.812	1406.250	
13	Spectrogram 1	1	22.165333333	22.506666667	1242.188	1757.812	1406.250	
14	Spectrogram 1	1	22.997333333	23.136000000	1242.188	1804.688	1500.000	
15	Spectrogram 1	1	24.608000000	24.746666667	1218.750	1640.625	1312.500	
16	Spectrogram 1	1	27.242666667	27.562666667	492.188	843.750	750.000	Patagioenas_cayennensis
17	Spectrogram 1	1	28.874666667	29.066666667	5109.375	5601.562	5250.000	
18	Spectrogram 1	1	32.661333333	32.800000000	4289.062	4851.562	4312.500	
19	Spectrogram 1	1	34.624000000	37.216000000	4195.312	6046.875	5437.500	
20	Spectrogram 1	1	37.045333333	37.194666667	1265.625	1781.250	1500.000	
21	Spectrogram 1	1	40.714666667	40.896000000	820.312	1171.875	1031.250	
22	Spectrogram 1	1	41.130666667	41.354666667	890.625	1335.938	937.500	
23	Spectrogram 1	1	41.813333333	42.112000000	890.625	1218.750	937.500	
24	Spectrogram 1	1	52.704000000	52.970666667	4007.812	4359.375	4312.500	
25	Spectrogram 1	1	53.205333333	53.504000000	4101.562	4593.750	4406.250	
26	Spectrogram 1	1	53.813333333	53.994666667	3914.062	4265.625	4031.250	
27	Spectrogram 1	1	54.176000000	54.485333333	4101.562	4453.125	4312.500	
28	Spectrogram 1	1	54.901333333	55.136000000	8625.000	10406.250	10218.750	
29	Spectrogram 1	1	55.157333333	55.253333333	10921.875	11484.375	11062.500	
30	Spectrogram 1	1	55.189333333	55.840000000	8179.688	10734.375	8906.250	
31	Spectrogram 1	1	55.413333333	55.872000000	3820.312	4453.125	4125.000	
32	Spectrogram 1	1	56.085333333	56.416000000	10031.250	10664.062	10218.750	
33	Spectrogram 1	1	59.882666667	59.989333333	9773.438	10734.375	10500.000	
34	Spectrogram 1	1	59.946666667	59.989333333	7921.875	9515.625	8437.500	
