Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.234666667	5460.938	5976.562	5578.125	
2	Spectrogram 1	1	0.576000000	0.672000000	10265.625	11039.062	11015.625	
3	Spectrogram 1	1	1.088000000	1.312000000	9726.562	12984.375	12000.000	
4	Spectrogram 1	1	1.205333333	1.301333333	8765.625	9375.000	9164.062	
5	Spectrogram 1	1	3.562666667	4.117333333	3234.375	3750.000	3656.250	
6	Spectrogram 1	1	3.786666667	4.320000000	4101.562	7078.125	6914.062	
7	Spectrogram 1	1	5.664000000	6.528000000	3890.625	6937.500	6421.875	
8	Spectrogram 1	1	5.674666667	5.856000000	8671.875	11085.938	8765.625	
9	Spectrogram 1	1	5.749333333	6.229333333	3234.375	3679.688	3445.312	
10	Spectrogram 1	1	6.282666667	6.464000000	8390.625	9023.438	8648.438	
11	Spectrogram 1	1	6.293333333	6.442666667	11062.500	11671.875	11109.375	
12	Spectrogram 1	1	7.786666667	8.106666667	4476.562	6796.875	6421.875	
13	Spectrogram 1	1	10.101333333	10.517333333	5015.625	6937.500	5929.688	
14	Spectrogram 1	1	11.114666667	11.648000000	4523.438	6843.750	5765.625	
15	Spectrogram 1	1	13.013333333	13.301333333	5601.562	6890.625	6492.188	
16	Spectrogram 1	1	13.600000000	14.997333333	1335.938	2367.188	1921.875	
17	Spectrogram 1	1	15.082666667	15.786666667	1265.625	2320.312	1382.812	
18	Spectrogram 1	1	15.274666667	15.424000000	12421.875	12843.750	12515.625	
19	Spectrogram 1	1	15.274666667	15.488000000	8953.125	12210.938	9562.500	
20	Spectrogram 1	1	15.861333333	23.914666667	445.312	2531.250	609.375	
21	Spectrogram 1	1	16.202666667	16.650666667	4429.688	6726.562	5882.812	
22	Spectrogram 1	1	17.610666667	17.749333333	8765.625	11179.688	8882.812	
23	Spectrogram 1	1	17.866666667	18.037333333	8437.500	11367.188	9398.438	
24	Spectrogram 1	1	18.154666667	18.368000000	8695.312	11671.875	9023.438	
25	Spectrogram 1	1	18.346666667	18.709333333	4664.062	6960.938	5765.625	
26	Spectrogram 1	1	18.496000000	18.666666667	8484.375	11835.938	10265.625	
27	Spectrogram 1	1	18.826666667	18.965333333	8835.938	11437.500	9960.938	
28	Spectrogram 1	1	19.114666667	19.285333333	8671.875	11976.562	10171.875	
29	Spectrogram 1	1	19.456000000	19.562666667	9398.438	11320.312	10593.750	
30	Spectrogram 1	1	19.680000000	19.861333333	8648.438	11343.750	9492.188	
31	Spectrogram 1	1	20.000000000	20.138666667	8554.688	10710.938	9843.750	
32	Spectrogram 1	1	20.277333333	20.394666667	9210.938	11367.188	10265.625	
33	Spectrogram 1	1	20.565333333	20.693333333	8625.000	11507.812	9375.000	
34	Spectrogram 1	1	20.864000000	20.949333333	8929.688	10945.312	9281.250	
