Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.138666667	0.672000000	5507.812	6093.750	5625.000	
2	Spectrogram 1	1	0.384000000	0.608000000	3632.812	3984.375	3937.500	
3	Spectrogram 1	1	1.130666667	1.557333333	3304.688	4078.125	3656.250	Dendropsophus_microcephalus
4	Spectrogram 1	1	2.112000000	2.645333333	5554.688	6421.875	5718.750	
5	Spectrogram 1	1	2.709333333	3.125333333	3257.812	4101.562	3750.000	Dendropsophus_microcephalus
6	Spectrogram 1	1	3.712000000	4.213333333	5531.250	6117.188	5718.750	
7	Spectrogram 1	1	5.397333333	5.866666667	2531.250	4125.000	3656.250	Dendropsophus_microcephalus
8	Spectrogram 1	1	6.154666667	6.677333333	5554.688	6046.875	5625.000	
9	Spectrogram 1	1	6.389333333	6.528000000	2976.562	3375.000	3281.250	
10	Spectrogram 1	1	6.741333333	7.445333333	2742.188	4078.125	3656.250	Dendropsophus_microcephalus
11	Spectrogram 1	1	7.765333333	7.925333333	2812.500	3375.000	3281.250	
12	Spectrogram 1	1	8.138666667	8.288000000	2929.688	3445.312	3281.250	
13	Spectrogram 1	1	8.224000000	8.437333333	3609.375	4054.688	3937.500	
14	Spectrogram 1	1	8.576000000	9.098666667	5531.250	6117.188	5531.250	
15	Spectrogram 1	1	8.608000000	8.757333333	2765.625	3304.688	3281.250	
16	Spectrogram 1	1	9.120000000	9.546666667	3117.188	4148.438	3656.250	Dendropsophus_microcephalus
17	Spectrogram 1	1	10.090666667	10.688000000	5531.250	6046.875	5718.750	
18	Spectrogram 1	1	11.050666667	11.413333333	3140.625	4054.688	3750.000	Dendropsophus_microcephalus
19	Spectrogram 1	1	11.338666667	11.808000000	5273.438	6093.750	5343.750	
20	Spectrogram 1	1	12.586666667	13.077333333	5531.250	6023.438	5531.250	
21	Spectrogram 1	1	12.725333333	13.280000000	2906.250	4125.000	3656.250	Dendropsophus_microcephalus
22	Spectrogram 1	1	14.229333333	14.784000000	5507.812	6421.875	5531.250	
23	Spectrogram 1	1	14.538666667	15.050666667	3093.750	4125.000	3656.250	Dendropsophus_microcephalus
24	Spectrogram 1	1	14.805333333	15.242666667	6281.250	6679.688	6562.500	
25	Spectrogram 1	1	15.797333333	16.330666667	5531.250	6328.125	5531.250	
26	Spectrogram 1	1	17.056000000	17.482666667	6117.188	6703.125	6562.500	
27	Spectrogram 1	1	17.322666667	17.834666667	5554.688	6093.750	5625.000	
28	Spectrogram 1	1	17.504000000	17.696000000	3632.812	4031.250	4031.250	
29	Spectrogram 1	1	18.730666667	19.232000000	5507.812	6023.438	5625.000	
30	Spectrogram 1	1	18.944000000	19.445333333	3140.625	4101.562	3656.250	Dendropsophus_microcephalus
31	Spectrogram 1	1	19.584000000	20.021333333	6164.062	6679.688	6562.500	
32	Spectrogram 1	1	19.989333333	20.405333333	6046.875	6515.625	6468.750	
33	Spectrogram 1	1	20.213333333	20.725333333	5601.562	6093.750	5906.250	
34	Spectrogram 1	1	20.352000000	20.661333333	3585.938	4078.125	3937.500	
35	Spectrogram 1	1	20.362666667	20.501333333	2929.688	3398.438	3281.250	
36	Spectrogram 1	1	20.970666667	21.173333333	4898.438	5250.000	5062.500	
37	Spectrogram 1	1	21.429333333	22.048000000	3164.062	4125.000	3750.000	Dendropsophus_microcephalus
38	Spectrogram 1	1	21.728000000	22.197333333	6117.188	6656.250	6562.500	
39	Spectrogram 1	1	22.058666667	22.549333333	5484.375	6093.750	5718.750	
40	Spectrogram 1	1	23.392000000	23.872000000	3257.812	4054.688	3843.750	Dendropsophus_microcephalus
41	Spectrogram 1	1	23.509333333	24.000000000	5578.125	6093.750	5625.000	
