Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.554666667	0.725333333	3867.188	4617.188	3937.500	
2	Spectrogram 1	1	1.642666667	1.781333333	2812.500	3187.500	3093.750	
3	Spectrogram 1	1	1.717333333	1.962666667	1500.000	2179.688	1781.250	
4	Spectrogram 1	1	1.834666667	2.005333333	3445.312	4734.375	3656.250	
5	Spectrogram 1	1	2.218666667	2.826666667	1289.062	2273.438	1687.500	
6	Spectrogram 1	1	2.229333333	2.410666667	2882.812	3210.938	3187.500	
7	Spectrogram 1	1	2.240000000	2.592000000	4007.812	5226.562	4968.750	
8	Spectrogram 1	1	2.485333333	2.784000000	2437.500	3000.000	2718.750	
9	Spectrogram 1	1	3.168000000	3.338666667	3890.625	4687.500	3937.500	
10	Spectrogram 1	1	4.469333333	4.714666667	1781.250	2789.062	2343.750	
11	Spectrogram 1	1	4.501333333	4.661333333	3843.750	4710.938	3937.500	
12	Spectrogram 1	1	5.749333333	6.037333333	1593.750	2437.500	2343.750	
13	Spectrogram 1	1	5.760000000	5.973333333	3843.750	4851.562	3937.500	
14	Spectrogram 1	1	5.813333333	5.994666667	7687.500	7992.188	7781.250	
15	Spectrogram 1	1	6.154666667	6.368000000	1734.375	2085.938	1968.750	
16	Spectrogram 1	1	6.613333333	7.008000000	1687.500	2226.562	2156.250	Crotophaga_ani
17	Spectrogram 1	1	6.922666667	7.189333333	2601.562	3210.938	3000.000	
18	Spectrogram 1	1	7.232000000	7.573333333	3796.875	5203.125	3843.750	
19	Spectrogram 1	1	7.754666667	8.064000000	1195.312	2437.500	2250.000	
20	Spectrogram 1	1	8.736000000	8.949333333	3843.750	4710.938	3843.750	
21	Spectrogram 1	1	8.736000000	9.120000000	1757.812	2273.438	2156.250	Crotophaga_ani
22	Spectrogram 1	1	9.045333333	9.269333333	2835.938	3164.062	3000.000	
23	Spectrogram 1	1	9.418666667	9.589333333	11320.312	11835.938	11343.750	
24	Spectrogram 1	1	9.653333333	9.834666667	11367.188	11835.938	11531.250	
25	Spectrogram 1	1	10.026666667	10.282666667	3867.188	4851.562	3937.500	
26	Spectrogram 1	1	11.296000000	11.680000000	3750.000	4898.438	3750.000	
27	Spectrogram 1	1	11.434666667	11.818666667	1828.125	2273.438	2156.250	Crotophaga_ani
28	Spectrogram 1	1	11.466666667	11.573333333	11015.625	11695.312	11250.000	
29	Spectrogram 1	1	11.680000000	12.064000000	2835.938	3609.375	3562.500	
30	Spectrogram 1	1	11.808000000	11.957333333	5343.750	5929.688	5437.500	
31	Spectrogram 1	1	11.861333333	11.978666667	4078.125	5132.812	4125.000	
32	Spectrogram 1	1	12.640000000	12.938666667	2742.188	3632.812	3562.500	
33	Spectrogram 1	1	12.885333333	13.162666667	3843.750	4804.688	4031.250	
34	Spectrogram 1	1	13.504000000	13.792000000	2859.375	3656.250	3656.250	
35	Spectrogram 1	1	13.877333333	14.282666667	2742.188	3679.688	3656.250	
36	Spectrogram 1	1	14.186666667	14.549333333	3679.688	5414.062	3750.000	
37	Spectrogram 1	1	14.218666667	14.453333333	1453.125	1851.562	1593.750	
38	Spectrogram 1	1	15.050666667	15.552000000	1804.688	2414.062	2156.250	Crotophaga_ani
39	Spectrogram 1	1	15.402666667	15.733333333	2882.812	3210.938	3000.000	
40	Spectrogram 1	1	15.594666667	15.904000000	914.062	1992.188	1031.250	
41	Spectrogram 1	1	15.637333333	15.850666667	3796.875	4734.375	3937.500	
42	Spectrogram 1	1	15.946666667	16.213333333	2203.125	2695.312	2531.250	
43	Spectrogram 1	1	16.501333333	16.640000000	9843.750	10406.250	9843.750	
44	Spectrogram 1	1	17.173333333	17.365333333	3843.750	4687.500	3843.750	
45	Spectrogram 1	1	17.226666667	17.504000000	1875.000	2250.000	2062.500	Crotophaga_ani
46	Spectrogram 1	1	18.442666667	18.624000000	3843.750	4734.375	3843.750	
47	Spectrogram 1	1	19.690666667	19.925333333	3398.438	4757.812	3656.250	
48	Spectrogram 1	1	21.162666667	21.354666667	3820.312	4781.250	3843.750	
49	Spectrogram 1	1	21.365333333	21.514666667	6515.625	7007.812	6937.500	
50	Spectrogram 1	1	22.453333333	22.645333333	3843.750	4710.938	4125.000	
51	Spectrogram 1	1	22.656000000	22.762666667	867.188	1335.938	1125.000	
52	Spectrogram 1	1	23.829333333	24.010666667	3796.875	4687.500	3843.750	
53	Spectrogram 1	1	25.056000000	25.418666667	1804.688	2109.375	1968.750	Crotophaga_ani
54	Spectrogram 1	1	25.173333333	25.418666667	3796.875	4804.688	3843.750	
55	Spectrogram 1	1	26.176000000	26.325333333	6515.625	6867.188	6843.750	
56	Spectrogram 1	1	26.229333333	26.325333333	3093.750	3679.688	3656.250	
57	Spectrogram 1	1	26.410666667	26.581333333	7078.125	7453.125	7406.250	
58	Spectrogram 1	1	26.528000000	26.773333333	3421.875	4921.875	3562.500	
59	Spectrogram 1	1	27.136000000	27.285333333	4546.875	5414.062	4687.500	
60	Spectrogram 1	1	27.338666667	27.776000000	1476.562	2179.688	2062.500	Crotophaga_ani
61	Spectrogram 1	1	27.957333333	28.160000000	3539.062	4781.250	3562.500	
62	Spectrogram 1	1	28.394666667	28.714666667	3164.062	3679.688	3562.500	
63	Spectrogram 1	1	28.885333333	29.194666667	867.188	2343.750	1406.250	
64	Spectrogram 1	1	29.024000000	29.269333333	7218.750	7921.875	7687.500	
65	Spectrogram 1	1	29.077333333	29.226666667	4148.438	4523.438	4406.250	
66	Spectrogram 1	1	29.333333333	29.589333333	3398.438	4687.500	3656.250	
67	Spectrogram 1	1	29.856000000	30.261333333	398.438	703.125	468.750	
68	Spectrogram 1	1	29.877333333	30.016000000	3093.750	3726.562	3562.500	
69	Spectrogram 1	1	30.250666667	30.464000000	2789.062	3679.688	3562.500	
70	Spectrogram 1	1	30.666666667	30.944000000	3867.188	4687.500	4031.250	
71	Spectrogram 1	1	30.933333333	31.349333333	140.625	632.812	187.500	
72	Spectrogram 1	1	31.125333333	31.413333333	2812.500	3679.688	3656.250	
73	Spectrogram 1	1	31.573333333	31.957333333	2765.625	3703.125	3562.500	
74	Spectrogram 1	1	32.042666667	32.224000000	3820.312	4664.062	3937.500	
75	Spectrogram 1	1	32.906666667	33.461333333	140.625	492.188	187.500	
76	Spectrogram 1	1	33.354666667	33.610666667	3843.750	4875.000	3937.500	
77	Spectrogram 1	1	33.557333333	33.738666667	6867.188	7828.125	7687.500	
78	Spectrogram 1	1	34.346666667	34.453333333	11296.875	12562.500	11718.750	
79	Spectrogram 1	1	34.368000000	34.464000000	9562.500	10101.562	9843.750	
80	Spectrogram 1	1	34.570666667	34.730666667	164.062	539.062	187.500	
81	Spectrogram 1	1	34.677333333	35.061333333	3820.312	4945.312	3843.750	
82	Spectrogram 1	1	34.709333333	35.061333333	1148.438	2437.500	2343.750	
83	Spectrogram 1	1	35.488000000	35.904000000	281.250	585.938	281.250	
84	Spectrogram 1	1	36.000000000	36.181333333	3796.875	4804.688	3937.500	
85	Spectrogram 1	1	36.480000000	36.981333333	117.188	539.062	187.500	
86	Spectrogram 1	1	36.949333333	37.162666667	2203.125	3023.438	2343.750	
87	Spectrogram 1	1	37.120000000	37.290666667	1546.875	1851.562	1687.500	
88	Spectrogram 1	1	37.344000000	37.557333333	3796.875	4734.375	3937.500	
89	Spectrogram 1	1	37.802666667	38.186666667	70.312	539.062	93.750	
90	Spectrogram 1	1	37.856000000	38.080000000	1195.312	2085.938	1968.750	
91	Spectrogram 1	1	38.261333333	39.328000000	93.750	539.062	93.750	
92	Spectrogram 1	1	38.325333333	39.317333333	3843.750	5671.875	4875.000	
93	Spectrogram 1	1	39.392000000	42.560000000	3820.312	5882.812	5062.500	
94	Spectrogram 1	1	39.466666667	40.320000000	820.312	3140.625	2343.750	
95	Spectrogram 1	1	39.840000000	40.853333333	93.750	585.938	93.750	
96	Spectrogram 1	1	41.152000000	41.461333333	93.750	515.625	93.750	
97	Spectrogram 1	1	41.344000000	41.504000000	2203.125	2531.250	2437.500	
98	Spectrogram 1	1	41.664000000	41.941333333	7007.812	7476.562	7406.250	
99	Spectrogram 1	1	42.304000000	43.050666667	70.312	468.750	93.750	
100	Spectrogram 1	1	42.794666667	43.434666667	1687.500	3000.000	2906.250	
101	Spectrogram 1	1	42.848000000	43.104000000	3867.188	4757.812	4031.250	
102	Spectrogram 1	1	43.338666667	44.074666667	70.312	539.062	93.750	
103	Spectrogram 1	1	43.914666667	44.096000000	7195.312	7523.438	7312.500	
104	Spectrogram 1	1	44.138666667	44.405333333	3867.188	4804.688	3937.500	
105	Spectrogram 1	1	44.565333333	45.578666667	70.312	562.500	93.750	
106	Spectrogram 1	1	45.706666667	45.834666667	2671.875	3164.062	2906.250	
107	Spectrogram 1	1	45.781333333	46.464000000	1546.875	3117.188	2812.500	
108	Spectrogram 1	1	45.845333333	46.026666667	3820.312	4710.938	4031.250	
109	Spectrogram 1	1	46.037333333	59.989333333	46.875	703.125	93.750	
110	Spectrogram 1	1	46.549333333	46.720000000	7218.750	7523.438	7500.000	
