Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.096000000	8039.062	8718.750	8250.000	
2	Spectrogram 1	1	0.010666667	0.245333333	3867.188	5484.375	4125.000	
3	Spectrogram 1	1	0.576000000	0.778666667	8437.500	8953.125	8812.500	
4	Spectrogram 1	1	0.853333333	1.216000000	3375.000	4125.000	3937.500	
5	Spectrogram 1	1	1.034666667	1.194666667	8062.500	8601.562	8343.750	
6	Spectrogram 1	1	1.109333333	1.738666667	2671.875	5648.438	3937.500	
7	Spectrogram 1	1	1.322666667	1.568000000	8625.000	9164.062	8625.000	
8	Spectrogram 1	1	1.333333333	1.546666667	15023.438	16054.688	15562.500	
9	Spectrogram 1	1	1.546666667	1.696000000	7757.812	8414.062	7781.250	
10	Spectrogram 1	1	1.813333333	2.037333333	6257.812	6726.562	6656.250	
11	Spectrogram 1	1	2.090666667	2.506666667	3937.500	5343.750	4125.000	
12	Spectrogram 1	1	2.165333333	2.634666667	8085.938	8976.562	8343.750	
13	Spectrogram 1	1	2.549333333	2.666666667	9328.125	10406.250	9656.250	
14	Spectrogram 1	1	2.666666667	3.008000000	3398.438	4195.312	3843.750	
15	Spectrogram 1	1	2.720000000	2.997333333	4875.000	5648.438	5062.500	
16	Spectrogram 1	1	2.752000000	2.869333333	14695.312	15398.438	14812.500	
17	Spectrogram 1	1	3.445333333	3.669333333	7171.875	7476.562	7312.500	
18	Spectrogram 1	1	4.234666667	4.405333333	3914.062	4968.750	4125.000	
19	Spectrogram 1	1	4.256000000	4.384000000	8179.688	8718.750	8343.750	
20	Spectrogram 1	1	5.834666667	5.994666667	7828.125	8273.438	7875.000	
21	Spectrogram 1	1	5.845333333	6.016000000	4898.438	5531.250	5062.500	
22	Spectrogram 1	1	5.941333333	6.186666667	2742.188	3609.375	3093.750	
23	Spectrogram 1	1	6.698666667	6.890666667	8015.625	8859.375	8250.000	
24	Spectrogram 1	1	6.698666667	6.912000000	3843.750	5343.750	4031.250	
25	Spectrogram 1	1	7.072000000	7.232000000	4875.000	5531.250	5250.000	
26	Spectrogram 1	1	7.125333333	7.242666667	8484.375	8929.688	8531.250	
27	Spectrogram 1	1	7.541333333	7.840000000	5929.688	6492.188	6468.750	
28	Spectrogram 1	1	7.637333333	7.925333333	2671.875	3609.375	3093.750	
29	Spectrogram 1	1	8.213333333	8.522666667	3070.312	4664.062	3937.500	
30	Spectrogram 1	1	8.266666667	8.490666667	14765.625	16031.250	15375.000	
31	Spectrogram 1	1	8.298666667	8.512000000	4828.125	5812.500	4968.750	
32	Spectrogram 1	1	8.309333333	8.512000000	7617.188	9093.750	7687.500	
