Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.906666667	1.045333333	4476.562	5015.625	4593.750	
2	Spectrogram 1	1	1.098666667	1.226666667	1734.375	2437.500	2437.500	
3	Spectrogram 1	1	1.653333333	1.973333333	3820.312	5203.125	4031.250	
4	Spectrogram 1	1	3.765333333	4.021333333	4078.125	5156.250	4125.000	
5	Spectrogram 1	1	5.813333333	5.930666667	4078.125	5203.125	4125.000	
6	Spectrogram 1	1	7.925333333	8.138666667	4265.625	5179.688	4312.500	
7	Spectrogram 1	1	8.405333333	8.554666667	3984.375	5132.812	4031.250	
8	Spectrogram 1	1	9.728000000	9.856000000	4593.750	5367.188	4593.750	
9	Spectrogram 1	1	9.962666667	10.069333333	4265.625	4875.000	4312.500	
10	Spectrogram 1	1	10.240000000	10.357333333	4265.625	5132.812	4312.500	
11	Spectrogram 1	1	10.890666667	10.997333333	4921.875	5484.375	5250.000	
12	Spectrogram 1	1	11.456000000	11.562666667	4570.312	5109.375	4593.750	
13	Spectrogram 1	1	11.968000000	12.704000000	7312.500	7687.500	7500.000	
14	Spectrogram 1	1	12.266666667	12.458666667	4429.688	6281.250	5437.500	
15	Spectrogram 1	1	13.002666667	13.280000000	4617.188	6351.562	5437.500	
16	Spectrogram 1	1	13.920000000	14.186666667	4687.500	6328.125	5437.500	
17	Spectrogram 1	1	14.336000000	14.709333333	7312.500	7664.062	7500.000	
18	Spectrogram 1	1	14.400000000	14.528000000	4171.875	5132.812	4218.750	
19	Spectrogram 1	1	14.837333333	16.853333333	4195.312	6421.875	5343.750	
20	Spectrogram 1	1	15.754666667	16.181333333	7359.375	7664.062	7500.000	
21	Spectrogram 1	1	16.352000000	16.458666667	3820.312	4289.062	4031.250	
22	Spectrogram 1	1	17.034666667	17.856000000	7335.938	7710.938	7406.250	
23	Spectrogram 1	1	17.482666667	18.496000000	4289.062	6468.750	5343.750	
24	Spectrogram 1	1	18.592000000	19.242666667	4031.250	6445.312	5718.750	
25	Spectrogram 1	1	19.253333333	19.765333333	7359.375	7734.375	7687.500	
26	Spectrogram 1	1	20.117333333	20.288000000	4687.500	6398.438	5625.000	
27	Spectrogram 1	1	20.554666667	20.789333333	4265.625	5718.750	4312.500	
28	Spectrogram 1	1	20.949333333	21.077333333	4218.750	5226.562	4218.750	
29	Spectrogram 1	1	21.322666667	21.834666667	4476.562	6468.750	5718.750	
30	Spectrogram 1	1	22.730666667	22.986666667	4570.312	6539.062	6281.250	
31	Spectrogram 1	1	23.040000000	23.210666667	4242.188	5179.688	4312.500	
32	Spectrogram 1	1	23.274666667	25.461333333	4289.062	6492.188	6281.250	
33	Spectrogram 1	1	25.888000000	25.994666667	4289.062	5062.500	4312.500	
34	Spectrogram 1	1	26.165333333	26.357333333	4476.562	6304.688	6000.000	
35	Spectrogram 1	1	26.656000000	26.837333333	4546.875	6468.750	6281.250	
36	Spectrogram 1	1	27.658666667	28.117333333	4242.188	6539.062	5625.000	
37	Spectrogram 1	1	28.714666667	28.810666667	4289.062	5132.812	4312.500	
38	Spectrogram 1	1	29.930666667	30.250666667	4195.312	6375.000	5343.750	
39	Spectrogram 1	1	30.890666667	31.402666667	3843.750	5226.562	4312.500	
40	Spectrogram 1	1	32.266666667	32.490666667	4078.125	5296.875	4125.000	
41	Spectrogram 1	1	33.781333333	33.877333333	4265.625	5132.812	4312.500	
42	Spectrogram 1	1	34.336000000	34.549333333	4242.188	5132.812	4312.500	
43	Spectrogram 1	1	36.618666667	36.757333333	4242.188	5203.125	4406.250	
44	Spectrogram 1	1	37.152000000	37.269333333	3867.188	5132.812	3937.500	
45	Spectrogram 1	1	39.082666667	39.264000000	4148.438	5343.750	4312.500	
46	Spectrogram 1	1	41.141333333	41.408000000	4148.438	5343.750	4312.500	
47	Spectrogram 1	1	41.834666667	41.984000000	4242.188	5015.625	4406.250	
48	Spectrogram 1	1	43.552000000	43.733333333	3843.750	5156.250	3843.750	
49	Spectrogram 1	1	43.989333333	44.277333333	4007.812	5156.250	4312.500	
50	Spectrogram 1	1	45.856000000	46.026666667	3937.500	5226.562	4031.250	
51	Spectrogram 1	1	46.634666667	46.805333333	4171.875	5156.250	4312.500	
52	Spectrogram 1	1	48.245333333	48.458666667	3937.500	5226.562	4031.250	
53	Spectrogram 1	1	49.760000000	49.888000000	4242.188	5085.938	4312.500	
54	Spectrogram 1	1	50.741333333	50.890666667	4078.125	5273.438	4218.750	
55	Spectrogram 1	1	52.288000000	52.501333333	4242.188	5273.438	4312.500	
56	Spectrogram 1	1	52.522666667	52.640000000	164.062	820.312	187.500	
57	Spectrogram 1	1	53.674666667	53.952000000	4453.125	5390.625	4500.000	
58	Spectrogram 1	1	53.824000000	54.709333333	7382.812	7687.500	7593.750	
59	Spectrogram 1	1	54.144000000	54.250666667	3867.188	4687.500	4031.250	
60	Spectrogram 1	1	54.762666667	54.933333333	4265.625	5460.938	4312.500	
61	Spectrogram 1	1	55.520000000	55.648000000	4476.562	5085.938	4500.000	
62	Spectrogram 1	1	55.978666667	57.141333333	7382.812	7687.500	7593.750	
63	Spectrogram 1	1	56.778666667	57.258666667	3960.938	5203.125	4031.250	
64	Spectrogram 1	1	57.866666667	57.984000000	4289.062	5226.562	4312.500	
65	Spectrogram 1	1	58.410666667	58.634666667	4218.750	5156.250	4312.500	
66	Spectrogram 1	1	59.274666667	59.424000000	4359.375	4757.812	4500.000	
67	Spectrogram 1	1	59.690666667	59.989333333	3914.062	5203.125	4218.750	
