Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.533333333	0.693333333	9164.062	14109.375	10031.25	
2	Spectrogram 1	1	0.704	1.002666667	15093.75	15773.438	15656.25	
3	Spectrogram 1	1	0.757333333	0.970666667	3750	4875	3937.5	
4	Spectrogram 1	1	0.810666667	0.981333333	2953.125	3281.25	3281.25	
5	Spectrogram 1	1	0.832	1.002666667	11460.938	11765.625	11531.25	
6	Spectrogram 1	1	0.874666667	1.013333333	1828.125	2671.875	2062.5	Leptodactylus_fuscus
7	Spectrogram 1	1	1.333333333	1.482666667	12304.688	12867.188	12468.75	
8	Spectrogram 1	1	1.813333333	1.930666667	9351.562	11507.812	9562.5	
9	Spectrogram 1	1	2.090666667	2.24	2039.062	2765.625	2343.75	Leptodactylus_fuscus
10	Spectrogram 1	1	2.197333333	2.485333333	5578.125	5882.812	5812.5	
11	Spectrogram 1	1	2.208	2.432	4265.625	4664.062	4312.5	
12	Spectrogram 1	1	2.72	2.901333333	4171.875	4828.125	4312.5	
13	Spectrogram 1	1	3.104	3.552	4289.062	4664.062	4312.5	
14	Spectrogram 1	1	3.242666667	3.392	1734.375	2601.562	2343.75	Leptodactylus_fuscus
15	Spectrogram 1	1	3.52	3.776	6117.188	6468.75	6375	
16	Spectrogram 1	1	3.616	3.744	1945.312	2554.688	2343.75	Leptodactylus_fuscus
17	Spectrogram 1	1	3.68	3.829333333	9585.938	10781.25	9750	
18	Spectrogram 1	1	3.946666667	4.192	8976.562	13992.188	10687.5	
19	Spectrogram 1	1	4.352	4.512	2976.562	3375	3375	
20	Spectrogram 1	1	4.458666667	4.597333333	15351.562	15750	15562.5	
21	Spectrogram 1	1	4.757333333	4.938666667	1664.062	2695.312	2625	Leptodactylus_fuscus
22	Spectrogram 1	1	5.525333333	5.674666667	1804.688	2671.875	2531.25	Leptodactylus_fuscus
23	Spectrogram 1	1	5.578666667	5.76	15023.438	15937.5	15468.75	
24	Spectrogram 1	1	5.578666667	5.781333333	8578.125	8882.812	8625	
25	Spectrogram 1	1	5.866666667	6.08	8976.562	12890.625	10312.5	
26	Spectrogram 1	1	5.984	6.154666667	1875	2601.562	2062.5	Leptodactylus_fuscus
27	Spectrogram 1	1	6.506666667	6.624	1875	2554.688	2062.5	Leptodactylus_fuscus
28	Spectrogram 1	1	7.36	7.808	8812.5	15656.25	9656.25	
29	Spectrogram 1	1	7.381333333	7.552	1804.688	2695.312	2625	Leptodactylus_fuscus
30	Spectrogram 1	1	7.754666667	7.882666667	914.062	1335.938	1031.25	
31	Spectrogram 1	1	7.84	8.021333333	1640.625	2671.875	2437.5	Leptodactylus_fuscus
32	Spectrogram 1	1	7.978666667	8.309333333	8273.438	8906.25	8343.75	
33	Spectrogram 1	1	8.576	8.736	2226.562	2671.875	2625	Leptodactylus_fuscus
34	Spectrogram 1	1	8.672	8.896	3796.875	4875	4218.75	
35	Spectrogram 1	1	9.034666667	9.525333333	1898.438	2742.188	2625	Leptodactylus_fuscus
36	Spectrogram 1	1	9.173333333	9.28	12070.312	14039.062	12281.25	
37	Spectrogram 1	1	9.834666667	10.06933333	1617.188	2742.188	2062.5	Leptodactylus_fuscus
38	Spectrogram 1	1	9.856	10.00533333	11414.062	11789.062	11625	
39	Spectrogram 1	1	9.941333333	10.048	10617.188	11132.812	10875	
40	Spectrogram 1	1	10.336	10.92266667	8250	8929.688	8343.75	
41	Spectrogram 1	1	10.37866667	10.464	10992.188	11765.625	11343.75	
42	Spectrogram 1	1	10.38933333	10.54933333	2179.688	2718.75	2625	Leptodactylus_fuscus
43	Spectrogram 1	1	10.66666667	10.79466667	1875	2625	2625	Leptodactylus_fuscus
44	Spectrogram 1	1	10.80533333	10.96533333	4148.438	4851.562	4218.75	
45	Spectrogram 1	1	10.86933333	11.264	5554.688	5906.25	5906.25	
46	Spectrogram 1	1	11.008	11.2	2203.125	2765.625	2625	Leptodactylus_fuscus
47	Spectrogram 1	1	11.04	11.31733333	15234.375	15937.5	15468.75	
48	Spectrogram 1	1	11.05066667	11.34933333	11437.5	13382.812	11812.5	
49	Spectrogram 1	1	11.21066667	11.33866667	9328.125	11273.438	9937.5	
50	Spectrogram 1	1	11.36	11.53066667	4078.125	4523.438	4125	
51	Spectrogram 1	1	11.648	12.17066667	8273.438	8906.25	8343.75	
52	Spectrogram 1	1	11.85066667	12.032	1640.625	2648.438	2062.5	Leptodactylus_fuscus
53	Spectrogram 1	1	12.07466667	12.23466667	914.062	1265.625	1031.25	
54	Spectrogram 1	1	12.096	12.77866667	5554.688	5906.25	5906.25	
55	Spectrogram 1	1	12.352	12.55466667	4148.438	4875	4218.75	
56	Spectrogram 1	1	12.48	12.768	2109.375	2648.438	2531.25	Leptodactylus_fuscus
57	Spectrogram 1	1	12.69333333	12.8	9609.375	10687.5	10312.5	
58	Spectrogram 1	1	12.90666667	13.12	1640.625	2625	2625	Leptodactylus_fuscus
59	Spectrogram 1	1	13.12	13.216	10125	11179.688	10218.75	
60	Spectrogram 1	1	13.13066667	13.54666667	8578.125	8953.125	8625	
61	Spectrogram 1	1	13.248	13.54666667	3796.875	4617.188	3937.5	
62	Spectrogram 1	1	13.30133333	13.46133333	11414.062	12023.438	11531.25	
63	Spectrogram 1	1	13.44	13.57866667	15351.562	15984.375	15562.5	
64	Spectrogram 1	1	14.016	14.22933333	12304.688	13734.375	12375	
65	Spectrogram 1	1	14.02666667	14.15466667	9187.5	11882.812	10218.75	
66	Spectrogram 1	1	14.29333333	14.77333333	3796.875	5906.25	3843.75	
67	Spectrogram 1	1	14.464	14.57066667	12679.688	13195.312	12750	
68	Spectrogram 1	1	15.04	15.264	1664.062	2671.875	2531.25	Leptodactylus_fuscus
69	Spectrogram 1	1	15.21066667	15.53066667	9164.062	11625	10218.75	
70	Spectrogram 1	1	15.616	15.75466667	1804.688	2718.75	2531.25	Leptodactylus_fuscus
71	Spectrogram 1	1	15.75466667	16.21333333	8507.812	9468.75	8625	
72	Spectrogram 1	1	15.92533333	16.192	4148.438	4851.562	4218.75	
73	Spectrogram 1	1	15.95733333	16.256	12656.25	13125	12656.25	
74	Spectrogram 1	1	16.096	16.33066667	1757.812	2718.75	2625	Leptodactylus_fuscus
75	Spectrogram 1	1	16.128	16.23466667	10382.812	11203.125	10500	
76	Spectrogram 1	1	16.46933333	16.71466667	1921.875	2648.438	2062.5	Leptodactylus_fuscus
77	Spectrogram 1	1	16.77866667	16.90666667	9867.188	11156.25	10031.25	
78	Spectrogram 1	1	16.97066667	17.10933333	2320.312	2765.625	2625	Leptodactylus_fuscus
79	Spectrogram 1	1	17.024	17.29066667	3773.438	4125	3843.75	
80	Spectrogram 1	1	17.056	17.28	15281.25	15750	15562.5	
81	Spectrogram 1	1	17.17333333	17.36533333	5578.125	5882.812	5812.5	
82	Spectrogram 1	1	17.376	17.568	1687.5	2718.75	2531.25	Leptodactylus_fuscus
83	Spectrogram 1	1	17.86666667	18.048	1640.625	2742.188	2531.25	Leptodactylus_fuscus
84	Spectrogram 1	1	18.016	18.304	9000	12726.562	9468.75	
85	Spectrogram 1	1	18.16533333	18.272	12984.375	14085.938	13031.25	
86	Spectrogram 1	1	18.4	18.624	3796.875	4500	3843.75	
87	Spectrogram 1	1	18.42133333	18.64533333	15281.25	15984.375	15562.5	
88	Spectrogram 1	1	18.45333333	18.688	1664.062	2695.312	2625	Leptodactylus_fuscus
89	Spectrogram 1	1	18.99733333	19.17866667	937.5	2601.562	2343.75	
90	Spectrogram 1	1	19.328	19.49866667	11414.062	11718.75	11531.25	
91	Spectrogram 1	1	19.328	19.872	3773.438	4804.688	3843.75	
92	Spectrogram 1	1	19.36	19.72266667	15328.125	15890.625	15375	
93	Spectrogram 1	1	19.38133333	20.16	5484.375	5976.562	5906.25	
94	Spectrogram 1	1	19.46666667	19.66933333	1781.25	2718.75	2062.5	Leptodactylus_fuscus
95	Spectrogram 1	1	19.57333333	19.872	12515.625	13851.562	12656.25	
96	Spectrogram 1	1	19.76533333	19.89333333	9023.438	12304.688	10031.25	
97	Spectrogram 1	1	19.808	19.92533333	1804.688	2578.125	2437.5	Leptodactylus_fuscus
98	Spectrogram 1	1	20.128	20.24533333	1710.938	2625	2625	Leptodactylus_fuscus
99	Spectrogram 1	1	20.512	20.704	8859.375	13429.688	10312.5	
100	Spectrogram 1	1	20.71466667	20.91733333	2039.062	2601.562	2437.5	Leptodactylus_fuscus
101	Spectrogram 1	1	21.25866667	21.46133333	8859.375	14085.938	9000	
102	Spectrogram 1	1	21.41866667	21.52533333	1992.188	2578.125	2062.5	Leptodactylus_fuscus
103	Spectrogram 1	1	21.64266667	21.78133333	3773.438	4523.438	3937.5	
104	Spectrogram 1	1	21.65333333	21.92	11390.625	11812.5	11531.25	
105	Spectrogram 1	1	22.03733333	22.22933333	4289.062	4617.188	4312.5	
106	Spectrogram 1	1	22.09066667	22.22933333	1710.938	2625	2437.5	Leptodactylus_fuscus
107	Spectrogram 1	1	22.54933333	22.77333333	10031.25	11015.625	10312.5	
108	Spectrogram 1	1	22.56	22.74133333	1593.75	2671.875	2437.5	
109	Spectrogram 1	1	22.57066667	22.66666667	13195.312	14039.062	13406.25	
110	Spectrogram 1	1	22.848	23.08266667	4265.625	4593.75	4312.5	
111	Spectrogram 1	1	22.944	23.296	8835.938	13875	10312.5	
112	Spectrogram 1	1	22.95466667	23.17866667	1898.438	2765.625	2531.25	Leptodactylus_fuscus
113	Spectrogram 1	1	23.17866667	23.36	4078.125	4875	4218.75	
114	Spectrogram 1	1	23.25333333	23.38133333	1968.75	2648.438	2062.5	Leptodactylus_fuscus
115	Spectrogram 1	1	23.584	23.808	8718.75	12210.938	8718.75	
116	Spectrogram 1	1	23.584	23.712	2156.25	2718.75	2625	Leptodactylus_fuscus
117	Spectrogram 1	1	23.94666667	24.05333333	9796.875	10429.688	10031.25	
118	Spectrogram 1	1	23.95733333	24.04266667	13335.938	13968.75	13500	
119	Spectrogram 1	1	23.97866667	24.224	1617.188	2742.188	2531.25	Leptodactylus_fuscus
120	Spectrogram 1	1	24.46933333	24.64	1710.938	2671.875	2531.25	Leptodactylus_fuscus
121	Spectrogram 1	1	24.74666667	25.42933333	19078.125	24000	20625	
122	Spectrogram 1	1	25.01333333	25.17333333	1828.125	2718.75	2625	Leptodactylus_fuscus
123	Spectrogram 1	1	25.184	25.6	3750	4898.438	3843.75	
124	Spectrogram 1	1	25.20533333	25.67466667	8929.688	14132.812	10031.25	
125	Spectrogram 1	1	25.46133333	25.62133333	1640.625	2648.438	2437.5	Leptodactylus_fuscus
126	Spectrogram 1	1	25.536	25.67466667	15281.25	15820.312	15562.5	
127	Spectrogram 1	1	26.48533333	26.66666667	1570.312	2695.312	2531.25	Leptodactylus_fuscus
128	Spectrogram 1	1	26.79466667	27.04	8812.5	14085.938	8906.25	
129	Spectrogram 1	1	27.01866667	27.232	1664.062	2718.75	2625	Leptodactylus_fuscus
130	Spectrogram 1	1	27.264	27.49866667	12609.375	13007.812	12750	
131	Spectrogram 1	1	27.30666667	27.488	7898.438	8906.25	8437.5	
132	Spectrogram 1	1	27.31733333	27.53066667	3750	4851.562	3843.75	
133	Spectrogram 1	1	27.36	27.56266667	10640.625	11789.062	11062.5	
134	Spectrogram 1	1	27.808	27.968	1828.125	2601.562	2343.75	Leptodactylus_fuscus
135	Spectrogram 1	1	27.81866667	28.05333333	9000	11882.812	10500	
136	Spectrogram 1	1	28.20266667	28.33066667	1921.875	2671.875	2531.25	Leptodactylus_fuscus
137	Spectrogram 1	1	28.32	28.416	12375	13148.438	12562.5	
138	Spectrogram 1	1	28.32	28.66133333	9937.5	11882.812	10218.75	
139	Spectrogram 1	1	28.53333333	28.736	2039.062	2671.875	2625	Leptodactylus_fuscus
140	Spectrogram 1	1	28.88533333	29.01333333	1875	2625	2625	Leptodactylus_fuscus
141	Spectrogram 1	1	28.94933333	29.152	8250	8578.125	8437.5	
142	Spectrogram 1	1	29.29066667	29.41866667	15351.562	15750	15562.5	
143	Spectrogram 1	1	29.568	29.74933333	4031.25	4875	4218.75	
144	Spectrogram 1	1	29.61066667	29.74933333	2039.062	2718.75	2625	Leptodactylus_fuscus
145	Spectrogram 1	1	30.048	30.22933333	1664.062	2671.875	2625	
146	Spectrogram 1	1	30.57066667	30.83733333	3796.875	4523.438	3843.75	
147	Spectrogram 1	1	30.73066667	30.944	1617.188	2718.75	2531.25	Leptodactylus_fuscus
148	Spectrogram 1	1	30.98666667	31.36	9281.25	11835.938	11343.75	
149	Spectrogram 1	1	31.27466667	31.41333333	1945.312	2625	2062.5	Leptodactylus_fuscus
150	Spectrogram 1	1	31.62666667	31.872	3796.875	4804.688	4125	
151	Spectrogram 1	1	31.65866667	32.128	8179.688	13992.188	8250	
152	Spectrogram 1	1	31.872	32.14933333	15046.875	15773.438	15468.75	
153	Spectrogram 1	1	32.01066667	32.14933333	3820.312	4617.188	3937.5	
154	Spectrogram 1	1	32.18133333	32.384	1828.125	2601.562	2062.5	Leptodactylus_fuscus
155	Spectrogram 1	1	32.65066667	32.91733333	10500	11906.25	11531.25	
156	Spectrogram 1	1	32.78933333	32.90666667	8929.688	10312.5	9000	
157	Spectrogram 1	1	32.96	33.088	4101.562	4546.875	4125	
158	Spectrogram 1	1	33.70666667	33.89866667	1710.938	2718.75	2625	Leptodactylus_fuscus
159	Spectrogram 1	1	34.00533333	34.86933333	21726.562	24000	23906.25	
160	Spectrogram 1	1	34.02666667	34.176	15351.562	15796.875	15562.5	
161	Spectrogram 1	1	34.69866667	34.85866667	9773.438	11414.062	11343.75	
162	Spectrogram 1	1	34.93333333	35.05066667	3796.875	4546.875	3843.75	
