Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.917333333	1.514666667	2273.438	3140.625	2671.875	
2	Spectrogram 1	1	0.960000000	1.301333333	4968.750	5625.000	5062.500	
3	Spectrogram 1	1	1.653333333	1.920000000	3960.938	4406.250	4031.250	
4	Spectrogram 1	1	2.048000000	2.528000000	2484.375	2929.688	2718.750	
5	Spectrogram 1	1	2.112000000	2.464000000	4968.750	5601.562	5062.500	
6	Spectrogram 1	1	3.477333333	3.722666667	679.688	2250.000	1593.750	
7	Spectrogram 1	1	4.341333333	4.938666667	1429.688	2953.125	2109.375	
8	Spectrogram 1	1	6.122666667	6.250666667	1875.000	2554.688	2531.250	
9	Spectrogram 1	1	7.008000000	7.168000000	4148.438	4476.562	4265.625	
10	Spectrogram 1	1	7.712000000	8.138666667	2531.250	2906.250	2765.625	
11	Spectrogram 1	1	10.069333333	10.261333333	1453.125	1968.750	1734.375	Boana_platanera
12	Spectrogram 1	1	11.584000000	11.765333333	4851.562	5179.688	5062.500	
13	Spectrogram 1	1	12.640000000	12.810666667	6070.312	6585.938	6515.625	
14	Spectrogram 1	1	13.408000000	13.653333333	1406.250	1992.188	1640.625	
15	Spectrogram 1	1	13.941333333	14.144000000	1664.062	2039.062	1828.125	
16	Spectrogram 1	1	14.560000000	14.965333333	1171.875	2015.625	1828.125	
17	Spectrogram 1	1	15.114666667	16.490666667	1101.562	2789.062	1593.750	
18	Spectrogram 1	1	16.576000000	18.336000000	1101.562	2343.750	1500.000	
19	Spectrogram 1	1	18.442666667	18.933333333	1125.000	2273.438	1593.750	
20	Spectrogram 1	1	19.008000000	19.530666667	1218.750	2507.812	1593.750	
21	Spectrogram 1	1	19.658666667	21.066666667	679.688	2671.875	2343.750	
22	Spectrogram 1	1	21.045333333	21.344000000	4968.750	5484.375	5062.500	
23	Spectrogram 1	1	21.450666667	21.578666667	5085.938	5578.125	5109.375	
24	Spectrogram 1	1	21.653333333	21.781333333	4804.688	5695.312	4875.000	
25	Spectrogram 1	1	21.664000000	22.176000000	1289.062	2648.438	1640.625	
26	Spectrogram 1	1	21.888000000	22.432000000	4593.750	5695.312	5062.500	
27	Spectrogram 1	1	22.176000000	29.056000000	632.812	3187.500	1734.375	
28	Spectrogram 1	1	22.506666667	22.645333333	4312.500	5671.875	4875.000	
29	Spectrogram 1	1	22.720000000	22.858666667	5062.500	5695.312	5062.500	
30	Spectrogram 1	1	22.954666667	23.072000000	5109.375	5625.000	5156.250	
31	Spectrogram 1	1	22.976000000	23.306666667	4078.125	4898.438	4828.125	
32	Spectrogram 1	1	23.178666667	23.285333333	5109.375	5554.688	5156.250	
33	Spectrogram 1	1	23.456000000	23.552000000	4335.938	4898.438	4828.125	
34	Spectrogram 1	1	24.160000000	24.362666667	4523.438	5671.875	5062.500	
35	Spectrogram 1	1	24.490666667	25.333333333	4406.250	5742.188	5062.500	
36	Spectrogram 1	1	27.189333333	27.360000000	4804.688	5367.188	5062.500	
37	Spectrogram 1	1	28.085333333	28.266666667	4945.312	5882.812	5062.500	
38	Spectrogram 1	1	28.906666667	29.088000000	5132.812	5835.938	5296.875	
39	Spectrogram 1	1	29.760000000	29.952000000	4968.750	5906.250	5062.500	
40	Spectrogram 1	1	29.781333333	29.930666667	2320.312	3046.875	2484.375	
41	Spectrogram 1	1	30.666666667	30.954666667	4921.875	6234.375	5062.500	
42	Spectrogram 1	1	31.712000000	32.266666667	679.688	2507.812	2390.625	
43	Spectrogram 1	1	32.053333333	32.448000000	4945.312	6164.062	5062.500	
44	Spectrogram 1	1	34.144000000	34.378666667	3984.375	4359.375	4031.250	
45	Spectrogram 1	1	34.976000000	35.402666667	937.500	2531.250	2343.750	
46	Spectrogram 1	1	35.840000000	36.042666667	1640.625	2578.125	1687.500	
47	Spectrogram 1	1	36.682666667	36.874666667	1382.812	2765.625	1687.500	
48	Spectrogram 1	1	37.301333333	37.482666667	1359.375	2578.125	1593.750	
49	Spectrogram 1	1	37.824000000	38.389333333	632.812	2695.312	2390.625	
50	Spectrogram 1	1	38.282666667	38.421333333	4101.562	4500.000	4218.750	
51	Spectrogram 1	1	38.560000000	39.082666667	1335.938	2718.750	1546.875	
52	Spectrogram 1	1	39.285333333	39.882666667	1335.938	3164.062	1687.500	
53	Spectrogram 1	1	39.338666667	39.648000000	4007.812	4523.438	4031.250	
54	Spectrogram 1	1	39.413333333	39.584000000	8742.188	9398.438	8906.250	
55	Spectrogram 1	1	39.829333333	40.277333333	8625.000	9539.062	9468.750	
56	Spectrogram 1	1	39.882666667	40.224000000	1289.062	2601.562	1640.625	
57	Spectrogram 1	1	40.448000000	40.938666667	1195.312	3187.500	1640.625	
58	Spectrogram 1	1	40.480000000	41.418666667	8343.750	9445.312	8343.750	
59	Spectrogram 1	1	41.333333333	41.685333333	1312.500	3093.750	2156.250	
60	Spectrogram 1	1	41.770666667	41.973333333	8742.188	9328.125	8906.250	
61	Spectrogram 1	1	41.930666667	42.453333333	1523.438	2789.062	2156.250	
62	Spectrogram 1	1	42.197333333	43.626666667	8320.312	9398.438	8343.750	
63	Spectrogram 1	1	42.496000000	43.200000000	656.250	3000.000	2437.500	
64	Spectrogram 1	1	43.328000000	43.498666667	1921.875	2742.188	2437.500	
65	Spectrogram 1	1	43.701333333	44.117333333	2085.938	2648.438	2578.125	Leptodactylus_fuscus
66	Spectrogram 1	1	43.797333333	44.682666667	8742.188	9468.750	9468.750	
67	Spectrogram 1	1	44.512000000	44.842666667	2132.812	2671.875	2484.375	Leptodactylus_fuscus
68	Spectrogram 1	1	44.960000000	45.290666667	8742.188	9093.750	8953.125	
69	Spectrogram 1	1	44.981333333	45.557333333	4945.312	5906.250	5062.500	
70	Spectrogram 1	1	45.376000000	45.888000000	8296.875	9210.938	8343.750	
71	Spectrogram 1	1	45.376000000	45.504000000	2109.375	2953.125	2343.750	Leptodactylus_fuscus
72	Spectrogram 1	1	45.973333333	48.277333333	609.375	3070.312	2250.000	Dendroplex_picus
73	Spectrogram 1	1	46.122666667	46.325333333	8343.750	8648.438	8343.750	
74	Spectrogram 1	1	47.082666667	48.010666667	4828.125	6234.375	5062.500	
75	Spectrogram 1	1	48.298666667	48.554666667	8320.312	9234.375	8390.625	
76	Spectrogram 1	1	48.362666667	48.544000000	1007.812	2156.250	2062.500	
77	Spectrogram 1	1	48.597333333	49.600000000	890.625	2671.875	1687.500	
78	Spectrogram 1	1	49.258666667	50.229333333	820.312	3164.062	1640.625	
79	Spectrogram 1	1	49.621333333	50.389333333	4921.875	6234.375	5062.500	
80	Spectrogram 1	1	50.229333333	50.389333333	679.688	1125.000	937.500	
81	Spectrogram 1	1	50.442666667	51.552000000	679.688	2718.750	1734.375	
82	Spectrogram 1	1	50.656000000	50.858666667	4007.812	4382.812	4218.750	
83	Spectrogram 1	1	50.666666667	50.965333333	8320.312	9117.188	8343.750	
84	Spectrogram 1	1	51.264000000	51.584000000	2226.562	2601.562	2390.625	
85	Spectrogram 1	1	51.338666667	51.445333333	8343.750	9070.312	8390.625	
86	Spectrogram 1	1	51.850666667	52.085333333	8695.312	9023.438	8953.125	
87	Spectrogram 1	1	52.000000000	52.320000000	4875.000	6164.062	5062.500	
88	Spectrogram 1	1	52.021333333	52.138666667	2320.312	3046.875	3046.875	Leptodactylus_fuscus
89	Spectrogram 1	1	52.512000000	52.714666667	1875.000	2531.250	2390.625	Leptodactylus_fuscus
90	Spectrogram 1	1	52.554666667	52.714666667	8765.625	9093.750	8953.125	
91	Spectrogram 1	1	52.938666667	53.120000000	1640.625	2601.562	2484.375	Leptodactylus_fuscus
92	Spectrogram 1	1	53.088000000	53.322666667	8765.625	9093.750	8953.125	
93	Spectrogram 1	1	53.141333333	53.397333333	3960.938	4453.125	4078.125	
94	Spectrogram 1	1	53.429333333	53.728000000	1593.750	2671.875	2437.500	Leptodactylus_fuscus
